Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
19,Todd Davis,DEN,27,RILB,14,14,0,0,0,0,1,,,,,,0,134,78,56,6,1,,DaviTo01
20,Cory Littleton,LAR,26,RILB,16,16,2,32,0,26,9,2,0,4,16,0,3.5,134,78,56,6,5,,LittCo01
21,Jerome Baker,MIA,23,ROLB/RIL,16,15,1,34,0,34,4,2,0,0,0,0,1.5,126,76,50,3,5,,BakeJe00
22,De'Vondre Campbell,ATL,26,LLB,16,15,2,-5,0,0,5,3,0,1,0,0,2,129,75,54,6,2,,CampDe00
23,Shaq Thompson,CAR,25,LILB,14,14,0,0,0,0,3,,,,,0,3,109,75,34,11,4,,ThomSh01
24,Cole Holcomb,WAS,23,LILB,16,15,0,0,0,0,1,3,0,0,0,0,1,105,74,31,6,2,,HolcCo00
25,Logan Ryan,TEN,28,LCB,16,16,4,16,0,16,18,4,0,0,0,0,4.5,113,73,40,4,8,,RyanLo00
26,Devin Bush Jr.,PIT,21,LILB/RIL,16,15,2,6,0,6,4,1,0,4,20,1,1,109,72,37,9,2,,BushDe01
27,Kyle Fuller*,CHI,27,LCB,16,16,3,37,0,29,12,,,,,0,0,82,72,10,1,0,,FullKy00
28,Jessie Bates III,CIN,22,FS,16,16,3,33,0,20,9,1,0,1,0,0,0,100,71,29,0,0,,BateJe00
29,Terrell Edmunds,PIT,22,SS,16,16,0,0,0,0,3,,,,,,0,105,71,34,2,2,,EdmuTe00
30,Shaquille Leonard*,IND,24,LLB,13,13,5,92,1,80,7,2,0,0,0,0,5,121,71,50,7,6,,LeonDa00
31,Jordan Poyer,BUF,28,SS,16,16,2,0,0,0,3,3,0,4,31,0,1,107,71,36,4,1,,PoyeJo00
32,Eric Kendricks*+,MIN,27,MLB,15,15,0,0,0,0,12,2,0,2,0,0,0.5,110,70,40,4,2,,KendEr00
33,Jayon Brown,TEN,24,RILB,14,14,1,0,0,0,8,0,0,1,46,1,1,105,69,36,3,3,,BrowJa06
34,Rashaan Evans,TEN,24,LILB,16,16,,,0,,,0,0,1,53,1,2.5,111,69,42,9,8,,EvanRa01
35,Eric Weddle,LAR,34,FS,16,16,0,0,0,0,4,,,,,,0,108,69,39,1,1,,WeddEr99
36,Tavon Wilson,DET,29,SS,16,13,0,0,0,0,5,0,0,2,14,0,1,98,69,29,3,2,,WilsTa00
37,Adrian Amos,GNB,26,SS,16,16,2,12,0,9,8,,,,,0,1,84,68,16,4,2,,AmosAd00
38,Deion Jones,ATL,25,MLB/RLB,16,16,1,27,1,27,5,0,0,1,5,0,0,110,68,42,8,4,,JoneDe01
39,K.J. Wright,SEA,30,RLB,16,16,3,10,0,11,11,,,,,0,0,132,67,65,5,1,,WrigK.00
40,Vonn Bell,NOR,25,SS,13,13,1,19,0,19,5,2,0,5,38,1,1.5,89,66,23,4,4,,BellVo00
41,Tremaine Edmunds*,BUF,21,MLB,16,16,1,0,0,0,9,,,,,0,1.5,115,66,49,10,4,1,EdmuTr01
42,Byron Murphy,ARI,21,LCB,16,16,1,0,0,0,10,,,,,0,0,78,66,12,3,0,,MurpBy00
43,Roquan Smith,CHI,22,RILB,12,12,1,0,0,0,2,,,,,0,2,101,66,35,5,2,,SmitRo07
44,Levi Wallace,BUF,24,LCB/RCB,16,16,2,2,0,2,9,,,,,0,0,76,66,10,4,0,,WallLe00
45,Thomas Davis,LAC,36,LLB,16,16,0,0,0,0,2,,,,,0,1,112,65,47,3,2,,DaviTh20
46,Tre Flowers,SEA,24,RCB,15,15,3,0,0,0,8,1,0,1,0,0,2,82,65,17,2,2,,FlowTr01
47,Matt Milano,BUF,25,LLB,15,15,0,0,0,0,9,1,0,1,0,0,1.5,101,65,36,7,7,,MilaMa00
48,Justin Simmons,DEN,26,FS,16,16,4,30,0,17,15,0,1,0,0,0,0,93,65,28,2,0,,SimmJu00
49,Harrison Smith*,MIN,30,SS,15,15,3,13,0,13,11,3,0,2,0,0,1,85,65,20,4,2,,SmitHa00
50,Dre Greenlaw,SFO,22,RLB,16,11,1,47,0,47,2,,,,,0,1,92,64,28,3,2,,GreeDr00
51,Erik Harris,OAK,29,FS/SS,16,14,3,145,2,59,8,,,,,0,0,74,64,10,1,0,,HarrEr00
52,Malcolm Jenkins,PHI,32,FS,16,16,0,0,0,0,8,4,0,1,0,0,2.5,81,63,18,6,9,,JenkMa99
53,Tyrann Mathieu+,KAN,27,SS,16,16,4,70,0,35,12,,,,,0,2,75,63,12,3,2,,MathTy00
54,Ha Ha Clinton-Dix,CHI,27,FS,16,16,2,96,1,59,5,0,0,2,1,0,0,78,62,16,0,0,,ClinHa00
55,Taylor Rapp,LAR,22,SS,15,10,2,54,1,31,8,0,0,1,0,0,0,100,62,38,3,1,,RappTa00
56,Jamal Adams*+,NYJ,24,SS,14,14,1,61,1,61,7,2,0,1,25,1,6.5,75,61,14,10,13,,AdamJa00
57,Drue Tranquill,LAC,24,LB,15,3,0,0,0,0,1,,,,,,0,75,61,14,4,0,,TranDr00
58,Kevin Byard,TEN,26,FS,16,16,5,79,0,28,9,,,,,0,0,84,60,24,2,0,,ByarKe01
59,Nick Vigil,CIN,26,LLB,16,16,1,34,0,34,5,1,0,2,13,0,1,111,60,51,3,4,,VigiNi00
60,Joe Haden*,PIT,30,LCB,16,16,5,20,0,16,17,1,0,1,3,0,0,65,59,6,3,0,,HadeJo99
61,Rashaan Melvin,DET,30,DB,13,12,0,0,0,0,11,,,,,,0,68,59,9,0,0,,MelvRa00
62,Mark Barron,PIT,30,LILB,15,9,1,0,0,0,3,0,0,1,22,0,3,82,58,24,4,4,,BarrMa00
63,Jamie Collins,NWE,30,LLB,16,15,3,85,1,69,7,3,0,1,0,0,7,81,58,23,10,10,,CollJa00
64,Darryl Roberts,NYJ,29,RCB,13,10,1,13,0,13,6,,,,,0,0,63,58,5,1,1,,RobeDa00
65,Devin White,TAM,21,LILB,13,13,1,5,0,5,3,3,0,4,112,2,2.5,91,58,33,4,5,,WhitDe02
66,Justin Reid,HOU,22,FS,15,15,2,55,0,37,5,0,0,1,0,0,0,78,57,21,1,1,,ReidJu00
67,Jarrod Wilson,JAX,25,FS,16,16,2,4,0,4,4,1,0,0,0,0,0,79,57,22,6,2,,WilsJa00
68,Mack Wilson,CLE,21,RLB,16,14,1,21,0,21,7,1,0,0,0,0,1,82,57,25,4,2,,WilsMa03
69,Jonathan Bostic,WAS,28,RILB,16,16,1,26,0,26,2,,,,,0,1,105,56,49,3,6,,BostJo00
70,Kevin King,GNB,24,RCB,15,14,5,54,0,39,15,1,0,0,0,0,1,66,56,10,3,1,,KingKe01
71,Nick Kwiatkoski,CHI,26,LILB,16,8,1,4,0,4,4,1,0,0,0,0,3,76,56,20,8,3,1,KwiaNi00
72,Charvarius Ward,KAN,23,RCB,16,16,2,10,0,10,10,1,0,0,0,0,0,74,56,18,0,0,,WardCh01
73,Trae Waynes,MIN,27,LCB,14,14,1,0,0,0,8,2,0,1,20,0,0,58,56,2,4,0,,WaynTr00
74,Sean Lee,DAL,33,LLB,16,13,1,25,0,25,4,,,,,0,1,86,55,31,4,1,,LeexSe99
75,Ricardo Allen,ATL,28,SS,16,16,2,29,0,27,8,,,,,0,0,85,54,31,4,0,,AlleRi00
76,Anthony Barr,MIN,27,RLB,14,14,1,2,0,2,4,1,0,1,19,0,1.5,79,54,25,6,7,1,BarrAn00
77,Carlton Davis,TAM,23,LCB,14,14,1,0,0,0,19,1,0,1,6,0,0,60,54,6,3,0,,DaviCa02
78,Benardrick McKinney,HOU,27,LILB,14,14,0,0,0,0,3,1,0,2,1,0,1,101,54,47,4,4,,McKiBe00
79,Xavier Rhodes*,MIN,29,RCB,15,15,0,0,0,0,6,1,,,,,0,63,54,9,5,0,,RhodXa00
80,Eric Rowe,MIA,27,SS,16,15,1,35,1,35,8,1,0,0,0,0,0,81,54,27,1,0,,RoweEr00
81,Rock Ya-Sin,IND,23,LCB/RCB,15,13,1,0,0,0,5,0,0,1,0,0,0,62,54,8,2,0,,Ya-SRo00
82,Eli Apple,NOR,24,LCB,15,15,0,0,0,0,4,1,,,,,0,58,53,5,0,1,,ApplEl00
83,Tre Boston,CAR,27,FS,16,16,3,20,0,20,11,,,,,0,0,68,53,15,1,1,,BostTr00
84,Marlon Humphrey*+,BAL,23,LCB,16,15,3,14,0,14,14,2,0,3,91,2,0,65,53,12,4,1,,HumpMa00
85,Nicholas Morrow,OAK,24,RLB,16,8,1,11,0,11,4,,,,,0,0,73,53,20,2,4,,MorrNi00
86,Khari Willis,IND,23,SS,14,9,0,0,0,0,1,,,,,,0,71,53,18,2,1,,WillKh00
87,Nathan Gerry,PHI,24,RLB,16,12,2,51,1,51,5,0,0,1,0,0,2.5,78,52,26,4,5,,GerrNa00
88,Vernon Hargreaves III,2TM,24,DB/RCB,15,11,1,15,1,15,6,0,0,1,2,0,0,61,52,9,1,0,,HargVe00
89,Mike Hilton,PIT,25,DB,16,8,1,1,0,1,11,1,0,1,0,0,1.5,65,52,13,6,5,,HiltMi01
90,Danielle Hunter*,MIN,25,LDE,16,16,,,0,,,3,0,1,4,0,14.5,70,52,18,15,22,,HuntDa01
91,David Mayo,NYG,26,RILB,16,13,0,0,0,0,2,0,0,1,0,0,2,82,52,30,5,2,,MayoDa00
92,Bradley McDougald,SEA,29,SS,15,14,2,0,0,0,6,1,0,1,0,0,0.5,70,52,18,1,2,,McDoBr01
93,Steven Nelson,PIT,26,RCB,15,15,1,33,0,33,8,0,0,1,0,0,0,61,52,9,0,0,,NelsSt01
94,Damien Wilson,KAN,26,MLB,16,16,0,0,0,0,1,1,0,0,0,0,1.5,81,52,29,3,4,,WilsDa02
95,Xavier Woods,DAL,24,FS,15,15,2,38,0,29,5,2,0,0,0,0,0,77,52,25,1,0,,WoodXa00
96,James Bradberry,CAR,26,RCB,15,15,3,0,0,0,12,,,,,0,1,65,51,14,1,1,,BradJa00
97,James Burgess,NYJ,25,MLB,10,10,1,2,0,2,5,1,1,1,-4,0,0.5,80,51,29,8,1,1,BurgJa01
98,Cameron Heyward*+,PIT,30,DT,16,16,0,0,0,0,6,1,0,1,0,0,9,83,51,32,11,23,,HeywCa01
99,Anthony Hitchens,KAN,27,LLB,15,15,0,0,0,0,1,1,0,0,0,0,2,88,51,37,4,4,,HitcAn00
100,Eddie Jackson*,CHI,26,FS,16,16,2,18,0,14,5,1,0,1,3,0,1,60,51,9,5,0,,JackEd01
101,Alexander Johnson,DEN,28,LILB,15,12,1,0,0,0,3,2,0,1,0,0,1.5,93,51,42,5,4,,JohnAl01
102,Jabrill Peppers,NYG,24,SS,11,11,1,32,1,32,5,3,0,0,0,0,0,76,51,25,5,2,,PeppJa00
103,Kenny Vaccaro,TEN,28,SS,16,16,1,2,0,2,5,,,,,0,1,84,51,33,3,6,,VaccKe00
104,Jimmie Ward,SFO,28,FS,13,13,0,0,0,0,8,,,,,0,1,65,51,14,2,0,,WardJi01
105,Daryl Worley,OAK,24,LCB,15,15,1,0,0,0,8,0,0,1,6,0,0,58,51,7,1,0,,WorlDa00
106,Jaire Alexander,GNB,22,LCB,16,16,2,37,0,37,17,1,0,1,0,0,0,58,50,8,2,0,,AlexJa00
107,A.J. Bouye,JAX,28,RCB,14,14,1,25,0,25,8,,,,,0,0,65,50,15,1,0,,BouyA.00
108,Micah Hyde,BUF,29,FS,16,16,1,0,0,0,2,2,0,0,0,0,0,72,50,22,1,1,,HydeMi00
109,Jackrabbit Jenkins,2TM,31,DB/RCB,15,14,5,84,0,62,16,,,,,0,0,61,50,11,0,0,,JenkJa03
110,Marcus Maye,NYJ,26,FS,16,16,1,0,0,0,7,,,,,0,0,65,50,15,1,0,,MayeMa00
111,Kenny Moore,IND,24,LCB,11,11,2,36,0,35,3,0,0,1,1,0,2.5,61,50,11,4,4,,MoorKe03
112,Isaiah Oliver,ATL,23,LCB,16,16,0,0,0,0,11,1,,,,,0,62,50,12,0,1,,OlivIs00
113,Denzel Perryman,LAC,27,MLB,14,10,1,0,0,0,1,1,0,0,0,0,0,68,50,18,5,0,,PerrDe00
114,Germaine Pratt,CIN,23,RLB,16,9,,,0,,,,,,,,0,76,50,26,4,0,,PratGe00
115,Danny Trevathan,CHI,29,LILB,9,9,0,0,0,0,1,1,0,0,0,0,1,70,50,20,2,4,,TrevDa00
116,Jordan Whitehead,TAM,22,FS,14,14,1,11,0,11,9,0,0,1,0,0,0,69,50,19,4,1,,WhitJo03
117,Bud Dupree,PIT,26,ROLB,16,16,0,0,0,0,3,4,0,1,0,0,11.5,68,49,19,16,17,,DuprAl00
118,Chidobe Awuzie,DAL,24,LCB,16,16,1,0,0,0,14,,,,,0,0,79,48,31,1,1,,AwuzCh00
119,Deandre Baker,NYG,22,LCB,16,15,0,0,0,0,8,,,,,,0,61,48,13,2,0,,BakeDe00
120,Ross Cockrell,CAR,28,LCB,14,11,2,70,0,37,8,,,,,0,0,62,48,14,3,0,,CockRo00
121,Kareem Jackson,DEN,31,SS,13,13,2,28,0,24,10,1,0,0,70,1,0,71,48,23,4,0,,JackKa99
122,Alec Ogletree,NYG,28,LILB,13,13,1,0,0,0,6,,,,,0,1,80,48,32,4,3,,OgleAl00
123,Bobby Okereke,IND,23,RLB,16,8,0,0,0,0,2,2,1,1,0,0,1,65,48,17,2,1,,OkerBo00
124,Patrick Onwuasor,BAL,27,LILB,14,6,0,0,0,0,1,1,0,0,0,0,3,64,48,16,5,6,,OnwuPa00
125,Brian Poole,NYJ,27,DB,14,10,1,15,1,15,5,1,0,0,0,0,0,59,48,11,4,5,1,PoolBr01
126,Richard Sherman*,SFO,31,LCB,15,15,3,65,1,31,11,,,,,0,0,61,48,13,2,0,,SherRi00
127,Tre'Davious White*+,BUF,24,RCB/LCB,15,15,6,57,0,49,17,2,0,0,0,0,1,58,48,10,4,1,,WhitTr01
128,Joey Bosa*,LAC,24,LDE,16,16,,,0,,,1,0,0,0,0,11.5,67,47,20,18,31,,BosaJo00
129,Justin Coleman,DET,26,RCB,16,11,1,55,0,55,13,3,0,1,0,0,0,54,47,7,0,1,,ColeJu01
130,Dont'a Hightower*,NWE,29,MLB,15,15,0,0,0,0,4,0,0,1,26,1,5.5,71,47,24,8,13,,HighDo01
131,Mychal Kendricks,SEA,29,LLB,14,14,1,1,0,1,4,1,0,0,0,0,3,71,47,24,8,2,,KendMy00
132,A.J. Klein,NOR,28,RLB,15,15,1,14,1,14,2,1,0,0,0,0,2.5,69,47,22,5,5,,KleiAJ00
133,Jonathan Allen,WAS,24,LDE,15,15,0,0,0,0,1,0,0,1,0,0,6,68,46,22,7,10,,AlleJo01
134,Sam Hubbard,CIN,24,RDE,15,15,0,0,0,0,3,1,0,0,0,0,8.5,76,46,30,10,13,,HubbSa00
135,Damontae Kazee,ATL,26,FS,16,14,3,53,0,22,3,1,0,0,0,0,0,74,46,28,2,0,,KazeDa00
136,Marshon Lattimore*,NOR,23,RCB,14,14,1,0,0,0,14,,,,,0,0,57,46,11,1,0,,LattMa01
137,Devin McCourty,NWE,32,FS,16,16,5,49,0,24,7,2,0,1,0,0,0,58,46,12,0,0,,McCoDe99
138,Rodney McLeod,PHI,29,SS,16,16,2,30,0,23,6,2,0,0,0,0,1,76,46,30,0,1,,McLeRo00
139,Patrick Peterson,ARI,29,RCB,10,10,2,0,0,0,7,1,0,0,0,0,1,53,46,7,3,1,,PetePa00
140,Shaquil Barrett*,TAM,27,ROLB,16,16,1,4,0,4,2,6,0,0,0,0,19.5,58,45,13,19,37,,BarrSh00
141,Tramaine Brock,2TM,31,DB/RCB,14,11,0,0,0,0,5,,,,,,0,50,45,5,4,2,,BrocTr00
142,Chuck Clark,BAL,24,FS,16,12,1,12,0,12,9,2,0,0,0,0,1,73,45,28,2,3,,ClarCh00
143,Shaquill Griffin*,SEA,24,LCB,14,14,0,0,0,0,13,,,,,,0,65,45,20,2,0,,GrifSh00
144,Devon Kennard,DET,28,LLB,16,15,,,0,,,1,0,2,13,1,7,58,45,13,9,15,,KennDe00
145,Montae Nicholson,WAS,24,FS,13,13,2,23,0,23,4,0,0,2,0,0,0,61,45,16,0,0,,NichMo00
146,Damarious Randall,CLE,27,SS,11,11,0,0,0,0,6,,,,,0,2.5,61,45,16,3,3,,RandDa00
147,Jalen Thompson,ARI,21,SS,15,9,1,18,0,18,3,0,0,1,24,0,0,57,45,12,0,1,,ThomJa04
148,Prince Amukamara,CHI,30,RCB,15,15,0,0,0,0,10,1,0,1,0,0,0,53,44,9,1,0,,AmukPr00
149,Minkah Fitzpatrick*+,2TM,23,DB/FS,16,16,5,130,1,96,9,2,0,3,79,1,0,69,44,25,1,1,,FitzMi00
150,Stephon Gilmore*+,NWE,29,RCB,16,16,6,126,2,64,20,0,0,1,0,0,0,53,44,9,0,0,,GilmSt00
151,Chris Harris Jr.,DEN,30,LCB,16,16,1,11,0,11,6,1,0,0,0,0,0,56,44,12,1,0,,HarrCh01
152,Ronnie Harrison,JAX,22,SS,14,14,2,66,0,35,9,0,0,1,0,0,2,71,44,27,2,1,,HarrRo02
153,Neville Hewitt,NYJ,26,RLB,12,12,2,13,0,9,5,,,,,0,3,75,44,31,6,8,,HewiNe00
154,Jalen Ramsey*,2TM,25,DB/RCB,12,11,1,13,0,13,5,2,0,0,0,0,0,50,44,6,0,0,,RamsJa00
155,Daniel Sorensen,KAN,29,DB,16,3,2,6,0,6,4,,,,,0,0,57,44,13,1,2,,SoreDa01
156,Johnathan Joseph,HOU,35,LCB,14,11,1,0,0,0,13,,,,,0,0,51,43,8,0,0,,JoseJo20
157,Matt Judon*,BAL,27,ROLB,16,16,,,0,,,4,0,0,0,0,9.5,54,43,11,14,33,,JudoMa00
158,Harold Landry,TEN,23,ROLB,16,16,1,0,0,0,1,1,0,2,0,0,9,68,43,25,12,14,,LandHa00
159,Haason Reddick,ARI,25,LILB,16,5,0,0,0,0,6,0,0,1,3,0,1,76,43,33,6,4,,ReddHa00
160,Sheldon Richardson,CLE,29,RDT,16,15,0,0,0,0,4,3,0,0,0,0,3,62,43,19,4,6,,RichSh00
161,Leighton Vander Esch,DAL,23,RLB,9,9,0,0,0,0,3,1,0,0,0,0,0.5,72,43,29,1,1,,VandLe00
162,Tre Herndon,JAX,23,LCB,16,14,3,0,0,0,13,,,,,0,0,55,42,13,1,0,,HernTr00
163,Matthew Ioannidis,WAS,25,RDE,16,15,0,0,0,0,1,,,,,,8.5,64,42,22,11,16,,IoanMa01
164,Myles Jack,JAX,24,MLB,11,11,1,14,0,14,4,,,,,0,0.5,66,42,24,3,2,,JackMy00
165,Chandler Jones*+,ARI,29,LOLB,16,16,0,0,0,0,5,8,0,3,0,0,19,53,42,11,11,26,,JoneCh03
166,Emmanuel Moseley,SFO,23,RCB,16,9,1,3,0,3,8,,,,,0,0,50,42,8,2,1,,MoseEm00
167,Trayvon Mullen,OAK,22,RCB,16,10,1,0,0,0,10,,,,,0,0,50,42,8,0,0,,MullTr00
168,Darnell Savage Jr.,GNB,22,FS,14,14,2,37,0,28,5,2,0,0,0,0,0,55,42,13,1,1,,SavaDa00
169,Juan Thornhill,KAN,24,FS,16,16,3,46,1,46,5,,,,,0,0,58,42,16,0,0,,ThorJu00
170,Andrew Adams,TAM,27,SS,14,11,1,21,0,21,3,1,0,0,0,0,0,46,41,5,3,0,,AdamAn00
171,Brandon Carr,BAL,33,RCB/FS,16,16,0,0,0,0,6,,,,,0,2,49,41,8,4,7,,CarrBr99
172,Jeff Heath,DAL,28,SS,13,13,0,0,0,0,7,,,,,,0,63,41,22,3,2,,HeatJe00
173,Lamarcus Joyner,OAK,29,DB,14,10,0,0,0,0,3,,,,,,0,49,41,8,3,0,,JoynLa00
174,Nik Needham,MIA,23,RCB,12,11,2,23,0,23,11,1,0,0,0,0,1,54,41,13,1,3,,NeedNi00
175,Za'Darius Smith*,GNB,27,ROLB,16,16,,,0,,,1,0,0,0,0,13.5,55,41,14,17,37,,SmitZa00
176,Kyle Van Noy,NWE,28,RLB,15,15,0,0,0,0,3,3,0,2,22,1,6.5,56,41,15,7,15,,VanNKy00
177,Joe Walker,ARI,27,LILB,16,11,,,0,,,1,,,,,0,65,41,24,5,1,,WalkJo01
178,T.J. Carrie,CLE,29,LCB,16,6,1,0,0,0,4,1,0,1,4,0,1,52,40,12,4,2,,CarrTr00
179,Dante Fowler,LAR,25,LOLB,16,14,0,0,0,0,6,2,0,1,26,1,11.5,58,40,18,16,16,,FowlDa00
180,Clayton Geathers,IND,27,SS,15,10,1,0,0,0,1,,,,,0,0,54,40,14,1,0,,GeatCl00
181,Desmond King,LAC,25,DB,15,8,0,0,0,0,2,1,4,2,13,0,2.5,51,40,11,4,4,,KingDe01
182,Khalil Mack*,CHI,28,LOLB,16,16,0,0,0,0,4,5,0,1,0,0,8.5,47,40,7,8,14,,MackKh00
183,Marcus Peters*+,2TM,26,DB/LCB,16,15,5,210,3,89,14,0,0,1,0,0,0,53,40,13,1,0,,PeteMa00
184,Marcus Williams,NOR,23,FS,15,15,4,56,1,55,13,1,0,1,0,0,0,55,40,15,0,0,,WillMa06
185,Carlos Dunlap,CIN,30,LDE,14,14,0,0,0,0,8,2,0,0,0,0,9,63,39,24,13,21,,DunlCa99
186,Mike Hughes,MIN,22,DB,14,3,1,0,0,0,9,2,3,2,0,0,0,45,39,6,1,0,,HughMi00
187,Melvin Ingram*,LAC,30,RDE,13,13,1,9,0,9,5,0,0,1,2,0,7,48,39,9,11,12,,IngrMe00
188,Adoree' Jackson,TEN,24,RCB,11,10,0,0,0,0,6,0,1,0,0,0,0,45,39,6,3,0,,JackAd00
189,Taron Johnson,BUF,23,DB,12,7,0,0,0,0,5,1,0,0,0,0,1,50,39,11,2,1,,JohnTa01
190,Jamal Perry,MIA,25,DB,14,6,1,0,0,0,6,,,,,0,0,58,39,19,2,0,,WiltJo01
191,Buster Skrine,CHI,30,DB,16,4,0,0,0,0,5,2,,,,,0,48,39,9,1,2,,SkriBu00
192,Patrick Chung,NWE,32,SS,13,12,0,0,0,0,3,,,,,,0,51,38,13,1,0,,ChunPa99
193,Jarrad Davis,DET,25,MLB,11,11,0,0,0,0,1,3,0,1,0,0,2,63,38,25,4,5,,DaviJa01
194,Pierre Desir,IND,29,RCB,12,11,3,0,0,0,11,,,,,0,0,50,38,12,1,0,,DesiPi00
195,C.J. Gardner-Johnson,NOR,22,DB,16,7,1,28,0,28,8,1,0,1,37,0,0,49,38,11,6,4,,GardCh00
196,Grady Jarrett*,ATL,26,LDT,16,16,,,0,,,2,0,0,0,0,7.5,69,38,31,12,16,,JarrGr00
197,Jonathan Jones,NWE,26,DB,15,9,0,0,0,0,8,2,,,,,0,53,38,15,0,0,,JoneJo03
198,Karl Joseph,OAK,26,SS,9,9,1,0,0,0,3,0,0,1,0,0,0,49,38,11,4,2,,JoseKa00
199,Jourdan Lewis,DAL,24,DB,16,5,2,20,0,20,6,0,0,1,63,1,4,51,38,13,4,4,,LewiJo01
200,Avonte Maddox,PHI,23,LCB,12,6,0,8,0,8,10,1,0,0,0,0,1,47,38,9,2,2,,MaddAv00
201,Denzel Ward,CLE,22,LCB,12,12,2,61,1,61,11,0,0,1,0,0,0,44,38,6,1,1,,WardDe02
202,Bashaud Breeland,KAN,27,LCB,16,15,2,4,0,4,8,0,0,2,114,1,0,48,37,11,1,1,,BreeBa00
203,Calais Campbell*,JAX,33,RDE,16,16,0,0,0,0,1,2,0,1,8,1,6.5,56,37,19,10,25,,CampCa99
204,Maurice Canady,2TM,25,DB,13,3,1,3,0,3,5,1,0,0,0,0,0,46,37,9,1,0,,CanaMa00
205,Tashaun Gipson,HOU,29,SS,14,14,3,105,1,79,8,,,,,0,0,51,37,14,2,3,,GipsTa00
206,Markus Golden,NYG,28,LOLB,16,16,,,0,,,0,0,1,42,1,10,72,37,35,13,27,,GoldMa00
207,Shaun Dion Hamilton,WAS,24,LB,16,0,1,0,0,0,2,1,0,1,0,0,1,49,37,12,5,2,,DionSh00
208,Byron Jones,DAL,27,RCB,15,14,0,0,0,0,6,1,,,,,0,46,37,9,0,0,,JoneBy00
209,Cameron Jordan*,NOR,30,LDE,16,16,0,0,0,0,3,0,0,1,0,0,15.5,53,37,16,15,25,,JordCa00
210,Sean Murphy-Bunting,TAM,22,RCB,16,10,3,88,1,70,8,1,0,0,0,0,1,44,37,7,1,0,,BuntSe00
211,Jahlani Tavai,DET,23,MLB,15,6,1,2,0,2,2,1,0,0,0,0,2,58,37,21,5,3,,TavaJa00
212,Greedy Williams,CLE,22,RCB,12,12,0,0,0,0,2,,,,,,0,47,37,10,2,0,,WillGr00
213,Gareon Conley,2TM,24,RCB,14,12,1,3,0,3,13,,,,,0,0,50,36,14,0,0,,ConlGa00
214,Maxx Crosby,OAK,22,RDE,16,10,0,0,0,0,4,4,0,0,0,0,10,47,36,11,16,14,,CrosMa00
215,Grant Haley,NYG,23,DB,15,3,,,0,,,,,,,0,1,43,36,7,4,1,,HaleGr00
216,Yannick Ngakoue,JAX,24,LDE,15,15,1,23,1,23,6,4,0,1,-2,0,8,41,36,5,13,15,,NgakYa00
217,Foyesade Oluokun,ATL,24,LB,16,3,,,0,,,1,,,,,0,62,36,26,2,0,,OluoFo00
