Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
219,Carlton Davis,TAM,22,LCB,13,12,0,0,0,0,4,1,0,1,0,0,0,40,36,4,1,0,,DaviCa02
220,Erik Harris,OAK,28,DB,16,4,2,22,0,21,7,,,,,0,0,49,36,13,2,1,,HarrEr00
221,Linval Joseph,MIN,30,RDT,15,15,,,0,,,1,0,1,64,1,1,58,36,22,4,4,,JoseLi99
222,Marquel Lee,OAK,23,MLB,16,10,0,0,0,0,3,,,,,,0,68,36,32,3,3,,LeexMa01
223,Jalen Mills,PHI,24,LCB,8,8,0,0,0,0,9,,,,,,0,42,36,6,1,0,,MillJa02
224,Ndamukong Suh,LAR,31,LDT,16,16,0,0,0,0,4,0,0,2,0,0,4.5,59,36,23,4,19,,SuhxNd99
225,Jonathan Allen,WAS,23,LDE,16,16,,,0,,,,,,,0,8,61,35,26,11,15,,AlleJo01
226,Quinton Dunbar,WAS,26,LCB,7,6,2,21,0,24,9,,,,,0,0,39,35,4,0,0,,DunbQu00
227,Myles Garrett*,CLE,23,LDE,16,16,0,0,0,0,3,3,0,0,0,0,13.5,44,35,9,12,29,,GarrMy00
228,Trumaine Johnson,NYJ,28,LCB,10,10,4,38,1,31,5,1,1,1,25,0,0,40,35,5,1,0,,JohnTr05
229,Chris Jones,KAN,24,RDE,16,11,1,20,1,20,5,2,0,0,0,0,15.5,40,35,5,19,29,,JoneCh09
230,Cameron Jordan*,NOR,29,LDE,16,16,0,0,0,0,6,1,0,1,0,0,12,49,35,14,18,21,,JordCa00
231,Dre Kirkpatrick,CIN,29,LCB,13,13,0,0,0,0,9,,,,,0,0,41,35,6,2,0,,KirkDr00
232,Daron Payne,WAS,21,NT,16,16,0,0,0,0,3,1,0,1,9,0,5,56,35,21,6,8,,PaynDa00
233,Tavon Young,BAL,24,DB,15,6,1,0,0,0,5,0,0,2,74,2,2,37,35,2,5,2,,YounTa01
234,Kwon Alexander,TAM,24,MLB,6,6,0,0,0,0,2,2,0,0,0,0,1,45,34,11,6,2,,AlexKw00
235,Antone Exum,SFO,27,FS,15,7,1,32,1,32,7,1,0,0,0,0,1,40,34,6,2,2,,ExumAn00
236,Leonard Floyd,CHI,26,ROLB,16,16,1,19,1,19,4,0,0,1,0,0,4,47,34,13,9,11,,FloyLe00
237,Anthony Harris,MIN,27,SS,15,9,3,33,0,33,6,,,,,0,0,46,34,12,0,1,,HarrAn01
238,William Jackson III,CIN,26,RCB,16,16,0,0,0,0,13,,,,,,0,41,34,7,2,0,,JackWi02
239,Taron Johnson,BUF,22,DB,11,2,1,0,0,0,3,1,0,0,0,0,1,42,34,8,1,1,,JohnTa01
240,Deion Jones,ATL,24,LLB/MLB,6,6,2,61,1,41,6,1,0,0,0,0,1,53,34,19,1,0,,JoneDe01
241,Karl Joseph,OAK,25,FS,13,8,1,5,0,5,2,,,,,0,2,48,34,14,2,2,,JoseKa00
242,Terrance Mitchell,CLE,26,RCB,8,7,1,0,0,0,6,2,0,1,0,0,0,38,34,4,0,0,,MitcTe00
243,Jarran Reed,SEA,26,LDT,16,16,,,0,,,0,0,2,2,0,10.5,50,34,16,12,24,,ReedJa02
244,A'Shawn Robinson,DET,23,LDT,13,7,,,0,,,1,0,1,0,0,1,49,34,15,3,4,,RobiAS00
245,Jimmy Smith,BAL,30,RCB,12,10,2,4,0,4,9,,,,,0,0,45,34,11,1,0,,SmitJi03
246,Trae Waynes,MIN,26,LCB,14,14,1,24,0,24,8,,,,,0,0,44,34,10,0,0,,WaynTr00
247,Arik Armstead,SFO,25,RDE,16,16,,,0,,,,,,,0,3,48,33,15,6,12,,ArmsAr01
248,Michael Brockers,LAR,28,LDE,16,16,,,0,,,,,,,0,1,54,33,21,4,4,,BrocMi00
249,Frank Clark,SEA,25,RDE,16,16,1,26,0,26,2,3,0,2,0,0,13,41,33,8,10,27,,ClarFr01
250,Fletcher Cox*+,PHI,28,RDT,16,16,0,0,0,0,1,1,0,1,3,0,10.5,46,33,13,12,34,,CoxxFl00
251,Rashaan Evans,TEN,23,RILB,15,7,0,0,0,0,1,,,,,,0,53,33,20,2,1,,EvanRa01
252,Kamu Grugier-Hill,PHI,24,LLB,16,10,1,24,0,24,2,1,0,0,0,0,1,45,33,12,5,1,,GrugKa00
253,Derrick Kindred,CLE,25,DB,16,2,1,-2,0,-2,1,1,0,0,0,0,0,45,33,12,0,0,,KindDe00
254,Larry Ogunjobi,CLE,24,LDT,16,16,,,0,,,1,0,0,0,0,5.5,52,33,19,10,15,,OgunLa00
255,Corey Peters,ARI,30,LDT,15,15,,,0,,,0,0,1,0,0,2.5,50,33,17,9,4,,PeteCo00
256,Marcus Peters,LAR,25,LCB,16,16,3,107,1,50,8,,,,,0,0,43,33,10,0,1,,PeteMa00
257,Austin Calitro,SEA,24,RLB,16,5,0,0,0,0,1,,,,,0,0.5,45,32,13,3,1,,CaliAu00
258,Barry Church,JAX,30,SS,11,11,1,11,0,11,2,,,,,0,1,38,32,6,3,2,,ChurBa99
259,Trey Flowers,NWE,25,LDE,15,15,0,0,0,0,2,3,0,0,0,0,7.5,57,32,25,9,20,,FlowTr00
260,Rodney Gunter,ARI,26,RDT,16,10,0,0,0,0,1,2,0,0,0,0,4.5,44,32,12,11,9,,GuntRo00
261,Javon Hargrave,PIT,25,NT,16,14,0,0,0,0,1,,,,,0,6.5,49,32,17,6,8,,HargJa00
262,Duron Harmon,NWE,27,DB,16,6,4,0,0,0,4,0,0,1,4,0,0,38,32,6,0,1,,HarmDu00
263,B.J. Hill,NYG,23,LDE,16,12,0,0,0,0,2,,,,,0,5.5,48,32,16,6,8,,HillB.00
264,Jaquiski Tartt,SFO,26,SS,8,8,1,23,0,23,2,,,,,0,0,42,32,10,4,0,,TartJa00
265,Carlos Dunlap,CIN,29,LDE,16,16,0,0,0,0,8,2,0,1,0,0,8,47,31,16,8,21,,DunlCa99
266,Phillip Gaines,2TM,27,DB/RCB,11,6,0,0,0,0,2,,,,,,0,39,31,8,1,0,,GainPh00
267,Davon Godchaux,MIA,24,LDT,16,16,,,0,,,,,,,0,1,48,31,17,6,4,,GodcDa00
268,Brandon Graham,PHI,30,RDE,16,16,0,0,0,0,2,1,0,1,0,0,4,39,31,8,9,11,,GrahBr99
269,Marlon Humphrey,BAL,22,RCB,14,8,2,0,0,0,15,1,0,0,0,0,0,37,31,6,3,0,,HumpMa00
270,Dean Lowry,GNB,24,LDE,16,8,0,0,0,0,3,1,0,1,0,0,3,44,31,13,5,5,,LowrDe00
271,Benson Mayowa,ARI,27,DE,15,4,0,0,0,0,4,1,0,1,0,0,4,38,31,7,11,11,,MayoBe00
272,Sharrod Neasman,ATL,27,DB,12,0,0,0,0,0,4,,,,,,0,44,31,13,2,0,,NeasSh00
273,Elandon Roberts,NWE,24,RLB,16,11,0,0,0,0,4,,,,,0,1,65,31,34,6,2,,RobeEl00
274,Ryan Smith,TAM,25,LCB,16,6,1,0,0,0,6,1,0,1,3,0,0,38,31,7,1,0,,SmitRy00
275,M.J. Stewart,TAM,23,DB,11,5,0,0,0,0,3,,,,,,0,33,31,2,2,2,,StewM.00
276,Greg Stroman,WAS,22,DB,15,3,1,23,0,23,4,1,1,1,0,0,0,38,31,7,0,1,,StroGr00
277,Eric Wilson,MIN,24,LB,16,4,,,0,,,,,,,0,2,42,31,11,4,5,,WilsEr00
278,Derek Wolfe,DEN,28,LDE,16,16,1,2,0,2,6,0,0,1,0,0,1.5,43,31,12,3,6,,WolfDe00
279,Genard Avery,CLE,23,LLB,16,5,0,0,0,0,4,1,0,1,5,0,4.5,40,30,10,5,14,,AverGe00
280,Tony Brown,GNB,23,DB,11,3,0,0,0,0,5,2,,,,,0,34,30,4,1,0,,BrowTo01
281,Deone Bucannon,ARI,26,DB,13,6,,,0,,,1,0,1,4,0,1,38,30,8,1,2,,BucaDe00
282,Rafael Bush,BUF,31,DB,15,7,,,0,,,,,,,0,1.5,45,30,15,2,2,,BushRa00
283,Lorenzo Carter,NYG,23,LB,15,2,0,0,0,0,4,,,,,0,4,43,30,13,7,10,,CartLo01
284,Bud Dupree,PIT,25,ROLB,16,15,1,10,1,10,3,1,0,0,0,0,5.5,42,30,12,8,13,,DuprAl00
285,Holton Hill,MIN,21,DB,16,3,1,2,0,2,7,,,,,0,0,36,30,6,1,0,,HillHo00
286,Malik Hooker,IND,22,FS,14,14,2,34,0,27,4,0,0,1,0,0,0,44,30,14,0,0,,HookMa00
287,Jerry Hughes,BUF,30,RDE,16,16,0,0,0,0,1,3,0,0,0,0,7,37,30,7,13,18,,HughJe99
288,Devon Kennard,DET,27,LLB,15,15,,,0,,,0,0,1,0,0,7,46,30,16,9,14,,KennDe00
289,Ryan Kerrigan*,WAS,30,ROLB,16,16,0,0,0,0,1,3,0,1,0,0,13,43,30,13,11,19,,KerrRy00
290,Marcus Maye,NYJ,25,FS,6,6,1,104,0,104,2,1,0,0,0,0,0.5,34,30,4,0,0,,MayeMa00
291,Nicholas Morrow,OAK,23,LLB,16,5,0,0,0,0,3,1,0,0,0,0,1,43,30,13,5,3,,MorrNi00
292,Denzel Perryman,LAC,26,MLB,9,9,1,16,0,16,2,,,,,0,0,51,30,21,1,1,,PerrDe00
293,D.J. Reed,SFO,22,DB,15,2,,,0,,,1,2,0,0,0,1,41,30,11,3,1,,ReedD.00
294,Richard Sherman,SFO,30,LCB,14,14,0,0,0,0,4,0,0,1,0,0,1,37,30,7,3,1,,SherRi00
295,Preston Smith,WAS,26,LOLB,16,16,1,3,0,3,3,0,0,1,1,1,4,53,30,23,5,16,,SmitPr00
296,Tavon Wilson,DET,28,DB,15,3,,,0,,,,,,,0,1,36,30,6,2,1,,WilsTa00
297,Ahkello Witherspoon,SFO,23,RCB,14,12,0,0,0,0,4,0,0,1,0,0,0,37,30,7,0,0,,WithAh00
298,Daryl Worley,OAK,23,LCB,10,9,1,16,0,16,7,,,,,0,0,33,30,3,3,0,,WorlDa00
299,Andrew Adams,TAM,26,DB,13,4,4,34,0,16,9,,,,,0,0,38,29,9,0,1,,AdamAn00
300,Kyler Fackrell,GNB,27,ROLB,16,7,,,0,,,,,,,0,10.5,42,29,13,12,12,,FackKy00
301,Ben Gedeon,MIN,24,LLB,15,8,0,0,0,0,2,,,,,,0,53,29,24,0,0,,GedeBe00
302,Grant Haley,NYG,22,LOLB,10,9,0,0,0,0,2,,,,,,0,33,29,4,3,0,,HaleGr00
303,Cameron Heyward*,PIT,29,DT,16,16,0,0,0,0,3,1,0,1,0,0,8,51,29,22,10,18,,HeywCa01
304,Troy Hill,LAR,27,RCB,16,7,2,7,0,7,5,,,,,0,0,34,29,5,1,0,,HillTr01
305,Matt Judon,BAL,26,ROLB,16,8,0,0,0,0,3,1,0,0,0,0,7,44,29,15,10,20,,JudoMa00
306,Christian Kirksey,CLE,26,LLB,7,7,2,17,0,13,5,0,0,1,8,0,0,43,29,14,1,0,,KirkCh00
307,Clay Matthews,GNB,32,LOLB,16,16,,,0,,,1,0,0,0,0,3.5,43,29,14,7,12,,MattCl99
308,Von Miller*,DEN,29,ROLB,16,16,1,42,0,42,3,4,0,3,3,0,14.5,48,29,19,14,26,,MillVo00
309,Montae Nicholson,WAS,23,SS,14,7,0,0,0,0,1,,,,,,0,41,29,12,0,0,,NichMo00
310,Kawann Short*,CAR,29,LDT,14,14,0,0,0,0,1,1,0,0,0,0,3,42,29,13,12,7,,ShorKa00
311,Denico Autry,IND,28,RDT,12,11,0,0,0,0,1,2,0,1,0,0,9,37,28,9,13,11,,AutrDe00
312,Marqui Christian,LAR,24,DB,16,0,0,0,0,0,1,,,,,0,0,36,28,8,0,1,,ChriMa00
313,Ken Crawley,NOR,25,LCB,10,5,0,0,0,0,6,,,,,,0,31,28,3,1,0,,CrawKe02
314,Justin Houston,KAN,29,ROLB,12,12,1,4,0,4,1,5,0,3,0,0,9,37,28,9,8,12,,HousJu00
315,Melvin Ingram*,LAC,29,RDE,16,16,1,8,0,8,3,1,1,2,4,0,7,43,28,15,8,16,,IngrMe00
316,Avonte Maddox,PHI,22,RCB/SS,13,9,2,23,0,23,4,1,0,0,0,0,0.5,35,28,7,1,1,,MaddAv00
317,Romeo Okwara,DET,23,LDE,15,14,0,0,0,0,1,1,0,0,0,0,7.5,39,28,11,8,14,,OkwaRo01
318,Dalvin Tomlinson,NYG,24,RDE/NT,16,16,,,0,,,,,,,,0,59,28,31,5,0,,TomlDa00
319,Damien Wilson,DAL,25,LLB,16,7,,,0,,,1,0,0,0,0,1,37,28,9,2,2,,WilsDa02
320,Allen Bailey,KAN,29,LDE,16,13,,,0,,,2,0,4,2,1,6,38,27,11,5,10,,BailAl00
321,Preston Brown,CIN,26,MLB,7,7,2,20,0,18,4,,,,,0,0,42,27,15,0,0,,BrowPr00
322,Reggie Gilbert,GNB,25,DE,16,0,0,0,0,0,2,0,0,1,0,0,2.5,38,27,11,4,8,,GilbRe01
323,Eddie Goldman,CHI,24,NT,16,16,,,0,,,0,0,1,0,0,3,40,27,13,5,3,1,GoldEd00
324,Sam Hubbard,CIN,23,DE,16,0,0,0,0,0,2,1,0,1,19,1,6,39,27,12,7,9,,HubbSa00
325,Grady Jarrett,ATL,25,RDT,14,14,,,0,,,3,0,0,0,0,6,52,27,25,8,16,,JarrGr00
326,Jayron Kearse,MIN,24,DB,16,1,0,0,0,0,2,,,,,0,0.5,32,27,5,1,1,,KearJa00
327,Cassius Marsh,SFO,26,DE,16,3,,,0,,,0,0,1,0,0,5.5,38,27,11,7,14,,MarsCa00
328,Antonio Morrison,GNB,24,RILB,16,8,,,0,,,,,,,0,1,48,27,21,5,2,,MorrAn01
329,Jordan Richards,ATL,25,FS,15,12,0,0,0,0,3,,,,,,0,39,27,12,0,0,,RichJo00
330,Stephon Tuitt,PIT,25,RDE,14,14,0,0,0,0,4,,,,,0,5.5,45,27,18,7,20,,TuitSt00
331,Leonard Williams,NYJ,24,LDE,16,16,0,0,0,0,2,,,,,0,5,42,27,15,11,20,,WillLe02
332,Tae Davis,NYG,22,LB,14,4,0,0,0,0,1,,,,,0,2,33,26,7,2,4,,DaviTa00
333,Neville Hewitt,NYJ,25,LB,16,4,,,0,,,,,,,0,1.5,39,26,13,1,4,,HewiNe00
334,Maurice Hurst Jr.,OAK,23,LDT,13,10,0,0,0,0,3,1,0,0,0,0,4,31,26,5,3,3,,HursMa00
335,Sheldon Rankins,NOR,24,LDT,16,16,0,0,0,0,1,1,0,0,0,0,8,40,26,14,12,15,,RankSh00
336,Sheldon Richardson,MIN,28,LDT,16,16,,,0,,,,,,,0,4.5,49,26,23,6,16,,RichSh00
337,Za'Darius Smith,BAL,26,ROLB,16,8,0,0,0,0,2,1,0,0,0,0,8.5,45,26,19,10,25,,SmitZa00
338,Charvarius Ward,KAN,22,DB,13,2,0,0,0,0,3,,,,,,0,30,26,4,0,0,,WardCh01
339,Ramik Wilson,LAR,26,LB,16,4,0,0,0,0,2,1,0,1,0,0,0,35,26,9,3,0,,WilsRa00
340,Michael Bennett,PHI,33,LDE,16,10,0,0,0,0,1,2,0,0,0,0,9,34,25,9,15,30,,BennMi99
341,Samson Ebukam,LAR,23,LOLB,16,14,1,25,1,25,1,3,0,2,11,1,3,40,25,15,6,6,,EbukSa00
342,Reuben Foster,SFO,24,RLB,6,6,0,0,0,0,1,,,,,,0,29,25,4,3,2,,FostRe00
343,Markus Golden,ARI,27,LDE,11,11,0,0,0,0,2,,,,,0,2.5,30,25,5,5,6,,GoldMa00
344,Adam Gotsis,DEN,26,RDE,16,12,0,0,0,0,6,2,0,1,0,0,3,38,25,13,4,7,,GotsAd00
345,Lawrence Guy,NWE,28,LDT,16,15,,,0,,,1,0,0,0,0,1,59,25,34,1,11,,GuyxLa00
346,Nate Hairston,IND,24,RCB,13,7,0,0,0,0,1,,,,,,0,30,25,5,0,0,,HairNa00
347,Xavien Howard*,MIA,25,LCB,12,12,7,52,0,39,12,0,0,1,0,0,0,35,25,10,1,0,,HowaXa00
348,Malik Jackson,JAX,28,RDT,16,10,0,0,0,0,1,,,,,0,3.5,32,25,7,7,12,,JackMa02
349,Reggie Nelson,OAK,35,FS,11,7,2,0,0,0,2,,,,,0,0,29,25,4,0,0,,NelsRe99
350,Yannick Ngakoue,JAX,23,LDE,16,16,0,0,0,0,1,,,,,0,9.5,28,25,3,13,33,,NgakYa00
351,Alex Okafor,NOR,27,RDE,16,16,0,0,0,0,1,0,0,1,0,0,4,36,25,11,5,9,,OkafAl00
352,Will Parks,DEN,24,DB,16,3,1,11,0,11,4,1,0,0,0,0,0,41,25,16,0,2,,ParkWi01
353,Robert Quinn,MIA,28,RDE,16,16,,,0,,,2,0,0,0,0,6.5,38,25,13,9,15,,QuinRo00
354,Nickell Robey-Coleman,LAR,26,DB,16,1,1,0,0,0,4,,,,,0,0,37,25,12,3,0,,RobeNi00
355,Terrell Suggs,BAL,36,LOLB,16,16,0,0,0,0,6,1,0,1,43,1,7,34,25,9,13,15,,SuggTe99
356,Xavier Williams,KAN,26,DT,16,4,,,0,,,1,0,0,0,0,2.5,47,25,22,2,4,,WillXa00
357,Shareece Wright,HOU,31,DB,12,5,0,0,0,0,5,,,,,,0,32,25,7,3,0,,WrigSh00
358,Geno Atkins*,CIN,30,RDT,16,16,,,0,,,,,,,0,10,45,24,21,13,19,,AtkiGe99
359,Ronald Blair,SFO,25,DE,16,0,,,0,,,,,,,0,5.5,36,24,12,10,14,,BlaiRo00
360,Gareon Conley,OAK,23,RCB,15,14,3,64,1,36,15,,,,,0,0,37,24,13,0,0,,ConlGa00
361,Brandon Copeland,NYJ,27,LOLB,16,10,0,0,0,0,2,,,,,0,5,35,24,11,8,14,,CopeBr00
362,Mike Ford,DET,23,DB,7,4,0,0,0,0,1,,,,,,0,25,24,1,1,0,,FordMi01
363,Marcell Harris,SFO,24,SS,8,5,,,0,,,,,,,,0,34,24,10,4,0,,HarrMa03
364,Ronnie Harrison,JAX,21,DB,14,8,1,14,0,14,3,,,,,0,1,32,24,8,3,1,,HarrRo02
365,Dont'a Hightower,NWE,28,LLB,15,15,1,27,0,27,1,0,0,1,0,0,1,48,24,24,3,6,,HighDo01
366,Jordan Jenkins,NYJ,24,ROLB,16,11,,,0,,,2,0,2,0,0,7,35,24,11,6,15,,JenkJo01
367,Harold Landry,TEN,22,LB,15,3,0,0,0,0,2,1,0,0,0,0,4.5,44,24,20,5,14,,LandHa00
368,Sherrick McManis,CHI,31,DB,15,0,1,0,0,0,4,,,,,0,1,26,24,2,2,3,,McMaSh99
369,Emmanuel Ogbah,CLE,25,RDE,14,14,0,0,0,0,8,0,0,1,0,0,3,40,24,16,3,8,,OgbaEm00
370,Teez Tabor,DET,23,DB,12,4,,,0,,,,,,,,0,28,24,4,0,0,,TaboTe00
371,Solomon Thomas,SFO,23,LDE,16,13,,,0,,,,,,,0,1,31,24,7,3,6,,ThomSo00
372,Levi Wallace,BUF,23,RCB,7,7,0,0,0,0,3,,,,,,0,37,24,13,1,1,,WallLe00
373,Kerry Wynn,NYG,27,DE,14,5,0,0,0,0,2,2,0,0,0,0,1.5,39,24,15,3,2,,WynnKe00
374,Matthew Adams,IND,23,DB,16,5,,,0,,,0,0,1,0,0,0,33,23,10,5,2,,AdamMa00
375,Marcell Dareus,JAX,28,LDT/RDT,15,15,0,0,0,0,1,1,0,0,0,0,1,32,23,9,2,2,1,DareMa00
376,Clayton Fejedelem,CIN,25,DB,16,1,,,0,,,1,1,2,72,1,0,35,23,12,0,1,,FejeCl00
377,Dante Fowler,2TM,24,DE/ROLB,15,6,0,0,0,0,1,2,0,2,0,0,4,30,23,7,5,6,,FowlDa00
378,Shelby Harris,DEN,27,DE,16,0,1,0,0,0,4,,,,,0,1.5,39,23,16,8,7,,HarrSh00
379,Matthew Ioannidis,WAS,24,RDE/NT,14,9,,,0,,,1,0,1,0,0,7.5,31,23,8,6,11,,IoanMa01
380,Anthony Levine,BAL,31,DB,16,0,1,16,0,16,8,,,,,0,1,28,23,5,1,2,,LeviAn00
381,Doug Middleton,NYJ,25,DB,7,4,0,0,0,0,3,,,,,,0,27,23,4,0,0,,MiddDo01
382,David Onyemata,NOR,26,DT,16,4,0,0,0,0,1,1,0,0,0,0,4.5,35,23,12,4,6,,OnyeDa00
383,D.J. Reader,HOU,24,RDE,16,16,,,0,,,,,,,0,2,33,23,10,5,3,,ReadD.00
384,Frostee Rucker,OAK,35,LDE,15,15,0,0,0,0,2,,,,,,0,37,23,14,2,4,,RuckFr99
385,Akeem Spence,MIA,27,RDT,16,16,,,0,,,0,0,1,0,0,2,42,23,19,6,9,,SpenAk00
386,Olivier Vernon*,NYG,28,ROLB,11,11,0,0,0,0,1,1,0,1,43,0,7,30,23,7,5,21,,VernOl00
387,Stephen Weatherly,MIN,24,RDE,16,6,0,0,0,0,1,1,0,0,0,0,3,35,23,12,6,8,,WeatSt00
388,Henry Anderson,NYJ,27,DE,16,3,0,0,0,0,4,,,,,0,7,35,22,13,7,16,,AndeHe00
389,Shaquil Barrett,DEN,26,LB,13,0,0,0,0,0,1,,,,,0,3,28,22,6,6,7,,BarrSh00
390,Andrew Billings,CIN,23,LDT,16,16,,,0,,,,,,,0,2.5,32,22,10,8,7,,BillAn00
391,Kurt Coleman,NOR,30,SS,16,9,,,0,,,1,,,,,0,32,22,10,1,0,,ColeKu99
392,Aaron Colvin,HOU,27,DB,10,2,0,0,0,0,1,0,0,2,0,0,0,29,22,7,0,0,,ColvAa00
393,Javien Elliott,TAM,25,DB,15,5,1,50,0,50,1,,,,,0,0,24,22,2,3,1,,ElliJa01
394,Everson Griffen,MIN,31,RDE,11,10,0,0,0,0,1,,,,,0,5.5,33,22,11,5,13,,GrifEv99
395,Leon Hall,OAK,34,DB,10,4,0,0,0,0,3,,,,,,0,25,22,3,0,1,,HallLe98
396,Da'Shawn Hand,DET,23,RDE,13,8,,,0,,,2,0,1,0,0,3,27,22,5,4,2,,HandDa00
397,Margus Hunt,IND,31,RDE/LDT,15,15,0,0,0,0,2,1,0,1,0,0,5,30,22,8,13,6,,HuntMa00
398,J.C. Jackson,NWE,23,DB,13,5,3,9,0,9,6,,,,,0,0,24,22,2,1,0,,JackJ.00
399,Cre'von LeBlanc,2TM,24,DB,11,4,0,0,0,0,1,,,,,,0,27,22,5,1,0,,LeBlCr01
400,Jordan Lucas,KAN,25,DB,16,4,1,49,0,49,2,,,,,0,1,32,22,10,1,2,,LucaJo00
401,Brandon Marshall,DEN,29,RILB,11,7,0,0,0,0,1,,,,,,0,42,22,20,0,0,,MarsBr01
402,Kareem Martin,NYG,26,LOLB,16,7,0,0,0,0,2,,,,,0,1.5,48,22,26,5,10,,MartKa00
403,Torry McTyer,MIA,23,DB,15,4,0,0,0,0,3,,,,,,0,30,22,8,0,0,,McTyTo00
404,Brandon Mebane,LAC,33,RDT,12,12,0,0,0,0,1,1,0,0,0,0,1,40,22,18,3,3,,MebaBr99
405,Whitney Mercilus,HOU,28,LOLB,16,9,,,0,,,2,0,0,0,0,4,39,22,17,5,14,,MercWh00
406,Mike Mitchell,IND,31,DB,8,4,1,47,0,47,1,2,0,0,0,0,0,28,22,6,0,0,,MitcMi99
407,Carl Nassib,TAM,25,LDE,15,9,0,0,0,0,2,2,0,0,0,0,6.5,29,22,7,12,14,,NassCa00
408,Robert Nkemdiche,ARI,24,RDT,10,6,0,0,0,0,1,1,0,0,0,0,4.5,32,22,10,9,7,,NkemRo00
409,George Odum,IND,25,DB,16,2,1,14,0,14,2,,,,,0,0,37,22,15,1,0,,OdumGe00
410,Malcolm Smith,SFO,29,RLB,12,5,0,0,0,0,1,,,,,,0,35,22,13,3,3,,SmitMa02
411,Kyle Williams*,BUF,35,LDT,16,16,0,0,0,0,1,1,0,1,0,0,5,35,22,13,6,14,,WillKy20
412,Kyle Emanuel,LAC,27,RLB,16,7,,,0,,,0,0,1,18,1,1,30,21,9,4,2,,EmanKy00
413,Johnathan Hankins,OAK,26,RDT,15,14,,,0,,,0,0,2,0,0,0,36,21,15,4,2,,HankJo00
414,Abry Jones,JAX,27,LDT/RDT,15,6,0,0,0,0,2,,,,,0,1,29,21,8,5,2,,JoneAb00
415,Sidney Jones,PHI,22,DB,9,4,0,0,0,0,2,,,,,,0,25,21,4,2,0,,JoneSi00
416,Arden Key,OAK,22,RDE,16,10,,,0,,,,,,,0,1,30,21,9,4,11,,KeyxAr00
417,Steve McLendon,NYJ,32,NT,16,14,0,0,0,0,1,,,,,,0,34,21,13,4,1,,McLeSt00
418,Dorian O'Daniel,KAN,24,LB,16,1,0,0,0,0,1,0,0,1,0,0,0,34,21,13,2,1,,ODanDo00
419,Andrew Sendejo,MIN,31,SS,5,5,0,0,0,0,1,,,,,,0,27,21,6,0,0,,SendAn00
420,Vita Vea,TAM,23,RDT,13,8,,,0,,,,,,,0,3,28,21,7,4,4,,VeaxVi00
421,Cameron Wake,MIA,36,LDE,14,14,0,0,0,0,1,1,0,0,0,0,6,36,21,15,5,17,,WakeCa00
422,Brandon Williams*,BAL,29,LDE,16,16,0,0,0,0,1,,,,,0,1,34,21,13,3,1,,WillBr02
423,Eddie Yarbrough,BUF,25,DE,15,0,,,0,,,,,,,,0,29,21,8,4,1,,YarbEd01
424,Mario Addison,CAR,31,LDE,16,16,,,0,,,2,0,0,0,0,9,35,20,15,11,12,,AddiMa00
425,Sharif Finch,TEN,23,LB,15,0,,,0,,,2,0,1,0,0,1.5,27,20,7,3,2,,FincSh00
426,DaQuan Jones,TEN,27,LDE,16,16,0,0,0,0,1,,,,,,0,34,20,14,4,5,,JoneDa04
427,Kendrick Lewis,TEN,30,DB,13,3,0,0,0,0,1,,,,,,0,27,20,7,1,0,,LewiKe00
428,Tarvarius Moore,SFO,22,DB,16,2,0,0,0,0,2,1,,,,,0,23,20,3,0,0,,MoorTa00
429,Bilal Nichols,CHI,22,RDE,14,6,,,0,,,2,0,1,0,0,3,28,20,8,5,7,,NichBi00
430,Isaiah Oliver,ATL,22,DB,14,2,1,0,0,0,7,,,,,0,0,23,20,3,0,0,,OlivIs00
431,Domata Peko,DEN,34,NT,16,16,0,0,0,0,2,,,,,0,0.5,31,20,11,2,3,,PekoDo20
432,Harrison Phillips,BUF,22,DT,16,0,,,0,,,0,0,1,0,0,0,35,20,15,4,2,,PhilHa00
433,Michael Pierce,BAL,26,DT,14,2,0,0,0,0,1,0,0,1,0,0,0,32,20,12,4,2,,PierMi00
434,Cameron Sutton,PIT,23,DB,15,1,1,0,0,0,3,1,0,0,0,0,0,22,20,2,0,2,,SuttCa00
435,Quincy Wilson,IND,22,DB,13,5,1,0,0,0,2,0,0,1,38,0,0,28,20,8,0,0,,WilsQu01
436,Tramaine Brock,DEN,30,RCB,12,5,0,0,0,0,6,,,,,,0,23,19,4,0,0,,BrocTr00
437,Malcom Brown,NWE,24,RDT,15,14,,,0,,,0,0,1,0,0,0,39,19,20,0,1,,BrowMa01
438,Jack Crawford,ATL,30,LDT,16,11,1,6,0,6,1,1,0,0,0,0,6,35,19,16,7,9,,CrawJa00
439,Randy Gregory,DAL,26,DE,14,1,,,0,,,2,0,1,2,0,6,25,19,6,7,15,,GregRa00
440,Shaun Dion Hamilton,WAS,23,LB,16,4,,,0,,,1,0,0,0,0,1.5,27,19,8,0,0,,DionSh00
441,Mike Hughes,MIN,21,DB,6,2,1,28,1,28,3,1,1,1,0,0,0,22,19,3,1,0,,HughMi00
442,Ricky Jean-Francois,DET,32,LDT,16,11,,,0,,,,,,,0,2,30,19,11,3,2,,JeanRi99
443,Tyler Lancaster,GNB,24,NT,12,5,,,0,,,,,,,,0,26,19,7,1,1,,LancTy00
