Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
158,Rodney McLeod,PHI,30,SS,13,13,1,29,14,48.30%,117,8.4,4,1,56.2,6.9,46,71,21,1,0,0,1,66,6,8.30%,McLeRo00
159,Steven Nelson,PIT,27,RCB,15,15,2,98,57,58.20%,732,12.8,7.5,7,97,11.4,414,318,0,0,0,0,0,48,4,7.70%,NelsSt01
160,Haason Reddick,ARI,26,LOLB,16,11,0,17,14,82.40%,190,13.6,11.2,1,132.8,3.8,45,145,140,16,5,12.5,34,63,4,6.00%,ReddHa00
161,Isaiah Simmons,ARI,22,LB,16,7,1,25,16,64.00%,142,8.9,5.7,3,102,6.6,39,103,44,2,1,2,5,54,5,8.50%,SimmIs00
162,T.J. Watt*+,PIT,26,LOLB,15,15,1,6,3,50.00%,15,5,2.5,1,56.2,7.8,15,0,91,19,26,15,61,53,6,10.20%,WattT.00
163,Quandre Diggs*,SEA,27,FS,16,16,5,27,18,66.70%,324,18,12,2,92.7,12.7,243,81,3,0,0,0,0,64,7,9.90%,DiggQu00
164,Jordan Fuller,LAR,22,SS,12,12,3,40,32,80.00%,370,11.6,9.3,3,99,8.3,209,161,0,0,0,0,0,60,8,11.80%,FullJo01
165,Mike Hilton,PIT,26,DB,12,6,3,45,29,64.40%,268,9.2,6,1,60.2,10.7,130,138,46,1,2,3,6,51,11,17.70%,HiltMi01
166,Brandon Jones,MIA,22,S,16,4,0,25,20,80.00%,151,7.6,6,1,105.2,3.6,35,116,41,3,0,1,4,62,7,10.10%,JoneBr06
167,Jayron Kearse,DET,26,SS,11,7,0,31,19,61.30%,149,7.8,4.8,1,83.9,5.8,83,66,21,3,1,0,4,59,4,6.30%,KearJa00
168,Jeff Okudah,DET,21,RCB,9,6,1,53,41,77.40%,594,14.5,11.2,2,118,9.8,399,195,0,0,0,0,0,47,5,9.60%,OkudJe00
169,Sione Takitaki,CLE,25,RLB,15,12,1,25,18,72.00%,181,10.1,7.2,0,75.6,2.9,43,138,21,0,1,1,2,67,4,5.60%,TakiSi00
170,Jaire Alexander*,GNB,23,LCB,15,15,1,80,41,51.30%,375,9.1,4.7,2,67.4,9.5,252,123,4,0,0,1,1,51,5,8.90%,AlexJa00
171,Xavien Howard*+,MIA,27,RCB,16,16,10,101,52,51.50%,719,13.8,7.1,4,48.3,12.8,452,267,2,1,0,0,1,51,6,10.50%,HowaXa00
172,Desmond King,2TM,26,DB/RCB,15,8,0,51,35,68.60%,291,8.3,5.7,3,102.7,6.3,146,145,33,2,0,2,4,55,4,6.80%,KingDe01
173,Jourdan Lewis,DAL,25,DB,15,13,0,79,50,63.30%,424,8.5,5.4,4,94.1,5.4,196,228,10,0,0,2,2,59,5,7.80%,LewiJo01
174,Byron Murphy,ARI,22,RCB,15,7,0,81,53,65.40%,538,10.2,6.6,2,92.5,9.6,296,242,34,1,1,2,4,51,8,13.60%,MurpBy00
175,Grover Stewart,IND,27,RDT,16,16,0,1,0,0.00%,0,,0,0,39.6,-4,0,0,0,5,3,0.5,9,53,5,8.60%,StewGr00
176,Kwon Alexander,2TM,26,LLB,12,12,0,37,22,59.50%,156,7.1,4.2,3,96.2,2.2,28,128,45,1,1,1,3,57,8,12.30%,AlexKw00
177,Pierre Desir,2TM,30,DB,12,8,3,53,41,77.40%,524,12.8,9.9,5,115.6,8.5,340,184,1,0,0,0,0,49,5,9.30%,DesiPi00
178,Bobby McCain,MIA,27,SS,16,15,1,16,10,62.50%,139,13.9,8.7,0,64.3,12.3,77,62,45,2,2,0,4,46,6,11.50%,McCaBo01
179,Robert Spillane,PIT,25,LILB,12,7,1,30,16,53.30%,135,8.4,4.5,0,51.4,5.1,61,74,30,4,1,2,7,45,6,11.80%,SpilRo00
180,Marcus Williams,NOR,24,FS,14,14,3,26,16,61.50%,246,15.4,9.5,5,92.8,14,169,77,2,0,0,0,0,59,3,4.80%,WillMa06
181,Kendall Fuller,WAS,25,LCB/RCB,14,14,4,85,52,61.20%,553,10.6,6.5,6,84.1,9.2,339,214,3,0,0,0,0,50,9,15.30%,FullKe00
182,William Jackson III,CIN,28,RCB,14,14,1,74,38,51.40%,549,14.4,7.4,4,88.2,12.9,358,191,0,0,0,0,0,45,4,8.20%,JackWi02
183,LeShaun Sims,CIN,27,LCB,13,10,1,74,60,81.10%,716,11.9,9.7,9,140.9,9.7,484,232,1,0,0,0,0,52,8,13.30%,SimsLe00
184,Charvarius Ward,KAN,24,LCB,14,13,0,56,32,57.10%,398,12.4,7.1,4,103.1,9.6,228,170,13,2,2,1,5,51,2,3.80%,WardCh01
185,Denzel Ward,CLE,23,LCB,12,12,2,81,44,54.30%,481,10.9,5.9,4,78.3,11.3,373,108,3,0,1,0,1,46,5,9.80%,WardDe02
186,DeForest Buckner+,IND,26,LDT,15,14,0,0,0,,0,,,0,,,0,0,0,4,16,9.5,31,58,2,3.30%,BuckDe00
187,T.J. Edwards,PHI,24,MLB,12,12,1,17,12,70.60%,129,10.8,7.6,2,107.2,6.2,66,63,18,1,0,2,4,70,7,9.10%,EdwaTJ02
188,Tre Flowers,SEA,25,RCB,12,7,0,71,55,77.50%,585,10.6,8.2,1,105.7,9.1,395,190,8,0,0,0,0,47,4,7.80%,FlowTr01
189,Lawrence Guy,NWE,30,LDT,14,14,0,1,1,100.00%,1,1,1,0,79.2,-2,-2,3,0,4,5,2,11,57,6,9.50%,GuyxLa00
190,Harvey Langi,NYJ,28,LILB,14,6,0,35,28,80.00%,204,7.3,5.8,1,100.5,4.5,87,117,62,2,1,0,3,60,10,14.30%,LangHa00
191,Tarvarius Moore,SFO,24,SS,16,8,0,20,15,75.00%,252,16.8,12.6,3,156.2,15.7,181,71,6,0,0,0,0,52,5,8.80%,MoorTa00
192,Nickell Robey-Coleman,PHI,28,LCB,15,7,0,52,41,78.80%,490,12,9.4,3,125.2,7.4,245,245,9,0,0,0,0,44,10,18.50%,RobeNi00
193,Kendall Sheffield,ATL,24,LCB,13,9,0,70,51,72.90%,706,13.8,10.1,3,119.1,10.6,459,247,1,0,0,0,0,51,4,7.30%,ShefKe00
194,Darious Williams,LAR,27,DB,16,10,4,72,39,54.20%,528,13.5,7.3,2,63.9,14,357,171,2,0,0,0,0,44,5,10.20%,WillDa09
195,Jonathan Allen,WAS,25,RDT,16,16,0,1,1,100.00%,-4,-4,-4,0,79.2,-4,-4,0,0,10,11,2,24,63,3,4.50%,AlleJo01
196,Bryce Callahan,DEN,29,RCB,10,10,2,57,31,54.40%,205,6.6,3.6,0,47.8,10.1,148,57,10,1,1,0,2,42,3,6.70%,CallBr00
197,Cameron Dantzler,MIN,22,LCB,11,10,2,71,45,63.40%,525,11.7,7.4,4,92.8,10.7,359,166,0,0,0,0,0,46,7,13.20%,DantCa00
198,Casey Hayward,LAC,31,RCB,14,13,1,77,38,49.40%,631,16.6,8.2,5,93.6,14.2,487,144,2,1,0,0,1,41,9,18.00%,HaywCa00
199,Avonte Maddox,PHI,24,LCB,10,8,0,49,33,67.30%,429,13,8.8,2,108.3,11.7,290,139,1,1,0,0,1,40,3,7.00%,MaddAv00
200,Nik Needham,MIA,24,DB,16,6,2,64,42,65.60%,548,13,8.6,3,95.1,8.8,307,241,21,2,0,1,3,58,4,6.50%,NeedNi00
201,Kevin Pierre-Louis,WAS,29,RLB,13,11,0,35,28,80.00%,220,7.9,6.3,5,132.4,4.7,109,111,32,2,1,1,4,56,12,17.60%,PierKe00
202,Jalen Ramsey*+,LAR,26,RCB,15,15,1,71,36,50.70%,354,9.8,5,2,68.6,10.5,210,144,9,0,1,0,1,44,3,6.40%,RamsJa00
203,J.J. Watt,HOU,31,LDE,16,16,1,5,4,80.00%,41,10.3,8.2,0,61.2,-4,-15,56,0,11,12,5,29,52,6,10.30%,WattJ.00
204,Rock Ya-Sin,IND,24,LCB,13,8,1,67,45,67.20%,594,13.2,8.9,2,98.7,10.7,386,208,0,0,0,0,0,45,3,6.30%,Ya-SRo00
205,Julian Blackmon,IND,22,FS,15,14,2,27,19,70.40%,405,21.3,15,2,106.6,16.7,315,90,2,0,0,0,0,42,7,14.30%,BlacJu01
206,Jordyn Brooks,SEA,23,LB,14,6,0,25,17,68.00%,139,8.2,5.6,1,95.2,7.9,92,47,8,1,0,0,1,57,3,5.00%,BrooJo01
207,Brian Burns,CAR,22,LDE,15,14,0,18,17,94.40%,114,6.7,6.3,0,93.1,-1.4,-18,132,7,16,11,9,37,58,6,9.40%,BurnBr00
208,Marcus Epps,PHI,24,DB,14,5,2,21,17,81.00%,230,13.5,11,0,72.7,8.2,152,78,5,0,0,0,0,47,5,9.60%,EppsMa00
209,Brandon Graham*,PHI,32,RDE,16,16,0,1,0,0.00%,0,,0,0,39.6,0,0,0,1,11,9,8,29,46,8,14.80%,GrahBr99
210,Amani Hooker,TEN,22,DB,16,3,4,23,19,82.60%,230,12.1,10,1,83.2,9.6,116,114,15,0,0,0,0,51,8,13.60%,HookAm00
211,Sebastian Joseph-Day,LAR,25,NT,16,16,0,1,1,100.00%,1,1,1,0,79.2,-3,-3,4,0,1,3,1,5,55,4,6.80%,JoseSe00
212,Matt Milano,BUF,26,LLB,10,5,1,35,22,62.90%,158,7.2,4.5,1,70.9,3.9,60,98,37,1,5,3.5,10,45,8,15.10%,MilaMa00
213,Xavier Rhodes,IND,30,RCB,16,16,2,81,42,51.90%,563,13.4,7,5,84.5,11.1,422,141,2,0,0,0,0,42,4,8.70%,RhodXa00
214,Sheldon Richardson,CLE,30,LDT,16,16,0,1,1,100.00%,5,5,5,0,87.5,-6,-6,11,0,12,4,4.5,22,64,3,4.50%,RichSh00
215,Za'Darius Smith*,GNB,28,ROLB,16,16,0,0,0,,0,,,0,,,0,0,56,12,11,12.5,39,52,7,11.90%,SmitZa00
216,Andrew Wingard,JAX,24,DB,13,4,2,22,12,54.50%,136,11.3,6.2,2,65.7,10.2,78,58,10,0,0,0,0,50,3,5.70%,WingAn01
217,Chris Banjo,ARI,30,FS,13,4,0,17,11,64.70%,132,12,7.8,0,88.4,7.7,59,73,10,1,1,0,2,48,5,9.40%,BanjCh00
218,Juston Burris,CAR,27,SS,13,12,1,44,31,70.50%,294,9.5,6.7,3,101.9,6.3,148,146,24,1,1,0,2,53,8,13.10%,BurrJu00
219,Tae Crowder,NYG,23,RILB,11,6,0,24,18,75.00%,181,10.1,7.5,0,96,3.5,55,126,21,1,2,1,4,57,4,6.60%,CrowTa00
220,J.C. Jackson,NWE,25,LCB,16,11,9,83,49,59.00%,691,14.1,8.3,5,66.5,12.3,368,323,1,1,0,0,1,40,9,18.40%,JackJ.00
221,Jaylon Johnson,CHI,21,RCB,13,13,0,78,44,56.40%,694,15.8,8.9,5,107.5,12.3,424,270,1,0,0,0,0,44,9,17.00%,JohnJa13
222,Cameron Jordan*,NOR,31,LDE,16,16,0,3,3,100.00%,15,5,5,0,87.5,-1,-3,18,3,9,8,7.5,26,51,7,12.10%,JordCa00
223,DeMarcus Lawrence,DAL,28,DE,16,15,0,2,2,100.00%,6,3,3,0,79.2,-2.5,-5,11,2,14,4,6.5,26,58,9,13.40%,LawrDe00
224,Emmanuel Moseley,SFO,24,RCB,12,8,1,56,33,58.90%,420,12.7,7.5,4,98.8,11.9,277,143,1,0,0,0,0,47,6,11.30%,MoseEm00
225,Jason Pierre-Paul*,TAM,31,LOLB,16,16,2,11,7,63.60%,56,8,5.1,0,36.7,1.6,-5,61,69,8,4,9.5,22,55,8,12.70%,PierJa99
226,Brian Poole,NYJ,28,CB,9,7,2,39,25,64.10%,257,10.3,6.6,0,61.6,8,127,130,26,1,2,1,4,44,3,6.40%,PoolBr01
227,Malik Reed,DEN,24,LOLB,16,13,0,11,10,90.90%,84,8.4,7.6,0,98.5,3.3,35,49,74,15,8,8,33,53,3,5.40%,ReedMa01
228,Darryl Roberts,DET,30,DB,11,5,1,47,35,74.50%,379,10.8,8.1,3,110.2,9.2,243,136,5,0,0,0,0,39,5,11.40%,RobeDa00
229,John Simon,NWE,30,RDE,16,16,0,12,11,91.70%,66,6,5.5,0,89.6,-0.3,0,66,14,9,2,2,13,53,4,7.00%,SimoJo01
230,Levi Wallace,BUF,25,RCB/LCB,12,12,2,71,41,57.70%,558,13.6,7.9,3,85.3,10.9,398,160,2,0,1,0,1,48,3,5.90%,WallLe00
231,Chris Claybrooks,JAX,23,CB,13,4,0,34,26,76.50%,304,11.7,8.9,4,142.3,11.4,230,74,1,0,0,0,0,39,4,9.30%,ClayCh02
232,Keion Crossen,HOU,24,DB,16,4,0,35,20,57.10%,272,13.6,7.8,1,91.6,12.9,192,80,0,0,0,0,0,46,4,8.00%,CrosKe00
233,Myles Garrett*+,CLE,25,LDE,14,14,0,3,2,66.70%,4,2,1.3,0,70.1,-0.7,-7,11,0,12,7,12,32,48,2,4.00%,GarrMy00
234,Bryce Hall,NYJ,23,LCB,8,7,1,52,37,71.20%,393,10.6,7.6,2,97.7,8.1,244,149,0,0,0,0,0,36,2,5.30%,HallBr02
235,Terez Hall,NWE,24,MLB,8,4,0,24,18,75.00%,159,8.8,6.6,0,92.2,4.4,68,91,9,0,0,0,0,50,6,10.70%,HallTe01
236,Sam Hubbard,CIN,25,LDE/RDE,13,13,0,4,4,100.00%,30,7.5,7.5,0,97.9,3,12,18,0,6,9,2,18,62,7,10.10%,HubbSa00
237,Linval Joseph,LAC,32,RDT,16,16,0,2,2,100.00%,7,3.5,3.5,0,81.2,2,4,3,0,10,2,0,12,62,8,11.40%,JoseLi99
238,Jimmy Moreland,WAS,25,DB,16,5,1,65,44,67.70%,341,7.8,5.2,0,73.9,4.8,156,185,17,0,1,0.5,2,44,8,15.40%,MoreJi00
239,Ryan Neal,SEA,25,DB,13,4,2,30,22,73.30%,264,12,8.8,0,72.1,9.1,178,86,16,3,0,0,3,44,7,13.70%,NealRy00
240,Elandon Roberts,MIA,26,LILB,13,11,0,23,21,91.30%,220,10.5,9.6,2,135.5,3.7,77,143,30,1,2,1.5,5,61,11,15.30%,RobeEl00
241,Bradley Roby,HOU,28,LCB,10,10,1,45,29,64.40%,227,7.8,5,3,89.8,10.9,165,62,1,0,0,0,0,37,3,7.50%,RobyBr00
242,Juan Thornhill,KAN,25,FS,16,8,1,31,20,64.50%,289,14.5,9.3,2,102.8,12.8,189,100,10,0,1,0,1,41,7,14.60%,ThorJu00
243,Stephon Tuitt,PIT,27,DE,15,15,0,0,0,,0,,,0,,,0,0,0,10,13,11,36,45,5,10.00%,TuitSt00
244,Chase Winovich,NWE,25,LDE,16,9,1,5,4,80.00%,39,9.8,7.8,0,59.6,1.6,4,35,10,24,7,5.5,37,48,5,9.40%,WinoCh00
245,Mackensie Alexander,CIN,27,RLB,13,10,1,56,39,69.60%,398,10.2,7.1,0,82.3,7.7,200,198,25,2,0,0,2,47,7,13.00%,AlexMa01
246,Anthony Brown,DAL,27,LCB,10,8,2,53,36,67.90%,444,12.3,8.4,3,96.7,8.9,254,190,4,0,0,1,1,39,2,4.90%,BrowAn02
247,L.J. Fort,BAL,30,RILB,14,8,0,24,19,79.20%,152,8,6.3,1,106.9,4.8,67,85,42,2,1,0,3,53,5,8.60%,FortL.00
248,Nathan Gerry,PHI,25,LLB,7,7,0,32,27,84.40%,258,9.6,8.1,4,139.8,5.3,145,113,22,0,1,1,2,57,5,8.10%,GerrNa00
249,Christian Jones,DET,29,LLB,16,13,0,11,10,90.90%,57,5.7,5.2,0,88.3,1.2,13,44,42,1,1,0,2,57,3,5.00%,JoneCh05
250,Matt Judon*,BAL,28,ROLB,14,13,0,8,7,87.50%,86,12.3,10.8,0,111.5,6.9,52,34,72,11,15,6,32,50,4,7.40%,JudoMa00
251,Romeo Okwara,DET,25,RDE,16,9,0,2,2,100.00%,17,8.5,8.5,0,102.1,3.5,7,10,0,10,10,10,31,44,9,17.00%,OkwaRo01
252,Taylor Rapp,LAR,23,SS,9,5,1,19,15,78.90%,152,10.1,8,1,95.6,5.8,83,69,8,0,0,0,0,44,4,8.30%,RappTa00
253,Chandon Sullivan,GNB,24,DB,16,10,1,56,38,67.90%,440,11.6,7.9,2,95.8,7.7,268,172,13,1,0,0,1,41,4,8.90%,SullCh00
254,Jahlani Tavai,DET,24,MLB,16,10,0,30,23,76.70%,270,11.7,9,4,143.1,4.2,83,187,44,2,1,0,3,58,8,12.10%,TavaJa00
255,Leighton Vander Esch,DAL,24,MLB,10,10,0,22,19,86.40%,172,9.1,7.8,0,99.2,4.1,78,94,9,0,0,1,2,60,12,16.70%,VandLe00
256,Quinnen Williams,NYJ,23,RDE,13,13,0,1,1,100.00%,-3,-3,-3,0,79.2,-5,-5,2,0,5,7,7,20,55,7,11.30%,WillQu00
257,Chase Young*,WAS,21,LDE,15,15,0,3,2,66.70%,18,9,6,0,82.6,-0.7,-7,25,7,10,6,7.5,24,44,3,6.40%,YounCh04
258,Leonard Floyd,LAR,28,ROLB,16,16,0,7,7,100.00%,18,2.6,2.6,0,79.2,-4.3,-30,48,94,10,8,10.5,30,55,5,8.30%,FloyLe00
259,Aldon Smith,DAL,31,RDE,16,16,0,1,1,100.00%,16,16,16,0,118.7,3,3,13,24,6,9,5,20,48,14,22.60%,SmitAl04
260,L'Jarius Sneed,KAN,23,DB,9,6,3,52,31,59.60%,250,8.1,4.8,1,54.2,8.7,118,132,13,0,1,2,3,41,4,8.90%,SneeLJ00
261,Mykal Walker,ATL,23,RLB,16,6,0,14,12,85.70%,77,6.4,5.5,1,113.4,2.2,27,50,34,0,2,0,2,45,2,4.30%,WalkMy00
262,P.J. Williams,NOR,27,DB,15,3,1,34,22,64.70%,382,17.4,11.2,0,90.6,12.7,289,93,2,0,0,0,0,40,8,16.70%,WillP.00
263,Kenny Young,LAR,26,RILB,16,6,1,28,23,82.10%,199,8.7,7.1,0,81.4,0.5,13,186,16,0,1,1,2,52,3,5.50%,YounKe03
264,Bashaud Breeland,KAN,28,RCB,11,11,2,60,30,50.00%,377,12.6,6.3,4,78.3,10.7,196,181,8,2,0,0,2,38,8,17.40%,BreeBa00
265,Stephon Gilmore*,NWE,30,RCB,11,11,1,49,28,57.10%,326,11.6,6.7,1,75.7,9.9,210,116,2,0,0,0,0,37,7,15.90%,GilmSt00
266,Cameron Heyward*,PIT,31,DT,15,15,1,2,0,0.00%,0,,0,0,0,-1.5,0,0,0,12,14,4,31,54,5,8.50%,HeywCa01
267,Akiem Hicks,CHI,31,DE/DT,15,15,0,0,0,,0,,,0,,,0,0,0,9,16,3.5,29,49,3,5.80%,HickAk00
268,Alex Highsmith,PIT,23,ROLB,16,5,1,9,5,55.60%,57,11.4,6.3,0,35.2,5.8,33,24,36,6,4,2,12,48,2,4.00%,HighAl02
269,Kerry Hyder,SFO,29,RDE,16,14,0,1,0,0.00%,0,,0,0,39.6,10,0,0,0,15,8,8.5,32,49,6,10.90%,HydeKe01
270,Dexter Lawrence,NYG,23,LDE,16,15,0,3,2,66.70%,3,1.5,1,0,70.1,-3.3,-6,9,0,6,6,4,16,53,2,3.60%,LawrDe03
271,David Long,TEN,24,RILB,14,5,0,34,29,85.30%,278,9.6,8.2,1,110.5,4.9,115,163,26,1,0,0,1,54,10,15.60%,LongDa04
272,Jason McCourty,NWE,33,LCB,16,11,0,45,29,64.40%,417,14.4,9.3,5,131.4,11.3,284,133,5,0,0,0,0,42,2,4.50%,McCoJa99
273,Darius Phillips,CIN,25,LCB,12,8,1,60,31,51.70%,380,12.3,6.3,5,92.4,12,324,56,7,0,2,0,2,38,6,13.60%,PhilDa02
274,Reggie Ragland,DET,27,MLB,16,6,0,17,10,58.80%,65,6.5,3.8,2,106.2,2.8,14,51,44,3,2,1,6,52,2,3.70%,RaglRe00
275,Duke Riley,PHI,26,RLB,13,8,1,30,22,73.30%,181,8.2,6,1,85.6,2,20,161,23,0,0,0.5,1,55,9,14.10%,RileDu00
276,Zach Sieler,MIA,25,LDE,16,8,0,1,0,0.00%,0,,0,0,39.6,4,0,0,0,3,7,3.5,14,48,4,7.70%,SielZa00
277,Joe Thomas,DAL,29,LB,15,4,0,17,14,82.40%,135,9.6,7.9,0,99.8,5.5,74,61,23,3,2,0,5,48,5,9.40%,ThomJo04
278,Darian Thompson,DAL,27,SS,15,7,1,27,20,74.10%,302,15.1,11.2,4,134.6,10.6,238,64,8,0,1,0,1,43,2,4.40%,ThomDa05
279,Arik Armstead,SFO,27,LDE,16,16,0,5,2,40.00%,14,7,2.8,0,47.9,-1.4,-7,21,0,10,9,3.5,23,49,5,9.30%,ArmsAr01
280,Chidobe Awuzie,DAL,25,DB,8,6,1,40,24,60.00%,354,14.8,8.9,3,103.5,11.8,232,122,0,0,0,0,0,38,2,5.00%,AwuzCh00
281,Joey Bosa*,LAC,25,LDE,12,10,0,0,0,,0,,,0,,,0,0,0,18,19,7.5,45,39,6,13.30%,BosaJo00
282,Willie Gay Jr.,KAN,22,RLB,16,8,0,15,13,86.70%,84,6.5,5.6,0,90,2.9,31,53,19,1,0,1,2,39,6,13.30%,GayJWi00
283,DaQuan Jones,TEN,29,NT,16,16,0,1,1,100.00%,6,6,6,0,91.7,3,3,3,0,5,3,2,11,49,7,12.50%,JoneDa04
284,Khalil Mack*,CHI,29,LOLB,16,16,1,6,4,66.70%,73,18.3,12.2,0,68.7,3.5,7,66,36,16,4,9,31,50,4,7.40%,MackKh00
285,Ben Niemann,KAN,25,LB,15,5,0,22,18,81.80%,231,12.8,10.5,2,140.7,9.6,116,115,79,1,3,1,5,44,5,10.20%,NiemBe00
286,Preston Smith,GNB,28,LOLB,16,13,0,18,13,72.20%,124,9.5,6.9,1,109.5,2.7,38,86,39,5,6,4,16,42,6,12.50%,SmitPr00
287,Tavierre Thomas,CLE,24,DB,16,3,0,24,19,79.20%,170,8.9,7.1,1,110.1,6.4,113,57,13,0,0,1,1,30,1,3.20%,ThomTa01
288,Andrew Van Ginkel,MIA,25,LOLB,16,11,0,6,5,83.30%,40,8,6.7,0,94.4,1.7,10,30,65,0,5,5.5,11,48,5,9.40%,VanGAn00
289,Nick Vigil,LAC,27,LB,15,2,0,20,15,75.00%,113,7.5,5.7,1,104.8,4.3,27,86,5,0,0,2,2,50,3,5.70%,VigiNi00
290,Leonard Williams,NYG,26,DT,16,12,0,1,1,100.00%,5,5,5,0,87.5,1,1,4,0,12,18,11.5,42,57,2,3.40%,WillLe02
291,Isaac Yiadom,NYG,24,RCB,16,10,0,60,37,61.70%,487,13.2,8.1,6,120.6,10.5,290,197,2,0,0,0.5,1,46,5,9.80%,YiadIs00
292,Kenny Clark,GNB,25,NT,13,13,0,0,0,,0,,,0,,,0,0,0,6,4,2,12,42,2,4.50%,ClarKe01
293,Fletcher Cox*,PHI,30,RDT,15,15,0,2,1,50.00%,14,14,7,0,72.9,-2.5,-4,18,0,12,3,6.5,22,41,2,4.70%,CoxxFl00
294,Darqueze Dennard,ATL,29,CB,8,6,1,59,37,62.70%,310,8.4,5.3,3,86.1,8.6,183,127,2,0,0,0,0,36,4,10.00%,DennDa00
295,Quinton Dunbar,SEA,28,RCB,6,6,1,54,35,64.80%,491,14,9.1,4,111,10.8,334,157,5,0,0,0,0,30,4,11.80%,DunbQu00
296,Corn Elder,CAR,26,DB,16,1,0,47,32,68.10%,283,8.8,6,1,91,6.7,184,99,17,0,0,0,0,40,2,4.80%,EldeCo00
297,Raven Greene,GNB,25,DB,10,0,1,34,24,70.60%,246,10.3,7.2,1,88.6,6.1,139,107,13,1,1,1.5,4,44,7,13.70%,GreeRa02
298,Jeff Heath,LVR,29,FS,13,5,3,19,12,63.20%,121,10.1,6.4,1,59.2,8.8,99,22,10,0,1,0,1,37,2,5.10%,HeatJe00
299,Byron Jones,MIA,28,LCB,14,14,2,73,44,60.30%,775,17.6,10.6,5,108,12.3,412,363,3,0,0,0,0,37,9,19.60%,JoneBy00
300,Johnathan Joseph,2TM,36,DB/LCB,11,6,1,48,27,56.30%,363,13.4,7.6,4,99.6,10.6,262,101,5,0,0,0,0,32,4,11.10%,JoseJo20
301,Montez Sweat,WAS,24,RDE,16,16,1,0,0,,0,,,0,,,0,0,4,11,11,9,31,45,5,10.00%,SweaMo00
302,Christian Wilkins,MIA,25,LDE,14,12,1,1,1,100.00%,11,11,11,0,72.9,2,2,9,0,7,1,1.5,10,47,1,2.10%,WilkCh00
303,Aaron Donald*+,LAR,29,DT,16,16,0,2,2,100.00%,15,7.5,7.5,0,97.9,-5.5,-11,26,0,14,15,13.5,45,45,2,4.30%,DonaAa00
304,Rashad Fenton,KAN,23,DB,16,3,1,58,36,62.10%,478,13.3,8.2,2,92.5,11.4,321,157,10,0,0,0,0,35,2,5.40%,FentRa00
305,Johnathan Hankins,LVR,28,LDT,16,16,0,1,0,0.00%,0,,0,0,39.6,-6,0,0,0,3,3,1,7,48,8,14.30%,HankJo00
306,Marcell Harris,SFO,26,DB,16,4,0,17,9,52.90%,214,23.8,12.6,2,137.5,23.7,176,38,8,0,0,0,0,37,4,9.80%,HarrMa03
307,C.J. Henderson,JAX,22,LCB,8,8,1,51,33,64.70%,443,13.4,8.7,4,110.2,10.9,279,164,1,0,0,0,0,36,5,12.20%,HendCJ00
308,Grady Jarrett*,ATL,27,LDT,16,16,0,2,2,100.00%,1,0.5,0.5,0,79.2,0,0,1,0,9,16,4,30,52,6,10.30%,JarrGr00
309,Will Parks,2TM,26,DB,10,3,0,29,21,72.40%,191,9.1,6.6,1,101.4,7.4,113,78,13,0,0,1,1,31,4,11.40%,ParkWi01
310,Daron Payne,WAS,23,LDT,16,16,1,0,0,,0,,,0,,,0,0,0,9,4,3,17,54,7,11.50%,PaynDa00
311,Troy Pride Jr.,CAR,22,RCB,14,8,0,41,29,70.70%,389,13.4,9.5,2,116.8,11.3,282,107,0,0,0,0,0,42,5,10.60%,PridTr00
312,Ndamukong Suh,TAM,33,LDE,16,16,0,5,5,100.00%,43,8.6,8.6,0,102.5,1,5,38,1,10,13,6,29,44,5,10.20%,SuhxNd99
313,Ty Summers,GNB,25,LB,16,1,0,24,21,87.50%,171,8.1,7.1,2,124.1,3.1,56,115,2,0,0,0,0,39,4,9.30%,SummTy00
314,Cameron Sutton,PIT,25,DB,16,6,1,56,34,60.70%,373,11,6.7,1,78.9,9,211,162,7,1,0,1,2,30,5,14.30%,SuttCa00
315,Tahir Whitehead,CAR,30,MLB,14,9,1,29,24,82.80%,249,10.4,8.6,1,99.6,4.3,107,142,13,1,1,0,2,51,7,12.10%,WhitTa00
316,Deatrich Wise Jr.,NWE,26,LDE,16,7,0,0,0,,0,,,0,,,0,0,0,9,9,2.5,21,49,2,3.90%,WiseDe00
317,Bradley Chubb*,DEN,24,ROLB,14,14,0,6,5,83.30%,61,12.2,10.2,0,109,2.2,14,47,35,15,11,7.5,34,42,7,14.30%,ChubBr00
318,Will Harris,DET,25,SS,16,5,0,20,13,65.00%,100,7.7,5,2,110.4,7.6,29,71,5,0,0,0,0,35,3,7.90%,HarrWi02
319,Malik Harrison,BAL,22,RILB,16,6,0,18,14,77.80%,111,7.9,6.2,1,110.9,4.2,58,53,10,1,0,0,1,44,2,4.30%,HarrMa06
320,Lamar Jackson,NYJ,22,DB,13,6,0,46,28,60.90%,434,15.5,9.4,5,128.4,10.9,326,108,0,0,0,0,0,28,1,3.40%,JackLa02
321,Dre'Mont Jones,DEN,23,RDE,13,8,0,2,2,100.00%,20,10,10,0,108.3,-1,-2,22,0,6,3,6.5,16,41,1,2.40%,JoneDr00
322,Pernell McPhee,BAL,32,LOLB,15,13,0,7,5,71.40%,39,7.8,5.6,0,84.8,5.1,13,26,65,4,12,3,19,34,10,22.70%,McPhPe00
