Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
323,Troy Apke,WAS,25,FS,16,7,0,24,12,50.00%,225,18.8,9.4,2,110.6,21.6,170,55,4,0,0,0,0,35,4,10.30%,ApkeTr00
324,T.J. Carrie,IND,30,DB,15,2,2,40,23,57.50%,309,13.4,7.7,2,78,11.1,214,95,1,0,0,0,0,32,4,11.10%,CarrTr00
325,Ashtyn Davis,NYJ,24,SS,10,6,0,26,19,73.10%,249,13.1,9.6,4,142.5,10.3,172,77,45,2,0,0,2,36,2,5.30%,DaviAs00
326,Jarrad Davis,DET,26,LB,14,4,0,15,15,100.00%,138,9.2,9.2,2,144.6,1.5,23,115,22,4,3,0.5,8,46,8,14.80%,DaviJa01
327,Devante Downs,NYG,25,LB,16,8,0,21,14,66.70%,121,8.6,5.8,1,97.5,2.9,55,66,5,0,1,0,1,33,1,2.90%,DownDe00
328,Poona Ford,SEA,25,NT,16,16,0,2,1,50.00%,3,3,1.5,0,56.2,-3.5,-3,6,0,5,7,2,14,40,2,4.80%,FordPo00
329,Chris Harris Jr.,LAC,31,DB,9,9,1,38,22,57.90%,360,16.4,9.5,4,113.9,8.1,180,180,13,2,0,0.5,3,37,3,7.50%,HarrCh01
330,Emmanuel Ogbah,MIA,27,RDE,16,12,0,1,1,100.00%,30,30,30,0,118.7,8,8,22,0,14,11,9,36,42,4,8.70%,OgbaEm00
331,Denzel Perryman,LAC,28,DB,13,6,0,23,17,73.90%,91,5.4,4,1,94.7,2.6,8,83,9,0,1,1,2,48,1,2.00%,PerrDe00
332,Dalvin Tomlinson,NYG,26,NT,16,16,0,1,1,100.00%,-2,-2,-2,0,79.2,-5,-5,3,0,5,6,3.5,15,49,7,12.50%,TomlDa00
333,Jeremiah Attaochu,DEN,27,OLB,13,5,0,4,4,100.00%,32,8,8,0,100,0,0,32,28,8,6,5,19,31,3,8.80%,AttaJe00
334,Cody Barton,SEA,24,LB,16,2,0,4,4,100.00%,54,13.5,13.5,0,118.7,3.3,13,41,0,1,0,0,1,35,1,2.80%,BartCo00
335,Kris Boyd,MIN,24,DB,10,5,0,39,28,71.80%,397,14.2,10.2,2,121.4,10.3,249,148,0,0,0,0,0,34,6,15.00%,BoydKr00
336,Landon Collins,WAS,26,SS,7,7,1,20,13,65.00%,92,7.1,4.6,2,87.9,6.7,44,48,13,0,0,2,2,41,9,18.00%,CollLa00
337,William Gholston,TAM,29,RDE,16,12,0,1,1,100.00%,7,7,7,0,95.8,7,7,0,2,9,17,3,29,44,2,4.30%,GholWi00
338,Ronnie Harrison,CLE,23,SS,11,7,1,21,13,61.90%,159,12.2,7.6,1,81.2,10.4,92,67,11,0,1,1,2,38,4,9.50%,HarrRo02
339,Jeffery Simmons,TEN,23,DT,15,15,0,2,1,50.00%,8,8,4,0,60.4,-2,1,7,0,7,11,3,21,49,4,7.50%,SimmJe01
340,Josh Sweat,PHI,23,DE,14,3,0,3,2,66.70%,6,3,2,0,70.1,0.3,-3,9,0,2,6,6,14,38,1,2.60%,SweaJo00
341,Jacob Tuioti-Mariner,ATL,24,DT,16,0,0,5,3,60.00%,43,14.3,8.6,0,87.9,7.6,27,16,2,9,4,1,15,31,0,0.00%,TuioJa00
342,Olivier Vernon,CLE,30,RDE,14,13,0,5,3,60.00%,28,9.3,5.6,0,75.4,1,5,23,7,12,7,9,28,36,6,14.30%,VernOl00
343,Mack Wilson,CLE,22,LLB,13,8,0,28,16,57.10%,136,8.5,4.9,1,81.8,5.7,47,89,12,1,0,0,1,39,10,20.40%,WilsMa03
344,Bud Dupree,PIT,27,ROLB,11,11,0,3,2,66.70%,16,8,5.3,0,79.9,2.7,2,14,81,12,7,8,28,31,2,6.10%,DuprAl00
345,Deshazor Everett,WAS,28,FS,11,6,0,11,7,63.60%,98,14,8.9,0,92.2,11.4,81,17,3,0,0,0,0,31,7,18.40%,EverDe01
346,Kyler Fackrell,NYG,29,ROLB/LOL,12,9,1,13,12,92.30%,99,8.3,7.6,1,92,2.5,27,72,31,5,6,4,15,34,7,17.10%,FackKy00
347,Darnay Holmes,NYG,22,DB,12,5,1,44,33,75.00%,323,9.8,7.3,0,85.7,5.1,136,187,23,1,1,0.5,3,30,7,18.90%,HolmDa01
348,Chris Jones*,KAN,26,LDT,15,14,0,0,0,,0,,,0,,,0,0,0,16,20,7.5,44,36,9,20.00%,JoneCh09
349,Arthur Maulet,NYJ,27,SS,11,5,1,32,20,62.50%,227,11.4,7.1,2,91.5,8.5,113,114,7,0,0,1,1,29,6,17.10%,MaulAr00
350,Bradley McDougald,NYJ,30,SS,7,7,0,18,12,66.70%,193,16.1,10.7,0,102.3,15.8,138,55,4,0,0,0,0,36,5,12.20%,McDoBr01
351,Barkevious Mingo,CHI,30,LB,16,3,0,6,2,33.30%,22,11,3.7,0,45.1,1,0,22,27,0,2,2.5,5,35,4,10.30%,MingBa00
352,Yannick Ngakoue,2TM,25,LB/LDE,15,8,0,2,2,100.00%,20,10,10,0,108.3,0,0,20,0,12,6,8,26,23,7,23.30%,NgakYa00
353,Derrick Nnadi,KAN,24,RDT,15,15,0,0,0,,0,,,0,,,0,0,0,2,1,0,3,47,4,7.80%,NnadDe00
354,Larry Ogunjobi,CLE,26,RDT,15,15,0,0,0,,0,,,0,,,0,0,0,6,2,2.5,12,46,7,13.20%,OgunLa00
355,Ed Oliver,BUF,23,RDT,16,16,0,0,0,,0,,,0,,,0,0,0,9,4,3,16,33,3,8.30%,OlivEd00
356,Jimmy Smith,BAL,32,DB,11,5,0,36,18,50.00%,118,6.6,3.3,0,57.4,10.7,77,41,3,0,0,1,1,27,4,12.90%,SmitJi03
357,Logan Wilson,CIN,24,LB,12,2,2,14,9,64.30%,89,9.9,6.4,1,66.4,4.9,57,32,43,0,1,1,2,33,2,5.70%,WilsLo00
358,Tavon Wilson,IND,30,DB,15,2,0,10,6,60.00%,31,5.2,3.1,1,98.3,8.5,27,4,1,0,1,0,1,26,2,7.10%,WilsTa00
359,Azeez Al-Shaair,SFO,23,LLB,16,5,1,23,16,69.60%,154,9.6,6.7,0,69.8,2.2,21,133,23,1,1,0,2,35,3,7.90%,AlShAz00
360,Alex Anzalone,NOR,26,MLB,16,9,0,27,21,77.80%,178,8.5,6.6,2,118.8,4.3,54,124,35,0,0,0,0,41,6,12.80%,AnzaAl00
361,Anthony Averett,BAL,26,DB,10,4,0,44,33,75.00%,353,10.7,8,1,105.6,8,219,134,0,0,0,0,0,27,5,15.60%,AverAn00
362,Breon Borders,TEN,25,LCB,6,5,1,47,24,51.10%,333,13.9,7.1,3,86.6,11.3,207,126,0,0,0,0,0,27,3,10.00%,BordBr00
363,Justin Coleman,DET,27,DB,11,5,0,45,35,77.80%,418,11.9,9.3,4,135,7.2,232,186,13,1,0,0,1,30,7,18.90%,ColeJu01
364,Folorunso Fatukasi,NYJ,25,NT,15,8,0,0,0,,0,,,0,,,0,0,0,4,3,2,9,42,5,10.60%,FatuFo00
365,Trey Hendrickson,NOR,26,RDE,15,15,0,2,2,100.00%,20,10,10,0,108.3,3.5,7,13,2,7,11,13.5,33,25,2,7.40%,HendTr00
366,Donte Jackson,CAR,25,LCB,14,13,3,65,37,56.90%,435,11.8,6.7,4,78.7,11.9,284,151,0,0,0,0,0,34,11,24.40%,JackDo02
367,Jaleel Johnson,MIN,26,RDT,16,16,0,4,3,75.00%,23,7.7,5.8,0,88.5,-0.8,0,23,0,0,0,1.5,2,44,3,6.40%,JohnJa09
368,Kevin Johnson,CLE,28,RCB,13,6,0,44,27,61.40%,330,12.2,7.5,1,92,7.3,174,156,23,0,2,0.5,3,35,5,12.50%,JohnKe04
369,Mario Addison,BUF,33,RDE,15,7,0,7,6,85.70%,47,7.8,6.7,0,94.6,2.9,14,33,0,3,3,5,11,30,3,9.10%,AddiMa00
370,Dorance Armstrong Jr.,DAL,23,DE,16,2,0,9,6,66.70%,54,9,6,0,82.6,2.9,16,38,6,5,1,0,6,33,2,5.70%,ArmsDo00
371,Damon Arnette,LVR,24,CB,9,7,0,32,25,78.10%,309,12.4,9.7,0,106.9,10.6,221,88,0,0,0,0,0,25,13,34.20%,ArneDa00
372,Derek Barnett,PHI,24,LDE,13,10,0,3,2,66.70%,3,1.5,1,0,70.1,-5,-9,12,1,5,10,5.5,21,34,3,8.10%,BarnDe01
373,Essang Bassey,DEN,22,CB,12,3,1,22,18,81.80%,170,9.4,7.7,0,79.9,7.5,103,67,6,1,0,0,1,23,3,11.50%,BassEs01
374,De'Vante Bausby,2TM,27,DB,11,3,0,38,26,68.40%,316,12.2,8.3,1,102.5,10.7,204,112,0,0,0,0,0,21,6,22.20%,BausDe00
375,A.J. Bouye,DEN,29,LCB,7,7,0,35,23,65.70%,273,11.9,7.8,2,108.4,10.7,170,103,0,0,0,0,0,23,3,11.50%,BouyA.00
376,Michael Brockers,LAR,30,DE,15,15,0,0,0,,0,,,0,,,0,0,0,2,5,5,11,51,0,0.00%,BrocMi00
377,Derrick Brown,CAR,22,RDT/LDT,16,15,0,0,0,,0,,,0,,,0,0,0,7,10,2,19,34,5,12.80%,BrowDe05
378,Jermaine Carter Jr.,CAR,25,MLB,16,7,0,17,12,70.60%,134,11.2,7.9,0,93.7,4.6,59,75,16,0,0,0,0,46,5,9.80%,CartJe00
379,Frank Clark*,KAN,27,RDE,15,15,0,5,4,80.00%,6,1.5,1.2,0,79.2,-2.6,-13,19,10,9,10,6,25,29,4,12.10%,ClarFr01
380,Jaylon Ferguson,BAL,25,DE,14,1,0,4,3,75.00%,14,4.7,3.5,0,79.2,-4.8,-19,33,39,5,3,2,10,30,4,11.80%,FergJa02
381,Morgan Fox,LAR,26,DL,16,2,0,1,0,0.00%,0,,0,0,39.6,-6,0,0,0,4,3,6,13,27,0,0.00%,FoxxMo00
382,Kamu Grugier-Hill,MIA,26,LB,15,1,0,14,12,85.70%,109,9.1,7.8,1,122.9,4.4,51,58,22,0,1,1,2,28,3,9.70%,GrugKa00
383,Josh Jackson,GNB,24,RCB,12,5,0,31,23,74.20%,285,12.4,9.2,1,113,9.3,142,143,0,0,0,0,0,26,7,21.20%,JackJo01
384,Sidney Jones,JAX,24,RCB,9,6,2,38,22,57.90%,442,20.1,11.6,3,103.2,13.5,254,188,0,0,0,0,0,26,3,10.30%,JoneSi00
385,Steven Means,ATL,30,LDE,16,11,0,4,2,50.00%,13,6.5,3.3,0,57.3,-1.8,-1,14,13,6,3,3,14,38,4,9.50%,MeanSt00
386,A.J. Moore,HOU,25,DB,11,5,0,15,10,66.70%,176,17.6,11.7,2,146.1,13.7,132,44,20,1,1,1,3,35,3,7.90%,MoorA.00
387,Josh Norman,BUF,33,DB,9,3,1,32,21,65.60%,229,10.9,7.2,1,84,8.4,161,68,0,0,0,0,0,24,4,14.30%,NormJo01
388,Will Redmond,GNB,27,DB,13,1,0,22,15,68.20%,201,13.4,9.1,1,112.1,5.5,76,125,9,2,2,0,4,28,7,20.00%,RedmWi00
389,Dawuane Smoot,JAX,25,LDE,16,7,0,1,1,100.00%,-2,-2,-2,0,79.2,-4,-4,2,0,13,11,5.5,31,25,6,19.40%,SmooDa00
390,Zach Allen,ARI,23,LDT,13,7,0,0,0,,0,,,0,,,0,0,0,2,4,2,8,35,2,5.40%,AlleZa01
391,Denico Autry,IND,30,RDE,14,13,0,5,5,100.00%,44,8.8,8.8,0,103.3,4.2,21,23,0,12,2,7.5,22,33,2,5.70%,AutrDe00
392,Chris Board,BAL,25,LB,16,2,0,21,16,76.20%,134,8.4,6.4,1,108,2.2,10,124,39,2,3,2.5,8,31,9,22.50%,BoarCh00
393,Jack Crawford,TEN,32,DE,16,9,0,0,0,,0,,,0,,,0,0,0,1,8,2,11,28,5,15.20%,CrawJa00
394,Maxx Crosby,LVR,23,RDE,16,16,0,2,2,100.00%,30,15,15,0,118.7,0.5,1,29,0,19,6,7,32,39,7,15.20%,CrosMa00
395,Akeem Davis-Gaither,CIN,23,LB,16,2,1,18,12,66.70%,135,11.3,7.5,0,65.7,7.4,68,67,31,5,1,0.5,7,31,3,8.80%,DaviAk01
396,Carlos Dunlap,2TM,31,DE/LOLB,15,10,0,5,5,100.00%,47,9.4,9.4,0,105.8,5,25,22,1,8,11,6,26,32,3,8.60%,DunlCa99
397,Shelby Harris,DEN,29,LDE,11,11,0,2,1,50.00%,7,7,3.5,0,58.3,0,-6,13,0,6,8,2.5,17,32,1,3.00%,HarrSh00
398,Tanoh Kpassagnon,KAN,26,LDE,16,15,0,6,5,83.30%,26,5.2,4.3,1,124.3,-1,0,26,1,1,3,1,5,28,10,26.30%,KpasTa00
399,Greg Mabin,JAX,26,DB,5,4,0,24,14,58.30%,170,12.1,7.1,2,108,10.7,128,42,0,0,0,0,0,21,1,4.50%,MabiGr00
400,Uchenna Nwosu,LAC,24,LB,13,4,0,5,2,40.00%,10,5,2,0,47.9,4.4,6,4,14,6,6,4.5,17,33,2,5.70%,NwosUc00
401,David Onyemata,NOR,28,LDT,15,15,1,0,0,,0,,,0,,,0,0,0,8,9,6.5,24,44,2,4.30%,OnyeDa00
402,Jarran Reed,SEA,28,DT,16,16,0,2,2,100.00%,-7,-3.5,-3.5,0,79.2,-5.5,-11,4,0,7,7,6.5,22,38,5,11.60%,ReedJa02
403,Shamar Stephen,MIN,29,LDT,16,16,0,1,1,100.00%,7,7,7,0,95.8,-6,-6,13,0,2,2,0.5,5,34,2,5.60%,StepSh00
404,Jaquiski Tartt,SFO,28,SS,7,7,1,8,5,62.50%,41,8.2,5.1,0,35.9,10.3,36,5,5,0,0,0,0,30,2,6.30%,TartJa00
405,Jamar Taylor,SFO,30,DB,8,3,2,17,13,76.50%,175,13.5,10.3,0,69.1,4.8,63,112,13,2,1,1,4,22,1,4.30%,TaylJa01
406,DeShawn Williams,DEN,28,NT,14,11,1,0,0,,0,,,0,,,0,0,0,3,5,2,10,37,2,5.10%,WillDe04
407,Marcus Allen,PIT,24,DB,14,2,0,10,8,80.00%,64,8,6.4,0,93.3,4.5,32,32,24,0,2,0,2,30,5,14.30%,AlleMa03
408,Henry Anderson,NYJ,29,LDE,16,8,0,2,2,100.00%,58,29,29,0,118.7,10,20,38,0,4,2,0.5,7,42,6,12.50%,AndeHe00
409,Tarell Basham,NYJ,26,LOLB,16,9,0,9,6,66.70%,64,10.7,7.1,2,126.9,0.6,-1,65,63,9,9,3.5,23,36,5,12.20%,BashTa00
410,Raekwon Davis,MIA,23,NT,16,12,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,40,3,7.00%,DaviRa03
411,Rashan Gary,GNB,23,DE,15,4,0,0,0,,0,,,0,,,0,0,23,8,5,5,19,35,1,2.80%,GaryRa00
412,Holton Hill,MIN,23,DB,4,2,0,27,18,66.70%,250,13.9,9.3,2,120.9,12.2,205,45,1,0,0,1,1,24,2,7.70%,HillHo00
413,Justin Houston,IND,31,LDE,16,16,0,3,1,33.30%,9,9,3,0,42.4,0.7,7,2,6,12,3,8,25,25,2,7.40%,HousJu00
414,Jerry Hughes,BUF,32,LDE/RDE,15,15,1,3,2,66.70%,15,7.5,5,0,38.9,0,1,14,0,12,7,4.5,25,29,11,27.50%,HughJe99
415,Justin Jones,LAC,24,LDT,13,12,0,1,1,100.00%,8,8,8,0,100,8,8,0,0,1,3,1,5,34,1,2.90%,JoneJu03
416,Cre'von LeBlanc,PHI,26,DB,9,1,0,32,25,78.10%,243,9.7,7.6,1,108.7,6.2,127,116,11,0,0,1,1,22,5,18.50%,LeBlCr01
417,Tyquan Lewis,IND,25,DE,16,4,0,0,0,,0,,,0,,,0,0,0,10,1,4,16,24,3,11.10%,LewiTy00
418,Benson Mayowa,SEA,29,LOLB,13,9,0,6,3,50.00%,22,7.3,3.7,0,59,0.8,1,21,13,11,5,6,22,24,4,14.30%,MayoBe00
419,Benardrick McKinney,HOU,28,LB,4,4,0,7,3,42.90%,18,6,2.6,0,50.3,5,3,15,14,0,0,0,0,37,4,9.80%,McKiBe00
420,Al-Quadin Muhammad,IND,25,DE,16,0,0,2,0,0.00%,0,,0,0,39.6,4.5,0,0,0,8,4,2,14,23,1,4.20%,MuhaAl00
421,Sharrod Neasman,ATL,29,DB,16,2,0,9,7,77.80%,91,13,10.1,0,108.8,13.7,61,30,3,0,0,1,1,27,2,6.90%,NeasSh00
422,John Penisini,DET,23,RDT,16,12,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,35,3,7.90%,PeniJo00
423,Sheldrick Redwine,CLE,24,DB,15,3,1,8,6,75.00%,78,13,9.8,0,65.6,12.3,49,29,8,1,0,0.5,2,27,3,10.00%,RedwSh00
424,Jerry Tillery,LAC,24,DE,16,11,0,2,1,50.00%,13,13,6.5,1,110.4,-4.5,-3,16,0,7,12,3,22,30,9,23.10%,TillJe00
425,Brandon Williams,BAL,31,NT,13,13,0,1,1,100.00%,6,6,6,0,91.7,2,2,4,0,3,1,0,4,33,0,0.00%,WillBr02
426,Derek Wolfe,BAL,30,RDE,14,8,0,0,0,,0,,,0,,,0,0,0,2,3,1,6,51,3,5.60%,WolfDe00
427,Ricardo Allen,ATL,29,SS,12,12,2,23,13,56.50%,278,21.4,12.1,3,102.9,18,223,55,4,0,0,0,0,25,1,3.80%,AlleRi00
428,Adam Butler,NWE,26,DT,15,4,0,0,0,,0,,,0,,,0,0,0,8,3,4,15,34,1,2.90%,ButlAd00
429,Calais Campbell*,BAL,34,LDE,12,12,0,1,1,100.00%,-6,-6,-6,0,79.2,-4,-4,-2,0,3,5,4,13,28,6,17.60%,CampCa99
430,Samson Ebukam,LAR,25,LOLB,16,14,0,1,0,0.00%,0,,0,0,39.6,-3,0,0,29,5,3,4.5,13,31,3,8.80%,EbukSa00
431,Clelin Ferrell,LVR,23,LDE,11,11,0,2,2,100.00%,29,14.5,14.5,0,118.7,-1.5,-3,32,0,10,8,2,21,27,3,10.00%,FerrCl00
432,Phillip Gaines,HOU,29,DB,12,2,0,28,17,60.70%,252,14.8,9,3,125.9,11.1,176,76,0,0,0,0,0,24,1,4.00%,GainPh00
433,Adam Gotsis,JAX,28,RDE,16,14,0,0,0,,0,,,0,,,0,0,0,2,3,0,5,37,5,11.90%,GotsAd00
434,Everson Griffen,2TM,33,DE,14,2,0,1,1,100.00%,21,21,21,0,118.7,0,0,21,5,9,7,6,23,33,6,15.40%,GrifEv99
435,P.J. Hall,HOU,25,RDE,10,9,0,1,1,100.00%,6,6,6,0,91.7,0,0,6,0,3,1,1,5,34,1,2.90%,HallP.00
436,Justin Hollins,LAR,24,LB,16,0,0,5,4,80.00%,59,14.8,11.8,0,115.8,9.8,34,25,34,0,2,3,6,28,1,3.40%,HollJu00
437,Chris Jones,2TM,25,DB,9,3,0,31,23,74.20%,267,11.6,8.6,2,121.3,10.2,193,74,0,0,0,0,0,19,4,17.40%,JoneCh06
438,Carl Lawson,CIN,25,RDE,16,11,0,3,3,100.00%,28,9.3,9.3,0,105.6,3.3,10,18,5,11,26,5.5,44,36,2,5.30%,LawsCa00
439,David Mayo,NYG,27,LB,11,2,0,10,10,100.00%,86,8.6,8.6,0,102.5,1.7,17,69,11,0,0,0,0,29,2,6.50%,MayoDa00
440,Brennan Scarlett,HOU,27,ROLB,11,4,0,6,3,50.00%,23,7.7,3.8,0,59.7,-0.8,7,16,18,2,1,0,3,28,6,17.60%,ScarBr00
441,M.J. Stewart,CLE,25,DB,16,0,2,21,14,66.70%,184,13.1,8.8,2,86.3,8.4,105,79,17,3,0,1,4,22,2,8.30%,StewM.00
442,Deionte Thompson,ARI,23,FS,13,4,0,19,8,42.10%,84,10.5,4.4,2,90.7,9.2,26,58,3,0,1,0,1,27,5,15.60%,ThomDe06
443,Tanner Vallejo,ARI,26,LB,16,0,0,8,4,50.00%,25,6.3,3.1,0,56.8,4.6,0,25,7,0,2,1,3,26,1,3.70%,VallTa00
444,Tyson Alualu,PIT,33,NT,15,10,0,2,2,100.00%,43,21.5,21.5,0,118.7,-1,-2,45,0,2,4,2,8,38,5,11.60%,AluaTy99
445,Corey Ballentine,2TM,24,DB,15,2,0,8,6,75.00%,79,13.2,9.9,1,145.3,9,60,19,2,1,0,0,1,20,1,4.80%,BallCo00
446,Tyus Bowser,BAL,25,LB,16,2,3,15,10,66.70%,84,8.4,5.6,0,41.4,2.6,26,58,83,8,12,2,22,34,11,24.40%,BowsTy00
447,Markus Golden,2TM,29,DE/ROLB,16,9,1,8,6,75.00%,18,3,2.3,0,37.5,-1.5,-25,43,71,10,15,4.5,30,33,3,8.30%,GoldMa00
448,Dontae Johnson,SFO,29,DB,14,3,0,28,19,67.90%,200,10.5,7.1,1,100.3,7.4,135,65,9,0,1,1,2,23,5,17.90%,JohnDo02
449,Damontae Kazee,ATL,27,DB,4,4,0,4,3,75.00%,54,18,13.5,0,116.7,16.3,48,6,4,0,0,0,0,20,2,9.10%,KazeDa00
450,Shaq Lawson,MIA,26,LOLB,14,7,0,2,1,50.00%,6,6,3,0,56.2,8,8,-2,19,6,14,4,25,32,2,5.90%,LawsSh00
451,Frankie Luvu,NYJ,24,LB,13,3,0,12,10,83.30%,106,10.6,8.8,1,131.2,4.8,53,53,27,3,2,2,7,25,6,19.40%,LuvuFr00
452,Kamal Martin,GNB,22,RILB,10,6,0,5,4,80.00%,47,11.8,9.4,0,105.8,2.2,15,32,12,1,1,1,3,24,3,11.10%,MartKa01
453,Raekwon McMillan,LVR,25,LB,16,4,0,7,5,71.40%,61,12.2,8.7,0,97.9,12.7,42,19,11,0,0,0,0,27,5,15.60%,McMiRa02
454,Carl Nassib,LVR,27,LDE,14,5,1,3,1,33.30%,12,12,4,0,6.9,6,11,1,0,6,6,2.5,15,28,7,20.00%,NassCa00
455,Isaac Rochell,LAC,25,RDE,16,6,0,1,1,100.00%,14,14,14,0,118.7,-4,-4,18,0,5,1,2.5,9,29,3,9.40%,RochIs00
456,Shy Tuttle,NOR,25,DT,13,3,0,0,0,,0,,,0,,,0,0,0,2,1,0,3,28,4,12.50%,TuttSh00
457,Brent Urban,CHI,29,DT,16,8,0,0,0,,0,,,0,,,0,0,0,4,1,2.5,8,36,1,2.70%,UrbaBr00
458,Carlos Watkins,HOU,27,LOLB,16,11,0,2,1,50.00%,5,5,2.5,0,56.2,-3,-4,9,0,3,0,2,5,27,1,3.60%,WatkCa00
459,K'Waun Williams,SFO,29,DB,8,4,0,20,15,75.00%,83,5.5,4.2,0,81.9,2.4,31,52,26,2,0,2,4,22,3,12.00%,WillKW00
460,Ahkello Witherspoon,SFO,25,DB,11,4,1,32,19,59.40%,177,9.3,5.5,2,82.4,9.8,112,65,2,1,0,0,1,20,1,4.80%,WithAh00
461,Daryl Worley,3TM,25,DB,10,5,0,18,12,66.70%,231,19.3,12.8,4,149.3,12.8,126,105,5,0,0,0,0,22,3,12.00%,WorlDa00
462,Terrence Brooks,NWE,28,DB,14,2,0,10,9,90.00%,160,17.8,16,0,118.7,15.6,96,64,10,0,1,0,1,23,3,11.50%,BrooTe00
463,Devin Bush Jr.,PIT,22,LILB,5,5,0,22,14,63.60%,151,10.8,6.9,1,98.9,6.7,95,56,27,1,0,1,3,26,4,13.30%,BushDe01
464,Tevaughn Campbell,LAC,27,DB,14,4,1,31,20,64.50%,251,12.6,8.1,4,115.7,10.8,156,95,6,0,1,0,1,22,2,8.30%,CampTe00
465,L.J. Collier,SEA,25,DE,16,16,0,1,1,100.00%,8,8,8,0,100,3,3,5,0,10,4,3,17,22,1,4.30%,CollLJ00
466,Michael Danna,KAN,23,DE,13,1,0,0,0,,0,,,0,,,0,0,10,3,3,2.5,9,25,3,10.70%,DannMi00
467,Todd Davis,MIN,28,LB,11,6,0,22,17,77.30%,214,12.6,9.7,1,122.2,4.6,74,140,16,0,0,1,1,35,5,12.50%,DaviTo01
468,Javon Hargrave,PHI,27,LDT,15,11,0,0,0,,0,,,0,,,0,0,0,9,2,4.5,17,38,4,9.50%,HargJa00
469,Jalyn Holmes,MIN,24,LDE,14,9,0,0,0,,0,,,0,,,0,0,1,8,4,0,12,36,3,7.70%,HolmJa01
470,Dean Marlowe,BUF,28,DB,15,4,2,13,9,69.20%,142,15.8,10.9,2,105.3,12.8,106,36,11,0,0,1.5,2,22,4,15.40%,MarlDe00
471,Bilal Nichols,CHI,24,NT,16,16,1,4,2,50.00%,10,5,2.5,0,16.7,-3.5,-10,20,0,3,7,5,16,40,3,7.00%,NichBi00
472,Ifeadi Odenigbo,MIN,26,LDE/RDE,15,15,0,1,1,100.00%,41,41,41,1,158.3,2,2,39,1,12,11,3.5,26,35,4,10.30%,OdenIf00
473,Jamal Perry,MIA,26,DB,13,1,0,7,5,71.40%,52,10.4,7.4,0,92.6,6,22,30,2,0,0,0,0,26,2,7.10%,WiltJo01
474,Richard Sherman,SFO,32,LCB,5,5,1,29,21,72.40%,199,9.5,6.9,4,116.2,8.5,108,91,2,0,0,0,0,18,2,10.00%,SherRi00
475,Daniel Thomas,JAX,22,S,10,2,1,8,4,50.00%,25,6.3,3.1,0,17.2,8.9,6,19,7,0,0,0,0,18,2,10.00%,ThomDa07
476,Jalen Thompson,ARI,22,FS,5,4,0,12,8,66.70%,79,9.9,6.6,0,85.1,7.8,50,29,3,0,0,0,0,19,2,9.50%,ThomJa04
477,Desmond Trufant,DET,30,LCB,6,6,1,32,22,68.80%,259,11.8,8.1,3,111.3,9.7,173,86,1,0,0,1,1,20,5,20.00%,TrufDe00
478,D.J. Wonnum,MIN,23,DE,14,2,0,1,0,0.00%,0,,0,0,39.6,-1,0,0,3,4,6,3,14,24,5,17.20%,WonnDJ00
479,Angelo Blackson,ARI,28,NT,16,9,0,0,0,,0,,,0,,,0,0,0,4,5,2.5,12,24,3,11.10%,BlacAn00
480,Tyeler Davison,ATL,28,RDT,16,15,0,0,0,,0,,,0,,,0,0,0,3,1,0.5,5,36,2,5.30%,DaviTy01
481,Sam Franklin,CAR,24,LB,14,4,0,11,5,45.50%,55,11,5,1,91.1,12,49,6,3,0,0,1,1,23,4,14.80%,FranSa00
482,Randy Gregory,DAL,28,DE,10,0,0,0,0,,0,,,0,,,0,0,0,3,8,3.5,16,21,1,4.50%,GregRa00
483,Javelin Guidry,NYJ,22,CB,11,2,0,16,13,81.30%,127,9.8,7.9,1,120.6,6.1,87,40,5,0,1,0,1,22,1,4.30%,GuidJa01
484,D.J. Hayden,JAX,30,DB,5,1,0,17,15,88.20%,158,10.5,9.3,1,125,6.3,89,69,12,0,1,0,1,18,4,18.20%,HaydDJ00
485,Marquis Haynes,CAR,27,LB,15,0,0,4,3,75.00%,13,4.3,3.3,0,78.1,3.5,8,5,2,4,2,4,10,18,3,14.30%,HaynMa01
486,B.J. Hill,NYG,25,DT,16,0,0,0,0,,0,,,0,,,0,0,0,3,2,1,6,32,1,3.00%,HillB.00
487,Malik Jackson,PHI,30,LDT,15,6,0,0,0,,0,,,0,,,0,0,0,5,10,2.5,18,28,2,6.70%,JackMa02
488,Jordan Jenkins,NYJ,26,ROLB/LOL,12,12,0,4,2,50.00%,30,15,7.5,0,75,-2.3,-9,39,47,7,3,2,13,32,5,13.50%,JenkJo01
489,Devon Kennard,ARI,29,DE,13,4,0,3,2,66.70%,37,18.5,12.3,0,109,2.7,5,32,60,2,6,3,11,19,2,9.50%,KennDe00
490,Javon Kinlaw,SFO,23,LDT,14,12,1,0,0,,0,,,0,,,0,0,0,6,2,1.5,10,33,0,0.00%,KinlJa00
491,Steve McLendon,2TM,34,DT/NT,15,6,0,0,0,,0,,,0,,,0,0,0,3,0,0,3,31,3,8.80%,McLeSt00
