Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
12,Lavonte David,TAM,29,RILB,16,16,1,90,57,63.30%,491,8.6,5.5,0,73,4,260,231,70,4,6,1,12,123,10,7.50%,DaviLa00
13,Tracy Walker,DET,24,FS,13,12,1,57,37,64.90%,535,14.5,9.4,5,117.2,12.5,357,178,3,1,0,0,1,103,13,11.20%,WalkTr01
14,Antoine Bethea,NYG,35,FS,16,16,1,40,29,72.50%,497,17.1,12.4,7,143.4,11.9,329,168,7,0,0,0,0,110,11,9.10%,BethAn20
15,Luke Kuechly*,CAR,28,RILB,16,16,2,68,46,67.60%,395,8.6,5.8,1,75.3,5.9,201,194,25,2,3,0,5,144,10,6.50%,KuecLu00
16,Shawn Williams,CIN,28,SS,16,15,1,51,40,78.40%,577,14.4,11.3,2,118.7,9.7,384,193,47,2,2,1,5,114,20,14.90%,WillSh02
17,Tahir Whitehead,OAK,29,LLB,16,16,0,66,52,78.80%,688,13.2,10.4,6,140.4,7.2,340,348,25,1,1,0,2,108,5,4.40%,WhitTa00
18,Landon Collins,WAS,25,SS,15,15,0,67,47,70.10%,467,9.9,7,5,114.5,8.1,253,214,27,1,1,1,3,117,16,12.00%,CollLa00
19,Todd Davis,DEN,27,RILB,14,14,0,79,61,77.20%,526,8.6,6.7,3,106.8,3.4,220,306,24,2,1,0,3,134,6,4.30%,DaviTo01
20,Cory Littleton,LAR,26,RILB,16,16,2,85,61,71.80%,535,8.8,6.3,4,94,4,242,293,64,2,1,3.5,7,134,5,3.60%,LittCo01
21,Jerome Baker,MIA,23,ROLB/RIL,16,15,1,49,37,75.50%,402,10.9,8.2,1,97.5,6.1,173,229,75,3,3,1.5,8,126,6,4.50%,BakeJe00
22,De'Vondre Campbell,ATL,26,LLB,16,15,2,61,50,82.00%,462,9.2,7.6,3,101,6.2,239,223,65,2,0,2,4,129,7,5.10%,CampDe00
23,Shaq Thompson,CAR,25,LILB,14,14,0,79,57,72.20%,466,8.2,5.9,2,95.2,3.2,142,324,46,2,2,3,7,109,11,9.20%,ThomSh01
24,Cole Holcomb,WAS,23,LILB,16,15,0,43,36,83.70%,343,9.5,8,2,115.4,3,82,261,25,4,1,1,7,105,12,10.30%,HolcCo00
25,Logan Ryan,TEN,28,LCB,16,16,4,103,68,66.00%,781,11.5,7.6,5,88.7,9.9,480,301,40,3,2,4.5,10,113,11,8.90%,RyanLo00
26,Devin Bush Jr.,PIT,21,LILB/RIL,16,15,2,68,46,67.60%,435,9.5,6.4,5,97.4,3.9,191,244,37,2,1,1,4,109,14,11.40%,BushDe01
27,Kyle Fuller*,CHI,27,LCB,16,16,3,106,75,70.80%,942,12.6,8.9,5,102,10,687,255,0,0,0,0,0,82,12,12.80%,FullKy00
28,Jessie Bates III,CIN,22,FS,16,16,3,48,30,62.50%,509,17,10.6,4,100.1,10.9,283,226,6,0,0,0,0,100,17,14.50%,BateJe00
29,Terrell Edmunds,PIT,22,SS,16,16,0,50,36,72.00%,514,14.3,10.3,4,131.6,11.5,405,109,19,0,2,0,2,105,11,9.50%,EdmuTe00
30,Shaquille Leonard*,IND,24,LLB,13,13,5,62,45,72.60%,424,9.4,6.8,1,62.8,4.2,152,272,53,5,0,5,11,121,5,4.00%,LeonDa00
31,Jordan Poyer,BUF,28,SS,16,16,2,36,25,69.40%,358,14.3,9.9,5,117.8,10.8,198,160,37,2,0,1,3,107,9,7.80%,PoyeJo00
32,Eric Kendricks*+,MIN,27,MLB,15,15,0,60,32,53.30%,363,11.3,6.1,2,82.8,7.9,205,158,60,4,1,0.5,6,110,10,8.30%,KendEr00
33,Jayon Brown,TEN,24,RILB,14,14,1,67,46,68.70%,396,8.6,5.9,0,77.7,3.6,129,267,28,4,0,1,5,105,6,5.40%,BrowJa06
34,Rashaan Evans,TEN,24,LILB,16,16,0,45,39,86.70%,415,10.6,9.2,1,112.5,5.7,181,234,34,2,2,2.5,7,111,17,13.30%,EvanRa01
35,Eric Weddle,LAR,34,FS,16,16,0,44,30,68.20%,371,12.4,8.4,1,101.6,9.4,191,180,5,1,1,0,2,108,10,8.50%,WeddEr99
36,Tavon Wilson,DET,29,SS,16,13,0,47,35,74.50%,237,6.8,5,1,92.2,4.7,119,118,27,1,1,1,3,98,13,11.70%,WilsTa00
37,Adrian Amos,GNB,26,SS,16,16,2,51,36,70.60%,421,11.7,8.3,1,85.5,9.6,273,148,24,1,1,1,3,84,5,5.60%,AmosAd00
38,Deion Jones,ATL,25,MLB/RLB,16,16,1,65,38,58.50%,427,11.2,6.6,4,92.3,4.4,143,284,36,2,3,0,5,110,13,10.60%,JoneDe01
39,K.J. Wright,SEA,30,RLB,16,16,3,90,64,71.10%,625,9.8,6.9,3,87.5,4.4,201,424,40,1,0,0,1,132,11,7.70%,WrigK.00
40,Vonn Bell,NOR,25,SS,13,13,1,51,35,68.60%,425,12.1,8.3,2,98.9,11.9,295,130,31,2,2,1.5,6,89,9,9.20%,BellVo00
41,Tremaine Edmunds*,BUF,21,MLB,16,16,1,52,34,65.40%,266,7.8,5.1,1,76.3,3.8,100,166,64,1,2,1.5,5,115,12,9.40%,EdmuTr01
42,Byron Murphy,ARI,21,LCB,16,16,1,112,78,69.60%,754,9.7,6.7,9,111.2,8.7,524,230,12,0,0,0,0,78,9,10.30%,MurpBy00
43,Roquan Smith,CHI,22,RILB,12,12,1,58,39,67.20%,347,8.9,6,0,75.9,3,85,262,23,2,0,2,4,101,4,3.80%,SmitRo07
44,Levi Wallace,BUF,24,LCB/RCB,16,16,2,105,69,65.70%,682,9.9,6.5,3,85.5,8.7,460,222,3,0,0,0,0,76,12,13.60%,WallLe00
45,Thomas Davis,LAC,36,LLB,16,16,0,66,43,65.20%,340,7.9,5.2,2,87.9,4.7,112,228,16,0,0,1,2,112,14,11.10%,DaviTh20
46,Tre Flowers,SEA,24,RCB,15,15,3,101,61,60.40%,708,11.6,7,1,72.5,9.2,421,287,7,0,0,2,2,82,15,15.50%,FlowTr01
47,Matt Milano,BUF,25,LLB,15,15,0,52,35,67.30%,213,6.1,4.1,3,94.5,2.3,63,150,62,3,4,1.5,9,101,16,13.70%,MilaMa00
48,Justin Simmons,DEN,26,FS,16,16,4,53,28,52.80%,288,10.3,5.4,1,43.6,10.2,179,109,2,1,0,0,1,93,8,7.90%,SimmJu00
49,Harrison Smith*,MIN,30,SS,15,15,3,33,21,63.60%,194,9.2,5.9,0,41.7,8.4,115,79,30,0,0,1,1,85,10,10.50%,SmitHa00
50,Dre Greenlaw,SFO,22,RLB,16,11,1,42,36,85.70%,265,7.4,6.3,0,83,2.7,51,214,36,2,1,1,4,92,2,2.10%,GreeDr00
51,Erik Harris,OAK,29,FS/SS,16,14,3,40,24,60.00%,349,14.5,8.7,4,90.5,14.4,229,120,13,0,0,0,0,74,7,8.60%,HarrEr00
52,Malcolm Jenkins,PHI,32,FS,16,16,0,56,35,62.50%,354,10.1,6.3,0,80.5,7.2,194,160,75,3,5,2.5,12,81,6,6.90%,JenkMa99
53,Tyrann Mathieu+,KAN,27,SS,16,16,4,80,45,56.30%,409,9.1,5.1,2,57.8,8.1,200,209,43,1,0,2,3,75,14,15.70%,MathTy00
54,Ha Ha Clinton-Dix,CHI,27,FS,16,16,2,44,26,59.10%,285,11,6.5,1,67,7.6,189,96,14,1,0,0,1,78,9,10.30%,ClinHa00
55,Taylor Rapp,LAR,22,SS,15,10,2,62,38,61.30%,373,9.8,6,1,70.2,5.6,211,162,22,0,1,0,1,100,3,2.90%,RappTa00
56,Jamal Adams*+,NYJ,24,SS,14,14,1,38,21,55.30%,187,8.9,4.9,2,75.2,6.6,129,58,90,3,6,6.5,16,75,4,5.10%,AdamJa00
57,Drue Tranquill,LAC,24,LB,15,3,0,37,30,81.10%,298,9.9,8.1,1,109.2,5.7,163,135,10,0,0,0,0,75,8,9.60%,TranDr00
58,Kevin Byard,TEN,26,FS,16,16,5,47,27,57.40%,422,15.6,9,3,69.1,11.8,308,114,10,0,0,0,0,84,2,2.30%,ByarKe01
59,Nick Vigil,CIN,26,LLB,16,16,1,56,38,67.90%,292,7.7,5.2,0,72.9,3,61,231,60,2,3,1,6,111,21,15.90%,VigiNi00
60,Joe Haden*,PIT,30,LCB,16,16,5,82,44,53.70%,487,11.1,5.9,5,66.5,11.7,349,138,1,0,1,0,1,65,10,13.30%,HadeJo99
61,Rashaan Melvin,DET,30,DB,13,12,0,92,58,63.00%,773,13.3,8.4,4,104.1,12.7,590,183,4,0,0,0,0,68,1,1.40%,MelvRa00
62,Mark Barron,PIT,30,LILB,15,9,1,71,52,73.20%,502,9.7,7.1,2,96.1,3.8,181,321,39,1,0,3,5,82,5,5.70%,BarrMa00
63,Jamie Collins,NWE,30,LLB,16,15,3,33,24,72.70%,168,7,5.1,0,46,1.4,20,148,90,6,2,7,16,81,12,12.90%,CollJa00
64,Darryl Roberts,NYJ,29,RCB,13,10,1,84,54,64.30%,593,11,7.1,6,103.9,9,441,152,7,1,1,0,2,63,4,6.00%,RobeDa00
65,Devin White,TAM,21,LILB,13,13,1,56,42,75.00%,348,8.3,6.2,1,89,4.3,145,203,75,0,2,2.5,5,91,12,11.70%,WhitDe02
66,Justin Reid,HOU,22,FS,15,15,2,48,30,62.50%,327,10.9,6.8,5,99.9,9,172,155,19,0,1,0,1,78,9,10.30%,ReidJu00
67,Jarrod Wilson,JAX,25,FS,16,16,2,41,28,68.30%,417,14.9,10.2,2,97.3,9.1,240,177,30,0,2,0,2,79,7,8.10%,WilsJa00
68,Mack Wilson,CLE,21,RLB,16,14,1,69,49,71.00%,471,9.6,6.8,2,93.3,5,146,325,84,3,1,1,5,82,13,13.70%,WilsMa03
69,Jonathan Bostic,WAS,28,RILB,16,16,1,67,51,76.10%,479,9.4,7.1,2,99,4.4,190,289,41,1,5,1,7,105,10,8.70%,BostJo00
70,Kevin King,GNB,24,RCB,15,14,5,85,50,58.80%,864,17.3,10.2,4,84.6,12.6,594,270,1,0,0,1,1,66,14,17.50%,KingKe01
71,Nick Kwiatkoski,CHI,26,LILB,16,8,1,37,22,59.50%,148,6.7,4,1,66,4.2,67,81,22,3,0,3,6,76,10,11.60%,KwiaNi00
72,Charvarius Ward,KAN,23,RCB,16,16,2,89,42,47.20%,629,15,7.1,1,65.2,12.5,430,199,3,1,0,0,1,74,5,6.30%,WardCh01
73,Trae Waynes,MIN,27,LCB,14,14,1,96,71,74.00%,719,10.1,7.5,5,107.9,10.1,557,162,2,0,0,0,0,58,5,7.90%,WaynTr00
74,Sean Lee,DAL,33,LLB,16,13,1,47,38,80.90%,254,6.7,5.4,2,94.5,4.1,69,185,25,0,0,1,1,86,14,14.00%,LeexSe99
75,Ricardo Allen,ATL,28,SS,16,16,2,52,36,69.20%,372,10.3,7.2,5,105.6,7.6,202,170,9,1,0,0,1,85,8,8.60%,AlleRi00
76,Anthony Barr,MIN,27,RLB,14,14,1,55,40,72.70%,372,9.3,6.8,3,101.5,2.3,86,286,87,4,4,1.5,10,79,2,2.50%,BarrAn00
77,Carlton Davis,TAM,23,LCB,14,14,1,117,58,49.60%,648,11.2,5.5,6,80,10.7,513,135,1,0,0,0,0,60,10,14.30%,DaviCa02
78,Benardrick McKinney,HOU,27,LILB,14,14,0,39,35,89.70%,350,10,9,5,143.6,3.3,93,257,50,1,2,1,5,101,6,5.60%,McKiBe00
79,Xavier Rhodes*,MIN,29,RCB,15,15,0,81,66,81.50%,791,12,9.8,4,123.8,9.4,542,249,0,1,0,0,1,63,6,8.70%,RhodXa00
80,Eric Rowe,MIA,27,SS,16,15,1,71,41,57.70%,465,11.3,6.5,2,81,10.8,288,177,14,1,0,0,1,81,6,6.90%,RoweEr00
81,Rock Ya-Sin,IND,23,LCB/RCB,15,13,1,66,46,69.70%,637,13.8,9.7,3,109.2,12.2,489,148,3,0,0,0,0,62,4,6.10%,Ya-SRo00
82,Eli Apple,NOR,24,LCB,15,15,0,76,48,63.20%,683,14.2,9,2,100.9,11.4,483,200,1,0,1,0,1,58,6,9.40%,ApplEl00
83,Tre Boston,CAR,27,FS,16,16,3,36,22,61.10%,329,15,9.1,2,74.9,15.2,269,60,2,0,1,0,1,68,13,16.00%,BostTr00
84,Marlon Humphrey*+,BAL,23,LCB,16,15,3,88,51,58.00%,440,8.6,5,3,68.4,9.4,284,156,37,2,1,0,3,65,13,16.70%,HumpMa00
85,Nicholas Morrow,OAK,24,RLB,16,8,1,57,41,71.90%,420,10.2,7.4,2,97.1,4.2,146,274,33,2,4,0,6,73,10,12.00%,MorrNi00
86,Khari Willis,IND,23,SS,14,9,0,37,31,83.80%,269,8.7,7.3,3,124,5.4,110,159,23,1,1,0,2,71,8,10.10%,WillKh00
87,Nathan Gerry,PHI,24,RLB,16,12,2,43,29,67.40%,243,8.4,5.7,1,70.2,2.4,56,187,37,0,2,2.5,5,78,14,15.20%,GerrNa00
88,Vernon Hargreaves III,2TM,24,DB/RCB,15,11,1,101,70,69.30%,904,12.9,9,7,116.1,11.3,567,337,3,0,0,0,0,61,11,15.30%,HargVe00
89,Mike Hilton,PIT,25,DB,16,8,1,55,30,54.50%,352,11.7,6.4,3,84.8,8.4,229,123,54,2,3,1.5,7,65,4,5.80%,HiltMi01
90,Danielle Hunter*,MIN,25,LDE,16,16,0,2,1,50.00%,30,30,15,0,95.8,0,-3,33,0,17,4,14.5,36,70,2,2.80%,HuntDa01
91,David Mayo,NYG,26,RILB,16,13,0,29,19,65.50%,181,9.5,6.2,0,82.7,2.4,38,143,31,1,0,2,4,82,10,10.90%,MayoDa00
92,Bradley McDougald,SEA,29,SS,15,14,2,57,31,54.40%,356,11.5,6.2,0,58.8,11.7,267,89,21,2,1,0.5,4,70,12,14.60%,McDoBr01
93,Steven Nelson,PIT,26,RCB,15,15,1,74,37,50.00%,491,13.3,6.6,0,65.8,13.1,393,98,1,0,0,0,0,61,6,9.00%,NelsSt01
94,Damien Wilson,KAN,26,MLB,16,16,0,50,35,70.00%,255,7.3,5.1,2,95,3,69,186,49,1,2,1.5,5,81,6,6.90%,WilsDa02
95,Xavier Woods,DAL,24,FS,15,15,2,33,24,72.70%,250,10.4,7.6,1,79.1,6.4,140,110,0,0,0,0,0,77,8,9.40%,WoodXa00
96,James Bradberry,CAR,26,RCB,15,15,3,97,58,59.80%,644,11.1,6.6,1,70.1,12.1,477,167,2,0,0,1,1,65,9,12.20%,BradJa00
97,James Burgess,NYJ,25,MLB,10,10,1,65,44,67.70%,467,10.6,7.2,3,97.4,3.7,175,292,48,2,0,0.5,3,80,9,10.10%,BurgJa01
98,Cameron Heyward*+,PIT,30,DT,16,16,0,4,2,50.00%,17,8.5,4.3,0,61.5,-3,-8,25,0,11,12,9,33,83,6,6.70%,HeywCa01
99,Anthony Hitchens,KAN,27,LLB,15,15,0,40,31,77.50%,340,11,8.5,1,110.4,3.4,96,244,37,1,1,2,5,88,12,12.00%,HitcAn00
100,Eddie Jackson*,CHI,26,FS,16,16,2,43,23,53.50%,233,10.1,5.4,1,57.6,8.7,138,95,9,1,0,1,2,60,11,15.50%,JackEd01
101,Alexander Johnson,DEN,28,LILB,15,12,1,42,34,81.00%,236,6.9,5.6,0,80.2,1,16,220,50,2,2,1.5,6,93,8,7.90%,JohnAl01
102,Jabrill Peppers,NYG,24,SS,11,11,1,36,23,63.90%,268,11.7,7.4,1,84,7.3,155,113,27,3,2,0,6,76,11,12.60%,PeppJa00
103,Kenny Vaccaro,TEN,28,SS,16,16,1,53,38,71.70%,453,11.9,8.5,4,114.7,9.3,272,181,43,2,1,1,4,84,4,4.50%,VaccKe00
104,Jimmie Ward,SFO,28,FS,13,13,0,31,18,58.10%,172,9.6,5.5,3,105.8,7.7,107,65,2,0,0,1,1,65,3,4.40%,WardJi01
105,Daryl Worley,OAK,24,LCB,15,15,1,86,46,53.50%,711,15.5,8.3,5,95.6,11,447,264,2,1,0,0,1,58,8,12.10%,WorlDa00
106,Jaire Alexander,GNB,22,LCB,16,16,2,110,59,53.60%,831,14.1,7.6,5,85.8,11.1,519,312,0,0,0,0,0,58,8,12.10%,AlexJa00
107,A.J. Bouye,JAX,28,RCB,14,14,1,92,60,65.20%,855,14.3,9.3,3,101.5,11.2,483,372,0,0,0,0,0,65,5,7.10%,BouyA.00
108,Micah Hyde,BUF,29,FS,16,16,1,32,21,65.60%,260,12.4,8.1,0,77.6,8,166,94,11,2,1,0,3,72,11,13.30%,HydeMi00
109,Jackrabbit Jenkins,2TM,31,DB/RCB,15,14,5,88,49,55.70%,572,11.7,6.5,4,67,10.7,436,136,7,0,0,0,0,61,9,12.90%,JenkJa03
110,Marcus Maye,NYJ,26,FS,16,16,1,32,16,50.00%,321,20.1,10,3,103.8,15.7,230,91,5,0,0,0,0,65,6,8.50%,MayeMa00
111,Kenny Moore,IND,24,LCB,11,11,2,60,42,70.00%,356,8.5,5.9,1,76.8,6.6,220,136,30,2,1,2.5,6,61,5,7.60%,MoorKe03
112,Isaiah Oliver,ATL,23,LCB,16,16,0,98,65,66.30%,908,14,9.3,5,113,10.4,527,381,1,0,1,0,1,62,7,10.10%,OlivIs00
113,Denzel Perryman,LAC,27,MLB,14,10,1,27,19,70.40%,171,9,6.3,0,71.7,5,97,74,3,0,0,0,0,68,11,13.90%,PerrDe00
114,Germaine Pratt,CIN,23,RLB,16,9,0,23,18,78.30%,215,11.9,9.3,1,120.1,4.5,84,131,28,2,0,0,2,76,7,8.40%,PratGe00
115,Danny Trevathan,CHI,29,LILB,9,9,0,32,28,87.50%,280,10,8.8,1,113.5,2.6,61,219,34,1,3,1,5,70,3,4.10%,TrevDa00
116,Jordan Whitehead,TAM,22,FS,14,14,1,42,24,57.10%,373,15.5,8.9,2,92.7,11.8,234,139,58,3,1,0,4,69,11,13.80%,WhitJo03
117,Bud Dupree,PIT,26,ROLB,16,16,0,8,7,87.50%,67,9.6,8.4,0,101.6,-0.4,-9,76,98,11,5,11.5,28,68,12,15.00%,DuprAl00
118,Chidobe Awuzie,DAL,24,LCB,16,16,1,97,58,59.80%,726,12.5,7.5,3,89.1,12,510,216,1,0,1,0,1,79,11,12.20%,AwuzCh00
119,Deandre Baker,NYG,22,LCB,16,15,0,88,54,61.40%,850,15.7,9.7,6,116.2,12.4,587,263,0,0,0,0,0,61,6,9.00%,BakeDe00
120,Ross Cockrell,CAR,28,LCB,14,11,2,67,37,55.20%,450,12.2,6.7,1,68.6,10.4,255,195,6,0,0,0,0,62,12,16.20%,CockRo00
121,Kareem Jackson,DEN,31,SS,13,13,2,44,27,61.40%,278,10.3,6.3,2,75.8,8.4,179,99,3,1,0,0,1,71,9,11.30%,JackKa99
122,Alec Ogletree,NYG,28,LILB,13,13,1,53,44,83.00%,373,8.5,7,3,107,3.6,116,257,67,2,2,1,5,80,15,15.80%,OgleAl00
123,Bobby Okereke,IND,23,RLB,16,8,0,35,26,74.30%,200,7.7,5.7,1,97.3,6.5,100,100,14,1,0,1,2,65,2,3.00%,OkerBo00
124,Patrick Onwuasor,BAL,27,LILB,14,6,0,34,30,88.20%,424,14.1,12.5,0,118.6,5.2,141,283,63,3,3,3,9,64,6,8.60%,OnwuPa00
125,Brian Poole,NYJ,27,DB,14,10,1,64,40,62.50%,431,10.8,6.7,3,91.3,6.8,142,289,25,3,5,0,8,59,5,7.80%,PoolBr01
126,Richard Sherman*,SFO,31,LCB,15,15,3,69,43,62.30%,368,8.6,5.3,1,63,8.9,257,111,1,1,0,0,1,61,7,10.30%,SherRi00
127,Tre'Davious White*+,BUF,24,RCB/LCB,15,15,6,90,45,50.00%,590,13.1,6.6,0,43.3,9.9,360,230,6,0,0,1,1,58,9,13.40%,WhitTr01
128,Joey Bosa*,LAC,24,LDE,16,16,0,1,1,100.00%,13,13,13,0,118.7,-3,-3,16,0,25,16,11.5,54,67,9,11.80%,BosaJo00
129,Justin Coleman,DET,26,RCB,16,11,1,103,65,63.10%,811,12.5,7.9,6,102.9,10.3,497,314,16,2,1,0,3,54,7,11.50%,ColeJu01
130,Dont'a Hightower*,NWE,29,MLB,15,15,0,29,20,69.00%,195,9.8,6.7,2,110.6,3,59,136,78,6,6,5.5,19,71,3,4.10%,HighDo01
131,Mychal Kendricks,SEA,29,LLB,14,14,1,42,36,85.70%,320,8.9,7.6,2,104.4,3.4,84,236,59,2,0,3,5,71,19,21.10%,KendMy00
132,A.J. Klein,NOR,28,RLB,15,15,1,52,36,69.20%,376,10.4,7.2,4,107.5,5.3,184,192,53,2,2,2.5,7,69,7,9.20%,KleiAJ00
133,Jonathan Allen,WAS,24,LDE,15,15,0,2,1,50.00%,4,4,2,0,56.2,-1.5,-2,6,0,12,2,6,21,68,4,5.60%,AlleJo01
134,Sam Hubbard,CIN,24,RDE,15,15,0,7,5,71.40%,41,8.2,5.9,0,86,3,7,34,3,7,3,8.5,19,76,5,6.20%,HubbSa00
135,Damontae Kazee,ATL,26,FS,16,14,3,43,28,65.10%,323,11.5,7.5,1,66.3,8.2,159,164,10,0,0,0,0,74,11,12.90%,KazeDa00
136,Marshon Lattimore*,NOR,23,RCB,14,14,1,88,44,50.00%,612,13.9,7,3,79.4,11.7,432,180,1,0,0,0,0,57,5,8.10%,LattMa01
137,Devin McCourty,NWE,32,FS,16,16,5,33,20,60.60%,220,11,6.7,2,61,8.6,95,125,16,1,0,0,1,58,5,7.90%,McCoDe99
138,Rodney McLeod,PHI,29,SS,16,16,2,32,20,62.50%,251,12.6,7.8,2,81.6,9,173,78,25,5,0,1,6,76,13,14.60%,McLeRo00
139,Patrick Peterson,ARI,29,RCB,10,10,2,73,48,65.80%,621,12.9,8.5,4,99.2,9.2,354,267,2,0,0,1,1,53,6,10.20%,PetePa00
140,Shaquil Barrett*,TAM,27,ROLB,16,16,1,11,9,81.80%,66,7.3,6,0,53.8,0.5,7,59,174,14,16,19.5,51,58,6,9.40%,BarrSh00
141,Tramaine Brock,2TM,31,DB/RCB,14,11,0,63,41,65.10%,438,10.7,7,2,95.9,8.2,267,171,17,1,2,0,3,50,9,15.30%,BrocTr00
142,Chuck Clark,BAL,24,FS,16,12,1,35,22,62.90%,193,8.8,5.5,1,75.1,5.6,106,87,97,5,1,1,7,73,7,8.80%,ClarCh00
143,Shaquill Griffin*,SEA,24,LCB,14,14,0,77,44,57.10%,559,12.7,7.3,4,97.3,11.2,411,148,2,0,0,0,0,65,10,13.30%,GrifSh00
144,Devon Kennard,DET,28,LLB,16,15,0,13,11,84.60%,57,5.2,4.4,2,124.5,0.2,-5,62,50,13,10,7,30,58,11,15.90%,KennDe00
145,Montae Nicholson,WAS,24,FS,13,13,2,31,21,67.70%,253,12,8.2,6,105.2,11.8,201,52,3,0,0,0,0,61,10,14.10%,NichMo00
146,Damarious Randall,CLE,27,SS,11,11,0,42,24,57.10%,310,12.9,7.4,8,120,12.9,233,77,19,0,0,2.5,3,61,5,7.60%,RandDa00
147,Jalen Thompson,ARI,21,SS,15,9,1,30,25,83.30%,203,8.1,6.8,1,92.1,4.9,130,73,7,0,1,0,1,57,8,12.30%,ThomJa04
148,Prince Amukamara,CHI,30,RCB,15,15,0,71,47,66.20%,657,14,9.3,2,105.2,12.4,447,210,1,0,0,0,0,53,4,7.00%,AmukPr00
149,Minkah Fitzpatrick*+,2TM,23,DB/FS,16,16,5,32,20,62.50%,298,14.9,9.3,4,93,13.8,195,103,7,0,1,0,1,69,9,11.50%,FitzMi00
150,Stephon Gilmore*+,NWE,29,RCB,16,16,6,101,51,50.50%,599,11.7,5.9,0,44.1,11.5,382,217,0,0,0,0,0,53,6,10.20%,GilmSt00
151,Chris Harris Jr.,DEN,30,LCB,16,16,1,73,49,67.10%,677,13.8,9.3,3,104.7,11.1,456,221,1,0,0,0,0,56,2,3.40%,HarrCh01
152,Ronnie Harrison,JAX,22,SS,14,14,2,38,21,55.30%,308,14.7,8.1,1,68.7,8.8,155,153,30,1,0,2,3,71,8,10.10%,HarrRo02
153,Neville Hewitt,NYJ,26,RLB,12,12,2,51,26,51.00%,276,10.6,5.4,4,76.9,7,155,121,52,0,5,3,8,75,12,13.80%,HewiNe00
154,Jalen Ramsey*,2TM,25,DB/RCB,12,11,1,68,45,66.20%,549,12.2,8.1,1,89.6,11.2,448,101,0,0,0,0,0,50,2,3.80%,RamsJa00
155,Daniel Sorensen,KAN,29,DB,16,3,2,56,37,66.10%,354,9.6,6.3,1,74.6,5.5,148,206,29,0,2,0,2,57,4,6.60%,SoreDa01
156,Johnathan Joseph,HOU,35,LCB,14,11,1,78,50,64.10%,658,13.2,8.4,2,93.9,11.2,432,226,1,0,0,0,0,51,11,17.70%,JoseJo20
157,Matt Judon*,BAL,27,ROLB,16,16,0,11,8,72.70%,78,9.8,7.1,0,92.2,4.1,13,65,150,4,17,9.5,31,54,9,14.30%,JudoMa00
158,Harold Landry,TEN,23,ROLB,16,16,1,13,10,76.90%,102,10.2,7.8,2,106.4,4.8,47,55,86,18,5,9,32,68,14,17.10%,LandHa00
159,Haason Reddick,ARI,25,LILB,16,5,0,56,42,75.00%,345,8.2,6.2,6,126,4.9,124,221,90,3,3,1,7,76,11,12.60%,ReddHa00
160,Sheldon Richardson,CLE,29,RDT,16,15,0,2,2,100.00%,19,9.5,9.5,0,106.2,-8,-16,35,2,5,3,3,11,62,12,16.20%,RichSh00
161,Leighton Vander Esch,DAL,23,RLB,9,9,0,47,37,78.70%,351,9.5,7.5,2,112,4.9,87,264,19,0,1,0.5,2,72,13,15.30%,VandLe00
