Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
329,Jordan Richards,ATL,25,FS,15,12,0,30,21,70.00%,239,11.4,8,1,104.7,4.6,53,186,4,0,1,0,1,39,5,11.40%,RichJo00
330,Stephon Tuitt,PIT,25,RDE,14,14,0,1,1,100.00%,8,8,8,0,100,2,2,6,0,14,12,5.5,32,45,2,4.30%,TuitSt00
331,Leonard Williams,NYJ,24,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,8,12,5,26,42,10,19.20%,WillLe02
332,Tae Davis,NYG,22,LB,14,4,0,23,17,73.90%,198,11.6,8.6,1,114,4.7,103,95,14,1,2,2,5,33,7,17.50%,DaviTa00
333,Neville Hewitt,NYJ,25,LB,16,4,0,22,13,59.10%,156,12,7.1,1,96,5.4,70,86,10,0,0,1.5,2,39,4,9.30%,HewiNe00
334,Maurice Hurst Jr.,OAK,23,LDT,13,10,0,1,1,100.00%,0,0,0,0,79.2,-1,-1,1,0,2,0,4,6,31,0,0.00%,HursMa00
335,Sheldon Rankins,NOR,24,LDT,16,16,0,6,5,83.30%,28,5.6,4.7,0,86.1,1.8,6,22,0,12,5,8,25,40,3,7.00%,RankSh00
336,Sheldon Richardson,MIN,28,LDT,16,16,0,0,0,,0,,,0,,,0,0,0,12,7,4.5,25,49,4,7.50%,RichSh00
337,Za'Darius Smith,BAL,26,ROLB,16,8,0,8,5,62.50%,49,9.8,6.1,0,79.7,1.6,8,41,49,12,13,8.5,35,45,2,4.30%,SmitZa00
338,Charvarius Ward,KAN,22,DB,13,2,0,19,15,78.90%,182,12.1,9.6,1,124.1,11.1,156,26,0,0,0,0,0,30,0,0.00%,WardCh01
339,Ramik Wilson,LAR,26,LB,16,4,0,16,11,68.80%,84,7.6,5.3,0,81.2,1.1,16,68,3,0,0,0,0,35,1,2.80%,WilsRa00
340,Michael Bennett,PHI,33,LDE,16,10,0,2,2,100.00%,13,6.5,6.5,0,93.7,1.5,3,10,0,18,18,9,46,34,5,12.80%,BennMi99
341,Samson Ebukam,LAR,23,LOLB,16,14,1,13,8,61.50%,34,4.3,2.6,0,33.8,1.7,-11,45,79,19,4,3,26,40,11,21.60%,EbukSa00
342,Reuben Foster,SFO,24,RLB,6,6,0,24,16,66.70%,178,11.1,7.4,1,102.4,5.2,61,117,20,0,2,0,2,29,10,25.60%,FostRe00
343,Markus Golden,ARI,27,LDE,11,11,0,0,0,,0,,,0,,,0,0,3,6,4,2.5,13,30,1,3.20%,GoldMa00
344,Adam Gotsis,DEN,26,RDE,16,12,0,0,0,,0,,,0,,,0,0,0,2,4,3,9,38,2,5.00%,GotsAd00
345,Lawrence Guy,NWE,28,LDT,16,15,0,1,0,0.00%,0,,0,0,39.6,-5,0,0,0,3,9,1,13,59,2,3.30%,GuyxLa00
346,Nate Hairston,IND,24,RCB,13,7,0,30,22,73.30%,288,13.1,9.6,2,125.4,8.8,183,105,3,0,0,0,0,30,4,11.80%,HairNa00
347,Xavien Howard*,MIA,25,LCB,12,12,7,63,33,52.40%,433,13.1,6.9,5,61.2,14.4,253,180,2,0,0,0,0,35,6,14.60%,HowaXa00
348,Malik Jackson,JAX,28,RDT,16,10,0,2,2,100.00%,28,14,14,0,118.7,3.5,7,21,0,9,8,3.5,21,32,5,13.50%,JackMa02
349,Reggie Nelson,OAK,35,FS,11,7,2,22,15,68.20%,289,19.3,13.1,2,103.4,17.1,230,59,11,0,0,0,0,29,7,19.40%,NelsRe99
350,Yannick Ngakoue,JAX,23,LDE,16,16,0,4,2,50.00%,7,3.5,1.8,0,56.2,0.5,0,7,8,21,20,9.5,51,28,7,20.00%,NgakYa00
351,Alex Okafor,NOR,27,RDE,16,16,0,2,0,0.00%,8,,4,0,43.7,1.5,3,5,6,13,5,4,22,36,3,7.70%,OkafAl00
352,Will Parks,DEN,24,DB,16,3,1,28,18,64.30%,191,10.6,6.8,0,69.2,9.2,109,82,25,0,2,0,2,41,7,14.60%,ParkWi01
353,Robert Quinn,MIA,28,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,13,8,6.5,28,38,5,11.60%,QuinRo00
354,Nickell Robey-Coleman,LAR,26,DB,16,1,1,58,38,65.50%,295,7.8,5.1,3,87.9,5.4,101,194,0,0,0,0,0,37,7,15.90%,RobeNi00
355,Terrell Suggs,BAL,36,LOLB,16,16,0,10,6,60.00%,75,12.5,7.5,0,83.3,1.8,20,55,86,24,5,7,37,34,8,19.00%,SuggTe99
356,Xavier Williams,KAN,26,DT,16,4,0,0,0,,0,,,0,,,0,0,0,1,1,2.5,5,47,5,9.60%,WillXa00
357,Shareece Wright,HOU,31,DB,12,5,0,56,36,64.30%,437,12.1,7.8,4,112,12.1,262,175,0,0,0,0,0,32,6,15.80%,WrigSh00
358,Geno Atkins*,CIN,30,RDT,16,16,0,0,0,,0,,,0,,,0,0,1,16,9,10,35,45,2,4.30%,AtkiGe99
359,Ronald Blair,SFO,25,DE,16,0,0,1,1,100.00%,4,4,4,0,83.3,-1,-1,5,0,8,6,5.5,20,36,3,7.70%,BlaiRo00
360,Gareon Conley,OAK,23,RCB,15,14,3,59,36,61.00%,536,14.9,9.1,4,92.2,11.3,277,259,0,0,0,0,0,37,4,9.80%,ConlGa00
361,Brandon Copeland,NYJ,27,LOLB,16,10,0,5,3,60.00%,32,10.7,6.4,0,78.7,0.6,-1,33,39,14,8,5,27,35,4,10.30%,CopeBr00
362,Mike Ford,DET,23,DB,7,4,0,37,25,67.60%,443,17.7,12,1,117.3,12,280,163,0,0,0,0,0,25,2,7.40%,FordMi01
363,Marcell Harris,SFO,24,SS,8,5,0,15,12,80.00%,110,9.2,7.3,2,136.8,7.1,61,49,8,3,0,0,3,34,8,19.00%,HarrMa03
364,Ronnie Harrison,JAX,21,DB,14,8,1,18,14,77.80%,97,6.9,5.4,0,66,3.5,43,54,8,0,0,1,1,32,3,8.60%,HarrRo02
365,Dont'a Hightower,NWE,28,LLB,15,15,1,35,25,71.40%,236,9.4,6.7,1,87.3,4.3,90,146,105,8,3,1,12,48,4,7.70%,HighDo01
366,Jordan Jenkins,NYJ,24,ROLB,16,11,0,10,9,90.00%,118,13.1,11.8,1,149.2,3,25,93,58,9,5,7,22,35,2,5.40%,JenkJo01
367,Harold Landry,TEN,22,LB,15,3,0,7,5,71.40%,36,7.2,5.1,0,83,0.6,1,35,26,14,7,4.5,26,44,7,13.70%,LandHa00
368,Sherrick McManis,CHI,31,DB,15,0,1,33,18,54.50%,149,8.3,4.5,1,63.8,10.3,77,72,13,2,1,1,4,26,2,7.10%,McMaSh99
369,Emmanuel Ogbah,CLE,25,RDE,14,14,0,0,0,,0,,,0,,,0,0,3,17,4,3,26,40,4,9.10%,OgbaEm00
370,Teez Tabor,DET,23,DB,12,4,0,27,17,63.00%,335,19.7,12.4,3,143.3,13,266,69,1,0,0,0,0,28,1,3.40%,TaboTe00
371,Solomon Thomas,SFO,23,LDE,16,13,0,1,1,100.00%,22,22,22,0,118.7,15,15,7,0,13,5,1,19,31,6,16.20%,ThomSo00
372,Levi Wallace,BUF,23,RCB,7,7,0,26,13,50.00%,123,9.5,4.7,1,76.3,8.5,100,23,2,0,1,0,1,37,4,9.80%,WallLe00
373,Kerry Wynn,NYG,27,DE,14,5,0,1,1,100.00%,2,2,2,0,79.2,-3,-3,5,0,8,0,1.5,10,39,4,9.30%,WynnKe00
374,Matthew Adams,IND,23,DB,16,5,0,12,10,83.30%,150,15,12.5,0,118.7,3.9,49,101,8,2,3,0,5,33,4,10.80%,AdamMa00
375,Marcell Dareus,JAX,28,LDT/RDT,15,15,0,1,1,100.00%,18,18,18,0,118.7,-9,-9,27,0,4,1,1,6,32,5,13.50%,DareMa00
376,Clayton Fejedelem,CIN,25,DB,16,1,0,12,10,83.30%,144,14.4,12,1,144.4,13,91,53,5,0,1,0,1,35,2,5.40%,FejeCl00
377,Dante Fowler,2TM,24,DE/ROLB,15,6,0,4,2,50.00%,13,6.5,3.3,0,57.3,-0.5,5,8,16,16,4,4,24,30,5,14.30%,FowlDa00
378,Shelby Harris,DEN,27,DE,16,0,1,2,1,50.00%,-5,-5,-2.5,0,16.7,-4,-10,5,0,1,5,1.5,8,39,3,7.10%,HarrSh00
379,Matthew Ioannidis,WAS,24,RDE/NT,14,9,0,0,0,,0,,,0,,,0,0,0,5,3,7.5,16,31,1,3.10%,IoanMa01
380,Anthony Levine,BAL,31,DB,16,0,1,25,18,72.00%,151,8.4,6,1,83.9,5.9,65,86,41,1,0,1,2,28,2,6.70%,LeviAn00
381,Doug Middleton,NYJ,25,DB,7,4,0,10,5,50.00%,97,19.4,9.7,2,123.7,15.5,72,25,3,0,0,0,0,27,1,3.60%,MiddDo01
382,David Onyemata,NOR,26,DT,16,4,0,0,0,,0,,,0,,,0,0,0,10,0,4.5,15,35,2,5.40%,OnyeDa00
383,D.J. Reader,HOU,24,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,4,1,2,7,33,4,10.80%,ReadD.00
384,Frostee Rucker,OAK,35,LDE,15,15,0,2,1,50.00%,5,5,2.5,0,56.2,8.5,-3,8,0,6,3,0,9,37,6,14.00%,RuckFr99
385,Akeem Spence,MIA,27,RDT,16,16,0,2,1,50.00%,11,11,5.5,0,66.7,-1.5,-3,14,0,7,5,2,14,42,4,8.70%,SpenAk00
386,Olivier Vernon*,NYG,28,ROLB,11,11,0,1,1,100.00%,0,0,0,0,79.2,-5,-5,5,15,8,13,7,29,30,1,3.20%,VernOl00
387,Stephen Weatherly,MIN,24,RDE,16,6,0,1,0,0.00%,0,,0,0,39.6,17,0,0,0,9,4,3,16,35,5,12.50%,WeatSt00
388,Henry Anderson,NYJ,27,DE,16,3,0,2,1,50.00%,0,0,0,0,56.2,-1.5,0,0,0,10,2,7,20,35,3,7.90%,AndeHe00
389,Shaquil Barrett,DEN,26,LB,13,0,0,8,6,75.00%,68,11.3,8.5,0,100,10.8,42,26,37,2,4,3,9,28,2,6.70%,BarrSh00
390,Andrew Billings,CIN,23,LDT,16,16,0,0,0,,0,,,0,,,0,0,0,6,4,2.5,13,32,3,8.60%,BillAn00
391,Kurt Coleman,NOR,30,SS,16,9,0,13,11,84.60%,108,9.8,8.3,1,126.9,4.5,35,73,14,2,0,0,2,32,5,13.50%,ColeKu99
392,Aaron Colvin,HOU,27,DB,10,2,0,30,22,73.30%,205,9.3,6.8,1,102.8,5.1,107,98,6,0,0,0,0,29,2,6.50%,ColvAa00
393,Javien Elliott,TAM,25,DB,15,5,1,29,24,82.80%,193,8,6.7,0,80,6.1,109,84,16,0,1,0,1,24,5,17.20%,ElliJa01
394,Everson Griffen,MIN,31,RDE,11,10,0,1,0,0.00%,0,,0,0,39.6,15,0,0,0,9,3,5.5,19,33,6,15.40%,GrifEv99
395,Leon Hall,OAK,34,DB,10,4,0,20,16,80.00%,181,11.3,9.1,0,104.4,5.8,74,107,10,0,1,0,1,25,3,10.70%,HallLe98
396,Da'Shawn Hand,DET,23,RDE,13,8,0,0,0,,0,,,0,,,0,0,0,6,0,3,9,27,1,3.60%,HandDa00
397,Margus Hunt,IND,31,RDE/LDT,15,15,0,1,1,100.00%,-8,-8,-8,0,79.2,-8,-8,0,0,6,2,5,14,30,1,3.20%,HuntMa00
398,J.C. Jackson,NWE,23,DB,13,5,3,45,22,48.90%,256,11.6,5.7,0,38.8,14.4,185,71,0,0,0,0,0,24,1,4.00%,JackJ.00
399,Cre'von LeBlanc,2TM,24,DB,11,4,0,42,27,64.30%,349,12.9,8.3,1,98.2,7.2,171,178,3,0,0,0,0,27,3,10.00%,LeBlCr01
400,Jordan Lucas,KAN,25,DB,16,4,1,13,8,61.50%,106,13.3,8.2,2,94.9,11.2,74,32,3,1,0,1,2,32,4,11.10%,LucaJo00
401,Brandon Marshall,DEN,29,RILB,11,7,0,28,17,60.70%,176,10.4,6.3,0,78.9,4.1,81,95,25,0,0,0,0,42,5,10.60%,MarsBr01
402,Kareem Martin,NYG,26,LOLB,16,7,0,7,6,85.70%,51,8.5,7.3,0,97,2.4,19,32,27,6,8,1.5,16,48,8,14.30%,MartKa00
403,Torry McTyer,MIA,23,DB,15,4,0,35,26,74.30%,413,15.9,11.8,2,132.2,11.6,290,123,2,0,0,0,0,30,3,9.10%,McTyTo00
404,Brandon Mebane,LAC,33,RDT,12,12,0,1,0,0.00%,0,,0,0,39.6,-9,0,0,0,0,2,1,3,40,1,2.40%,MebaBr99
405,Whitney Mercilus,HOU,28,LOLB,16,9,0,22,18,81.80%,162,9,7.4,0,97.3,3.5,55,107,89,13,7,4,26,39,8,17.00%,MercWh00
406,Mike Mitchell,IND,31,DB,8,4,1,12,10,83.30%,74,7.4,6.2,0,57.6,7.3,58,16,3,0,0,0,0,28,3,9.70%,MitcMi99
407,Carl Nassib,TAM,25,LDE,15,9,0,2,0,0.00%,0,,0,0,39.6,5,0,0,1,7,7,6.5,21,29,5,14.70%,NassCa00
408,Robert Nkemdiche,ARI,24,RDT,10,6,0,0,0,,0,,,0,,,0,0,0,2,4,4.5,11,32,2,5.90%,NkemRo00
409,George Odum,IND,25,DB,16,2,1,12,8,66.70%,117,14.6,9.8,0,63.5,9.2,72,45,4,1,0,0,1,37,4,9.80%,OdumGe00
410,Malcolm Smith,SFO,29,RLB,12,5,0,17,11,64.70%,123,11.2,7.2,1,105.8,4.6,76,47,18,0,3,0,3,35,5,12.50%,SmitMa02
411,Kyle Williams*,BUF,35,LDT,16,16,0,1,0,0.00%,0,,0,0,39.6,-5,0,0,0,9,6,5,22,35,4,10.30%,WillKy20
412,Kyle Emanuel,LAC,27,RLB,16,7,0,13,10,76.90%,105,10.5,8.1,1,125.5,5.2,41,64,5,0,0,1,1,30,5,14.30%,EmanKy00
413,Johnathan Hankins,OAK,26,RDT,15,14,0,1,1,100.00%,7,7,7,0,95.8,-2,-2,9,0,2,2,0,4,36,8,18.20%,HankJo00
414,Abry Jones,JAX,27,LDT/RDT,15,6,0,1,1,100.00%,-1,-1,-1,0,79.2,-4,-4,3,0,3,0,1,4,29,2,6.50%,JoneAb00
415,Sidney Jones,PHI,22,DB,9,4,0,42,26,61.90%,249,9.6,5.9,2,94.2,7.9,141,108,3,1,0,0,1,25,6,19.40%,JoneSi00
416,Arden Key,OAK,22,RDE,16,10,0,3,2,66.70%,9,4.5,3,0,70.1,4.3,-2,11,5,10,8,1,19,30,6,16.70%,KeyxAr00
417,Steve McLendon,NYJ,32,NT,16,14,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,34,3,8.10%,McLeSt00
418,Dorian O'Daniel,KAN,24,LB,16,1,0,20,16,80.00%,109,6.8,5.5,0,89.4,1,11,98,10,1,1,0,2,34,7,17.10%,ODanDo00
419,Andrew Sendejo,MIN,31,SS,5,5,0,10,6,60.00%,153,25.5,15.3,1,137.5,16,109,44,2,0,0,0,0,27,0,0.00%,SendAn00
420,Vita Vea,TAM,23,RDT,13,8,0,0,0,,0,,,0,,,0,0,1,4,1,3,8,28,3,9.70%,VeaxVi00
421,Cameron Wake,MIA,36,LDE,14,14,0,2,2,100.00%,29,14.5,14.5,0,118.7,-0.5,-1,30,0,19,7,6,33,36,4,10.00%,WakeCa00
422,Brandon Williams*,BAL,29,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,2,0,1,3,34,3,8.10%,WillBr02
423,Eddie Yarbrough,BUF,25,DE,15,0,0,0,0,,0,,,0,,,0,0,1,3,0,0,3,29,1,3.30%,YarbEd01
424,Mario Addison,CAR,31,LDE,16,16,0,4,4,100.00%,19,4.8,4.8,0,86.5,2,8,11,0,9,1,9,20,35,4,10.30%,AddiMa00
425,Sharif Finch,TEN,23,LB,15,0,0,5,4,80.00%,24,6,4.8,0,86.7,4.2,6,18,11,3,0,1.5,5,27,1,3.60%,FincSh00
426,DaQuan Jones,TEN,27,LDE,16,16,0,1,1,100.00%,4,4,4,0,83.3,4,4,0,0,2,3,0,5,34,4,10.50%,JoneDa04
427,Kendrick Lewis,TEN,30,DB,13,3,0,14,9,64.30%,116,12.9,8.3,1,114,11.6,74,42,0,0,0,0,0,27,5,15.60%,LewiKe00
428,Tarvarius Moore,SFO,22,DB,16,2,0,25,17,68.00%,160,9.4,6.4,4,125,8,84,76,3,1,0,0,1,23,2,8.00%,MoorTa00
429,Bilal Nichols,CHI,22,RDE,14,6,0,1,1,100.00%,-1,-1,-1,0,79.2,-2,-2,1,0,5,1,3,10,28,0,0.00%,NichBi00
430,Isaiah Oliver,ATL,22,DB,14,2,1,27,16,59.30%,184,11.5,6.8,2,89.1,11.1,117,67,1,0,0,0,0,23,0,0.00%,OlivIs00
431,Domata Peko,DEN,34,NT,16,16,0,1,1,100.00%,0,0,0,0,79.2,0,0,0,0,0,2,0.5,3,31,4,11.40%,PekoDo20
432,Harrison Phillips,BUF,22,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,35,0,0.00%,PhilHa00
433,Michael Pierce,BAL,26,DT,14,2,0,0,0,,0,,,0,,,0,0,0,4,1,0,5,32,2,5.90%,PierMi00
434,Cameron Sutton,PIT,23,DB,15,1,1,29,20,69.00%,297,14.9,10.2,3,122.3,13.2,233,64,10,0,2,0,2,22,1,4.30%,SuttCa00
435,Quincy Wilson,IND,22,DB,13,5,1,40,26,65.00%,274,10.5,6.9,1,82.7,9.2,148,126,0,0,0,0,0,28,4,12.50%,WilsQu01
436,Tramaine Brock,DEN,30,RCB,12,5,0,43,22,51.20%,311,14.1,7.2,1,82.6,11.5,204,107,0,0,0,0,0,23,7,23.30%,BrocTr00
437,Malcom Brown,NWE,24,RDT,15,14,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,39,4,9.30%,BrowMa01
438,Jack Crawford,ATL,30,LDT,16,11,1,0,0,,0,,,0,,,0,0,0,11,2,6,20,35,4,10.30%,CrawJa00
439,Randy Gregory,DAL,26,DE,14,1,0,1,0,0.00%,0,,0,0,39.6,3,0,0,0,9,10,6,25,25,3,10.70%,GregRa00
440,Shaun Dion Hamilton,WAS,23,LB,16,4,0,4,3,75.00%,60,20,15,0,116.7,1,4,56,9,0,2,1.5,4,27,2,6.90%,DionSh00
441,Mike Hughes,MIN,21,DB,6,2,1,30,20,66.70%,274,13.7,9.1,2,104,9.8,157,117,0,0,0,0,0,22,4,15.40%,HughMi00
442,Ricky Jean-Francois,DET,32,LDT,16,11,0,0,0,,0,,,0,,,0,0,0,3,0,2,5,30,2,6.30%,JeanRi99
443,Tyler Lancaster,GNB,24,NT,12,5,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,26,0,0.00%,LancTy00
444,Clinton McDonald,OAK,31,DT,15,1,0,1,1,100.00%,-5,-5,-5,0,79.2,-5,-5,0,0,4,0,2,6,31,2,6.10%,McDoCl99
445,Derrick Morgan,TEN,29,LOLB,13,12,0,5,5,100.00%,51,10.2,10.2,0,109.2,4.6,23,28,12,11,4,0.5,16,25,4,13.80%,MorgDe99
446,Darius Phillips,CIN,23,DB,15,1,0,26,18,69.20%,133,7.4,5.1,0,81.1,10.2,67,66,1,0,0,0,0,22,3,12.00%,PhilDa02
447,Darius Philon,LAC,24,LDT,16,13,0,0,0,,0,,,0,,,0,0,0,8,4,4,17,33,5,13.20%,PhilDa01
448,Tanner Vallejo,CLE,24,LB,13,1,0,7,4,57.10%,40,10,5.7,1,113.1,1.9,13,27,5,1,0,0,1,27,5,15.60%,VallTa00
449,Jimmie Ward,SFO,27,FS,9,7,0,22,12,54.50%,193,16.1,8.8,2,114.4,12,153,40,5,0,0,0,0,24,1,4.00%,WardJi01
450,Jermaine Whitehead,2TM,25,DB,14,2,0,15,10,66.70%,103,10.3,6.9,1,108.5,6.3,59,44,23,1,0,1,2,24,4,14.30%,WhitJe02
451,Trevor Williams,LAC,25,LCB,9,7,1,39,29,74.40%,394,13.6,10.1,3,121.1,11.1,269,125,0,0,0,0,0,23,5,17.90%,WillTr05
452,Jarrod Wilson,JAX,24,DB,16,2,0,7,1,14.30%,-1,-1,-0.1,0,39.6,17.1,-1,0,6,1,0,0,1,21,0,0.00%,WilsJa00
453,Angelo Blackson,HOU,26,DT,16,4,0,2,1,50.00%,19,19,9.5,0,83.3,0.5,4,15,0,2,1,1,4,24,2,7.70%,BlacAn00
454,Joey Bosa,LAC,23,LDE,7,6,0,0,0,,0,,,0,,,0,0,0,8,3,5.5,17,23,3,11.50%,BosaJo00
455,Oren Burks,GNB,23,LB,14,4,0,9,7,77.80%,69,9.9,7.7,0,98.6,7.9,26,43,6,0,0,0,0,24,2,7.70%,BurkOr00
456,Josh Harvey-Clemons,WAS,24,DB,16,0,0,24,14,58.30%,89,6.4,3.7,0,66.1,4.5,28,61,19,1,1,1,3,22,4,15.40%,HarvJo01
457,Michael Johnson,CIN,31,RDE,15,15,1,0,0,,0,,,0,,,0,0,0,8,1,0.5,10,33,4,10.80%,JohnMi98
458,Shaq Lawson,BUF,24,LDE,14,6,0,4,1,25.00%,14,14,3.5,0,41.7,7.5,10,4,0,7,7,4,18,30,3,9.10%,LawsSh00
459,Parry Nickerson,NYJ,24,DB,16,2,0,34,25,73.50%,257,10.3,7.6,2,114.5,7.2,157,100,7,0,0,0,0,21,1,4.50%,NickPa00
460,Uchenna Nwosu,LAC,22,LB,16,3,0,2,1,50.00%,8,8,4,0,60.4,9,1,7,18,6,4,3.5,14,28,3,9.70%,NwosUc00
461,Mark Nzeocha,SFO,28,LB,16,3,0,9,7,77.80%,67,9.6,7.4,0,97.7,3.9,10,57,3,0,0,1,1,23,2,8.00%,NzeoMa00
462,Brian Orakpo,TEN,32,ROLB,13,13,0,9,7,77.80%,49,7,5.4,0,89.4,4.2,19,30,21,11,2,1.5,15,28,6,17.60%,OrakBr99
463,Isaac Rochell,LAC,23,DT,16,3,1,0,0,,0,,,0,,,0,0,0,6,1,5,13,29,2,6.50%,RochIs00
464,Sam Shields,LAR,31,DB,16,2,1,37,25,67.60%,444,17.8,12,4,133.2,11.1,292,152,0,0,0,0,0,22,6,21.40%,ShieSa00
465,Aqib Talib,LAR,32,RCB,8,8,1,31,20,64.50%,265,13.3,8.5,0,78,10,151,114,0,0,0,0,0,23,1,4.20%,TaliAq99
466,Tracy Walker,DET,23,DB,16,0,1,13,4,30.80%,69,17.3,5.3,1,43.4,22.8,61,8,0,0,0,0,0,21,2,8.70%,WalkTr01
467,David Amerson,ARI,27,DB,6,5,1,25,13,52.00%,118,9.1,4.7,1,61.7,11,91,27,2,0,0,0,0,21,3,12.50%,AmerDa00
468,Andre Branch,MIA,29,LB,14,1,0,1,0,0.00%,0,,0,0,39.6,12,0,0,3,8,3,1.5,13,25,6,19.40%,BranAn00
469,Morgan Burnett,PIT,29,DB,11,2,0,30,16,53.30%,222,13.9,7.4,0,77.4,13.2,177,45,13,0,2,0,2,30,2,6.30%,BurnMo99
470,Artie Burns,PIT,23,RCB,16,6,0,25,16,64.00%,289,18.1,11.6,5,143.2,15.6,232,57,1,0,0,0,0,22,2,8.30%,BurnAr00
471,Trevon Coley,CLE,24,RDT,16,14,0,2,1,50.00%,5,5,2.5,0,56.2,3,5,0,0,5,0,0.5,6,39,8,17.00%,ColeTr01
472,Tyrone Crawford,DAL,29,RDE,15,15,0,1,0,0.00%,0,,0,0,39.6,0,0,0,0,7,5,5.5,19,34,3,8.10%,CrawTy00
473,Deshazor Everett,WAS,26,DB,16,3,1,6,4,66.70%,39,9.8,6.5,0,45.1,5.7,11,28,3,0,0,0,0,26,4,13.30%,EverDe01
474,Justin Hardee,NOR,24,WR,16,0,1,14,11,78.60%,157,14.3,11.2,0,83.6,9.8,98,59,0,0,0,0,0,19,3,13.60%,HardJu01
475,Tom Johnson,2TM,34,DT,14,1,0,0,0,,0,,,0,,,0,0,0,6,0,4.5,11,24,2,7.70%,JohnTo01
476,Dion Jordan,SEA,28,DE,12,3,0,1,1,100.00%,7,7,7,0,95.8,-3,-3,10,0,7,4,1.5,13,22,1,4.30%,JordDi00
477,Frankie Luvu,NYJ,22,LB,14,1,0,6,5,83.30%,26,5.2,4.3,0,84.7,0.2,-5,31,34,9,8,3,20,22,7,24.10%,LuvuFr00
478,Josh Mauro,NYG,27,DE,12,4,0,0,0,,0,,,0,,,0,0,0,6,0,1,7,28,0,0.00%,MaurJo00
479,Gerald McCoy,TAM,30,LDT,14,14,0,1,1,100.00%,-1,-1,-1,0,79.2,-3,-3,2,0,6,11,6,24,28,1,3.40%,McCoGe99
480,Earl Mitchell,SFO,31,LDT,14,12,0,0,0,,0,,,0,,,0,0,0,2,3,0,5,28,2,6.70%,MitcEa99
481,Derrick Nnadi,KAN,22,NT,16,11,0,0,0,,0,,,0,,,0,0,0,3,0,0,3,35,3,7.90%,NnadDe00
482,Brent Urban,BAL,27,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,3,0,0.5,4,27,2,6.90%,UrbaBr00
483,Isaac Yiadom,DEN,22,DB,13,1,1,34,20,58.80%,258,12.9,7.6,3,99.9,12.1,206,52,0,0,0,0,0,20,3,13.00%,YiadIs00
484,Ray-Ray Armstrong,2TM,27,DB,15,1,0,13,11,84.60%,118,10.7,9.1,1,130.1,3.2,33,85,2,0,0,0,0,26,3,10.30%,ArmsRa01
485,Vic Beasley,ATL,26,LDE,16,9,0,6,4,66.70%,30,7.5,5,0,78.5,0.2,-9,39,22,13,2,5,20,20,11,35.50%,BeasVi00
486,Devante Bond,TAM,25,LLB,11,4,0,9,7,77.80%,121,17.3,13.4,0,118.7,4.9,38,83,8,1,1,0,2,22,1,4.30%,BondDe00
487,Bashaud Breeland,GNB,26,RCB,7,5,2,33,17,51.50%,239,14.1,7.2,0,49.9,10.2,114,125,9,3,0,0,3,20,5,20.00%,BreeBa00
488,Fadol Brown,2TM,25,DE,12,0,0,0,0,,0,,,0,,,0,0,0,2,3,0,5,20,3,13.00%,BrowFa00
489,Vontaze Burfict,CIN,28,RLB,7,7,0,19,16,84.20%,140,8.8,7.4,1,114.9,4.3,54,86,13,0,0,0,0,33,10,23.30%,BurfVo00
490,Ibraheim Campbell,3TM,26,DB,8,1,0,3,3,100.00%,20,6.7,6.7,0,94.4,5.7,17,3,1,0,0,0,0,19,0,0.00%,CampIb00
491,Bruce Carter,ATL,30,LB,11,0,0,6,4,66.70%,58,14.5,9.7,0,97.9,8.5,48,10,0,0,0,0,0,21,1,4.50%,CartBr00
492,Sean Chandler,NYG,22,DB,16,0,0,10,8,80.00%,167,20.9,16.7,1,152.1,15.8,117,50,10,0,1,1,2,18,1,5.30%,ChanSe00
493,Chuck Clark,BAL,23,DB,16,2,1,15,11,73.30%,99,9,6.6,3,102.5,9.5,52,47,8,2,0,0,2,21,4,16.00%,ClarCh00
494,P.J. Hall,OAK,23,LDT,14,6,0,2,2,100.00%,20,10,10,0,108.3,-3,-6,26,0,7,3,0,10,22,1,4.30%,HallP.00
495,Bruce Irvin,2TM,31,DE/RDE,16,9,0,4,1,25.00%,2,2,0.5,0,39.6,-1.5,2,0,9,5,3,6.5,15,19,2,9.50%,IrviBr00
496,Leon Jacobs,JAX,23,LB,12,3,0,5,5,100.00%,30,6,6,1,131.2,2.8,14,16,1,0,0,0,0,21,2,8.70%,JacoLe00
497,Akeem King,SEA,26,DB,16,1,0,15,11,73.30%,84,7.6,5.6,2,126.1,8.3,58,26,3,0,1,0,1,21,0,0.00%,KingAk00
498,Al-Quadin Muhammad,IND,23,DE,15,4,0,1,1,100.00%,8,8,8,0,100,-6,-6,14,0,3,2,0,5,28,0,0.00%,MuhaAl00
