Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
220,J.C. Jackson,NWE,25,LCB,16,11,9,80,0,30,14,0,0,3,0,0,0,40,34,6,1,0,,JackJ.00
221,Jaylon Johnson,CHI,21,RCB,13,13,0,0,0,0,15,,,,,,0,44,34,10,1,0,,JohnJa13
222,Cameron Jordan*,NOR,31,LDE,16,16,0,0,0,0,3,1,0,0,0,0,7.5,51,34,17,11,16,,JordCa00
223,DeMarcus Lawrence,DAL,28,DE,16,15,0,0,0,0,2,4,0,1,0,0,6.5,58,34,24,11,10,,LawrDe00
224,Emmanuel Moseley,SFO,24,RCB,12,8,1,51,0,51,9,,,,,0,0,47,34,13,0,0,,MoseEm00
225,Jason Pierre-Paul*,TAM,31,LOLB,16,16,2,15,0,15,6,4,0,2,0,0,9.5,55,34,21,7,14,,PierJa99
226,Brian Poole,NYJ,28,CB,9,7,2,15,0,13,7,,,,,0,1,44,34,10,2,2,,PoolBr01
227,Malik Reed,DEN,24,LOLB,16,13,0,0,0,0,1,1,0,0,0,0,8,53,34,19,8,17,,ReedMa01
228,Darryl Roberts,DET,30,DB,11,5,1,6,0,6,6,,,,,0,0,39,34,5,1,0,,RobeDa00
229,John Simon,NWE,30,RDE,16,16,0,0,0,0,3,,,,,0,2,53,34,19,4,4,,SimoJo01
230,Levi Wallace,BUF,25,RCB/LCB,12,12,2,0,0,0,8,,,,,0,0,48,34,14,1,1,,WallLe00
231,Chris Claybrooks,JAX,23,CB,13,4,0,0,0,0,3,0,1,0,0,0,0,39,33,6,1,0,,ClayCh02
232,Keion Crossen,HOU,24,DB,16,4,0,0,0,0,5,,,,,,0,46,33,13,0,0,,CrosKe00
233,Myles Garrett*+,CLE,25,LDE,14,14,0,0,0,0,2,4,0,2,0,0,12,48,33,15,10,18,,GarrMy00
234,Bryce Hall,NYJ,23,LCB,8,7,1,20,0,20,3,,,,,0,0,36,33,3,1,0,,HallBr02
235,Terez Hall,NWE,24,MLB,8,4,0,0,0,0,2,,,,,,0,50,33,17,0,0,,HallTe01
236,Sam Hubbard,CIN,25,LDE/RDE,13,13,0,0,0,0,3,1,0,0,0,0,2,62,33,29,5,11,,HubbSa00
237,Linval Joseph,LAC,32,RDT,16,16,,,0,,,,,,,,0,62,33,29,3,2,,JoseLi99
238,Jimmy Moreland,WAS,25,DB,16,5,1,32,0,32,1,1,0,0,0,0,0.5,44,33,11,1,2,,MoreJi00
239,Ryan Neal,SEA,25,DB,13,4,2,1,0,1,5,,,,,0,0,44,33,11,3,0,1,NealRy00
240,Elandon Roberts,MIA,26,LILB,13,11,,,0,,,1,0,1,0,0,1.5,61,33,28,8,4,,RobeEl00
241,Bradley Roby,HOU,28,LCB,10,10,1,0,0,0,7,0,0,1,0,0,0,37,33,4,2,0,,RobyBr00
242,Juan Thornhill,KAN,25,FS,16,8,1,20,0,20,3,,,,,0,0,41,33,8,0,1,,ThorJu00
243,Stephon Tuitt,PIT,27,DE,15,15,0,0,0,0,3,2,0,0,0,0,11,45,33,12,10,25,,TuitSt00
244,Chase Winovich,NWE,25,LDE,16,9,1,0,0,0,2,1,0,0,0,0,5.5,48,33,15,6,12,,WinoCh00
245,Mackensie Alexander,CIN,27,RLB,13,10,1,21,0,21,6,,,,,0,0,47,32,15,1,0,,AlexMa01
246,Anthony Brown,DAL,27,LCB,10,8,2,14,0,14,3,0,0,1,29,1,1,39,32,7,1,1,,BrowAn02
247,L.J. Fort,BAL,30,RILB,14,8,0,0,0,0,2,1,0,2,24,1,0,53,32,21,2,1,,FortL.00
248,Nathan Gerry,PHI,25,LLB,7,7,0,0,0,0,2,,,,,0,1,57,32,25,4,2,,GerrNa00
249,Christian Jones,DET,29,LLB,16,13,0,0,0,0,1,,,,,,0,57,32,25,2,1,,JoneCh05
250,Matt Judon*,BAL,28,ROLB,14,13,0,0,0,0,2,,,,,0,6,50,32,18,9,21,1,JudoMa00
251,Romeo Okwara,DET,25,RDE,16,9,0,0,0,0,1,3,0,1,0,0,10,44,32,12,11,18,1,OkwaRo01
252,Taylor Rapp,LAR,23,SS,9,5,1,0,0,0,3,1,0,0,0,0,0,44,32,12,1,0,,RappTa00
253,Chandon Sullivan,GNB,24,DB,16,10,1,7,1,7,6,,,,,0,0,41,32,9,0,0,,SullCh00
254,Jahlani Tavai,DET,24,MLB,16,10,,,0,,,2,0,1,0,0,0,58,32,26,2,1,,TavaJa00
255,Leighton Vander Esch,DAL,24,MLB,10,10,,,0,,,1,0,1,0,0,1,60,32,28,1,1,,VandLe00
256,Quinnen Williams,NYJ,23,RDE,13,13,0,0,0,0,3,2,0,0,0,0,7,55,32,23,10,14,,WillQu00
257,Chase Young*,WAS,21,LDE,15,15,0,0,0,0,4,4,0,3,57,1,7.5,44,32,12,10,12,,YounCh04
258,Leonard Floyd,LAR,28,ROLB,16,16,0,0,0,0,1,1,0,2,0,0,10.5,55,31,24,11,19,,FloyLe00
259,Aldon Smith,DAL,31,RDE,16,16,0,0,0,0,2,0,0,2,78,1,5,48,31,17,5,14,,SmitAl04
260,L'Jarius Sneed,KAN,23,DB,9,6,3,42,0,39,7,,,,,0,2,41,31,10,2,3,,SneeLJ00
261,Mykal Walker,ATL,23,RLB,16,6,0,0,0,0,1,1,,,,,0,45,31,14,1,2,,WalkMy00
262,P.J. Williams,NOR,27,DB,15,3,1,30,0,30,2,0,0,2,0,0,0,40,31,9,0,0,,WillP.00
263,Kenny Young,LAR,26,RILB,16,6,1,79,1,79,2,0,0,1,0,0,1,52,31,21,3,2,,YounKe03
264,Bashaud Breeland,KAN,28,RCB,11,11,2,29,0,29,9,1,0,1,0,0,0,38,30,8,1,0,,BreeBa00
265,Stephon Gilmore*,NWE,30,RCB,11,11,1,15,0,15,3,1,0,0,0,0,0,37,30,7,1,0,,GilmSt00
266,Cameron Heyward*,PIT,31,DT,15,15,1,0,0,0,3,,,,,0,4,54,30,24,7,19,,HeywCa01
267,Akiem Hicks,CHI,31,DE/DT,15,15,0,0,0,0,1,0,0,1,4,0,3.5,49,30,19,7,21,,HickAk00
268,Alex Highsmith,PIT,23,ROLB,16,5,1,2,0,2,1,,,,,0,2,48,30,18,5,6,,HighAl02
269,Kerry Hyder,SFO,29,RDE,16,14,,,0,,,0,0,1,14,0,8.5,49,30,19,10,18,,HydeKe01
270,Dexter Lawrence,NYG,23,LDE,16,15,0,0,0,0,2,,,,,0,4,53,30,23,6,10,,LawrDe03
271,David Long,TEN,24,RILB,14,5,0,0,0,0,2,1,,,,,0,54,30,24,2,0,,LongDa04
272,Jason McCourty,NWE,33,LCB,16,11,0,0,0,0,3,,,,,,0,42,30,12,0,0,,McCoJa99
273,Darius Phillips,CIN,25,LCB,12,8,1,21,0,21,12,2,0,0,0,0,0,38,30,8,2,2,,PhilDa02
274,Reggie Ragland,DET,27,MLB,16,6,0,0,0,0,1,1,0,0,0,0,1,52,30,22,4,3,,RaglRe00
275,Duke Riley,PHI,26,RLB,13,8,1,7,0,7,1,1,0,0,0,0,0.5,55,30,25,2,1,,RileDu00
276,Zach Sieler,MIA,25,LDE,16,8,,,0,,,,,,,0,3.5,48,30,18,11,11,,SielZa00
277,Joe Thomas,DAL,29,LB,15,4,0,0,0,0,2,,,,,,0,48,30,18,3,2,,ThomJo04
278,Darian Thompson,DAL,27,SS,15,7,1,3,0,3,1,1,0,0,0,0,0,43,30,13,0,1,,ThomDa05
279,Arik Armstead,SFO,27,LDE,16,16,0,0,0,0,3,,,,,0,3.5,49,29,20,6,13,,ArmsAr01
280,Chidobe Awuzie,DAL,25,DB,8,6,1,0,0,0,5,0,0,1,0,0,0,38,29,9,0,0,,AwuzCh00
281,Joey Bosa*,LAC,25,LDE,12,10,0,0,0,0,1,0,0,1,0,0,7.5,39,29,10,15,27,,BosaJo00
282,Willie Gay Jr.,KAN,22,RLB,16,8,0,0,0,0,3,1,0,0,0,0,1,39,29,10,3,1,,GayJWi00
283,DaQuan Jones,TEN,29,NT,16,16,,,0,,,1,0,0,0,0,2,49,29,20,4,6,,JoneDa04
284,Khalil Mack*,CHI,29,LOLB,16,16,1,33,0,33,3,3,0,2,0,0,9,50,29,21,11,13,1,MackKh00
285,Ben Niemann,KAN,25,LB,15,5,,,0,,,1,0,2,0,0,1,44,29,15,3,3,,NiemBe00
286,Preston Smith,GNB,28,LOLB,16,13,0,0,0,0,3,0,0,1,14,1,4,42,29,13,7,11,,SmitPr00
287,Tavierre Thomas,CLE,24,DB,16,3,,,0,,,1,0,1,0,0,1,30,29,1,2,1,,ThomTa01
288,Andrew Van Ginkel,MIA,25,LOLB,16,11,0,0,0,0,4,3,0,1,78,1,5.5,48,29,19,7,10,,VanGAn00
289,Nick Vigil,LAC,27,LB,15,2,0,0,0,0,1,1,0,2,44,0,2,50,29,21,3,0,,VigiNi00
290,Leonard Williams,NYG,26,DT,16,12,0,0,0,0,1,0,0,1,0,0,11.5,57,29,28,14,30,,WillLe02
291,Isaac Yiadom,NYG,24,RCB,16,10,0,0,0,0,5,1,0,0,0,0,0.5,46,29,17,0,1,,YiadIs00
292,Kenny Clark,GNB,25,NT,13,13,,,0,,,,,,,0,2,42,28,14,3,6,,ClarKe01
293,Fletcher Cox*,PHI,30,RDT,15,15,0,0,0,0,1,1,0,0,0,0,6.5,41,28,13,9,9,,CoxxFl00
294,Darqueze Dennard,ATL,29,CB,8,6,1,0,0,0,5,,,,,0,0,36,28,8,2,0,,DennDa00
295,Quinton Dunbar,SEA,28,RCB,6,6,1,0,0,0,5,,,,,0,0,30,28,2,2,0,,DunbQu00
296,Corn Elder,CAR,26,DB,16,1,0,0,0,0,3,1,,,,,0,40,28,12,1,0,,EldeCo00
297,Raven Greene,GNB,25,DB,10,0,1,17,0,17,5,1,0,0,0,0,1.5,44,28,16,1,3,,GreeRa02
298,Jeff Heath,LVR,29,FS,13,5,3,89,0,47,4,,,,,0,0,37,28,9,1,1,,HeatJe00
299,Byron Jones,MIA,28,LCB,14,14,2,15,0,15,4,1,1,0,0,0,0,37,28,9,0,0,,JoneBy00
300,Johnathan Joseph,2TM,36,DB/LCB,11,6,1,5,0,5,6,1,0,0,0,0,0,32,28,4,2,0,,JoseJo20
301,Montez Sweat,WAS,24,RDE,16,16,1,15,1,15,6,2,0,0,0,0,9,45,28,17,12,20,,SweaMo00
302,Christian Wilkins,MIA,25,LDE,14,12,1,8,0,8,5,0,0,1,0,0,1.5,47,28,19,4,3,,WilkCh00
303,Aaron Donald*+,LAR,29,DT,16,16,0,0,0,0,1,4,0,1,0,0,13.5,45,27,18,14,28,,DonaAa00
304,Rashad Fenton,KAN,23,DB,16,3,1,31,0,31,7,,,,,0,0,35,27,8,1,0,,FentRa00
305,Johnathan Hankins,LVR,28,LDT,16,16,,,0,,,0,0,1,0,0,1,48,27,21,1,4,,HankJo00
306,Marcell Harris,SFO,26,DB,16,4,0,0,0,0,3,2,0,2,0,0,0,37,27,10,0,0,,HarrMa03
307,C.J. Henderson,JAX,22,LCB,8,8,1,22,0,22,6,1,0,0,0,0,0,36,27,9,0,0,,HendCJ00
308,Grady Jarrett*,ATL,27,LDT,16,16,,,0,,,0,0,1,0,0,4,52,27,25,8,21,,JarrGr00
309,Will Parks,2TM,26,DB,10,3,,,0,,,,,,,0,1,31,27,4,3,1,,ParkWi01
310,Daron Payne,WAS,23,LDT,16,16,1,0,0,0,4,3,0,1,0,0,3,54,27,27,7,8,,PaynDa00
311,Troy Pride Jr.,CAR,22,RCB,14,8,0,0,0,0,2,,,,,,0,42,27,15,1,0,,PridTr00
312,Ndamukong Suh,TAM,33,LDE,16,16,0,0,0,0,2,1,0,0,0,0,6,44,27,17,9,19,,SuhxNd99
313,Ty Summers,GNB,25,LB,16,1,0,0,0,0,1,,,,,,0,39,27,12,0,0,,SummTy00
314,Cameron Sutton,PIT,25,DB,16,6,1,0,0,0,8,3,0,1,0,0,1,30,27,3,1,0,,SuttCa00
315,Tahir Whitehead,CAR,30,MLB,14,9,1,0,0,0,1,0,0,1,10,0,0,51,27,24,0,1,,WhitTa00
316,Deatrich Wise Jr.,NWE,26,LDE,16,7,,,0,,,0,0,1,0,1,2.5,49,27,22,2,11,,WiseDe00
317,Bradley Chubb*,DEN,24,ROLB,14,14,,,0,,,1,0,0,0,0,7.5,42,26,16,9,19,,ChubBr00
318,Will Harris,DET,25,SS,16,5,0,0,0,0,1,,,,,,0,35,26,9,0,0,,HarrWi02
319,Malik Harrison,BAL,22,RILB,16,6,0,0,0,0,1,,,,,,0,44,26,18,1,0,,HarrMa06
320,Lamar Jackson,NYJ,22,DB,13,6,0,0,0,0,2,,,,,,0,28,26,2,1,0,,JackLa02
321,Dre'Mont Jones,DEN,23,RDE,13,8,0,0,0,0,2,,,,,0,6.5,41,26,15,7,11,,JoneDr00
322,Pernell McPhee,BAL,32,LOLB,15,13,0,0,0,0,1,,,,,0,3,34,26,8,3,15,,McPhPe00
323,Troy Apke,WAS,25,FS,16,7,0,0,0,0,2,,,,,,0,35,25,10,0,0,,ApkeTr00
324,T.J. Carrie,IND,30,DB,15,2,2,47,1,47,8,0,1,1,25,0,0,32,25,7,1,0,,CarrTr00
325,Ashtyn Davis,NYJ,24,SS,10,6,0,0,0,0,1,0,0,1,0,0,0,36,25,11,1,0,,DaviAs00
326,Jarrad Davis,DET,26,LB,14,4,,,0,,,2,0,0,0,0,0.5,46,25,21,1,4,,DaviJa01
327,Devante Downs,NYG,25,LB,16,8,0,0,0,0,1,0,1,1,0,0,0,33,25,8,0,1,,DownDe00
328,Poona Ford,SEA,25,NT,16,16,,,0,,,1,0,0,0,0,2,40,25,15,8,9,,FordPo00
329,Chris Harris Jr.,LAC,31,DB,9,9,1,51,0,51,2,,,,,0,0.5,37,25,12,1,1,,HarrCh01
330,Emmanuel Ogbah,MIA,27,RDE,16,12,0,0,0,0,5,3,0,1,0,0,9,42,25,17,6,21,,OgbaEm00
331,Denzel Perryman,LAC,28,DB,13,6,0,0,0,0,1,1,0,0,0,0,1,48,25,23,3,2,,PerrDe00
332,Dalvin Tomlinson,NYG,26,NT,16,16,0,0,0,0,4,,,,,0,3.5,49,25,24,8,10,,TomlDa00
333,Jeremiah Attaochu,DEN,27,OLB,13,5,,,0,,,1,0,0,0,0,5,31,24,7,6,9,,AttaJe00
334,Cody Barton,SEA,24,LB,16,2,,,0,,,2,,,,,0,35,24,11,0,0,,BartCo00
335,Kris Boyd,MIN,24,DB,10,5,0,0,0,0,2,1,,,,,0,34,24,10,1,0,,BoydKr00
336,Landon Collins,WAS,26,SS,7,7,1,1,0,1,1,1,0,0,0,0,2,41,24,17,3,1,,CollLa00
337,William Gholston,TAM,29,RDE,16,12,0,0,0,0,2,0,0,1,1,0,3,44,24,20,8,20,,GholWi00
338,Ronnie Harrison,CLE,23,SS,11,7,1,47,1,47,7,0,0,1,0,0,1,38,24,14,0,1,,HarrRo02
339,Jeffery Simmons,TEN,23,DT,15,15,0,0,0,0,5,1,0,3,0,0,3,49,24,25,3,14,,SimmJe01
340,Josh Sweat,PHI,23,DE,14,3,0,0,0,0,2,3,0,0,0,0,6,38,24,14,9,12,,SweaJo00
341,Jacob Tuioti-Mariner,ATL,24,DT,16,0,0,0,0,0,2,1,0,3,1,0,1,31,24,7,1,5,,TuioJa00
342,Olivier Vernon,CLE,30,RDE,14,13,0,0,0,0,3,1,0,1,0,0,9,36,24,12,12,16,1,VernOl00
343,Mack Wilson,CLE,22,LLB,13,8,0,0,0,0,2,,,,,,0,39,24,15,1,0,,WilsMa03
344,Bud Dupree,PIT,27,ROLB,11,11,0,0,0,0,2,2,0,0,0,0,8,31,23,8,8,15,,DuprAl00
345,Deshazor Everett,WAS,28,FS,11,6,0,0,0,0,4,1,,,,,0,31,23,8,0,0,,EverDe01
346,Kyler Fackrell,NYG,29,ROLB/LOL,12,9,1,46,1,46,2,1,0,0,0,0,4,34,23,11,7,10,,FackKy00
347,Darnay Holmes,NYG,22,DB,12,5,1,0,0,0,5,0,0,1,0,0,0.5,30,23,7,0,2,,HolmDa01
348,Chris Jones*,KAN,26,LDT,15,14,0,0,0,0,4,2,0,0,0,0,7.5,36,23,13,3,28,1,JoneCh09
349,Arthur Maulet,NYJ,27,SS,11,5,1,20,0,20,5,,,,,0,1,29,23,6,0,1,,MaulAr00
350,Bradley McDougald,NYJ,30,SS,7,7,0,0,0,0,3,0,0,1,-2,0,0,36,23,13,0,0,,McDoBr01
351,Barkevious Mingo,CHI,30,LB,16,3,0,0,0,0,2,,,,,0,2.5,35,23,12,3,5,,MingBa00
352,Yannick Ngakoue,2TM,25,LB/LDE,15,8,0,0,0,0,1,4,0,0,0,0,8,23,23,0,7,11,,NgakYa00
353,Derrick Nnadi,KAN,24,RDT,15,15,,,0,,,,,,,,0,47,23,24,0,1,,NnadDe00
354,Larry Ogunjobi,CLE,26,RDT,15,15,,,0,,,1,0,0,0,0,2.5,46,23,23,5,6,,OgunLa00
355,Ed Oliver,BUF,23,RDT,16,16,0,0,0,0,3,1,0,0,0,0,3,33,23,10,6,6,,OlivEd00
356,Jimmy Smith,BAL,32,DB,11,5,0,0,0,0,1,0,0,1,4,0,1,27,23,4,2,1,,SmitJi03
357,Logan Wilson,CIN,24,LB,12,2,2,0,0,0,3,,,,,0,1,33,23,10,4,2,,WilsLo00
358,Tavon Wilson,IND,30,DB,15,2,0,0,0,0,1,0,0,1,0,0,0,26,23,3,2,0,,WilsTa00
359,Azeez Al-Shaair,SFO,23,LLB,16,5,1,0,0,0,2,1,0,0,0,0,0,35,22,13,1,1,,AlShAz00
360,Alex Anzalone,NOR,26,MLB,16,9,,,0,,,,,,,,0,41,22,19,3,0,,AnzaAl00
361,Anthony Averett,BAL,26,DB,10,4,0,0,0,0,7,,,,,,0,27,22,5,0,0,,AverAn00
362,Breon Borders,TEN,25,LCB,6,5,1,0,0,0,5,,,,,0,0,27,22,5,1,0,,BordBr00
363,Justin Coleman,DET,27,DB,11,5,0,0,0,0,1,,,,,,0,30,22,8,3,0,,ColeJu01
364,Folorunso Fatukasi,NYJ,25,NT,15,8,0,0,0,0,2,1,0,1,2,0,2,42,22,20,6,5,,FatuFo00
365,Trey Hendrickson,NOR,26,RDE,15,15,0,0,0,0,1,1,0,0,0,0,13.5,25,22,3,12,25,,HendTr00
366,Donte Jackson,CAR,25,LCB,14,13,3,110,0,66,11,,,,,0,0,34,22,12,1,0,,JackDo02
367,Jaleel Johnson,MIN,26,RDT,16,16,,,0,,,,,,,0,1.5,44,22,22,3,2,,JohnJa09
368,Kevin Johnson,CLE,28,RCB,13,6,0,0,0,0,3,1,0,1,0,0,0.5,35,22,13,0,3,,JohnKe04
369,Mario Addison,BUF,33,RDE,15,7,0,0,0,0,4,,,,,0,5,30,21,9,7,8,,AddiMa00
370,Dorance Armstrong Jr.,DAL,23,DE,16,2,0,0,0,0,2,1,0,1,0,0,0,33,21,12,1,1,,ArmsDo00
371,Damon Arnette,LVR,24,CB,9,7,0,0,0,0,2,,,,,,0,25,21,4,1,0,,ArneDa00
372,Derek Barnett,PHI,24,LDE,13,10,,,0,,,,,,,0,5.5,34,21,13,6,16,,BarnDe01
373,Essang Bassey,DEN,22,CB,12,3,1,26,0,26,2,0,0,1,0,0,0,23,21,2,3,0,,BassEs01
374,De'Vante Bausby,2TM,27,DB,11,3,0,0,0,0,5,,,,,,0,21,21,0,0,0,,BausDe00
375,A.J. Bouye,DEN,29,LCB,7,7,0,0,0,0,6,,,,,,0,23,21,2,0,0,,BouyA.00
376,Michael Brockers,LAR,30,DE,15,15,,,0,,,,,,,0,5,51,21,30,5,10,,BrocMi00
377,Derrick Brown,CAR,22,RDT/LDT,16,15,0,0,0,0,4,,,,,0,2,34,21,13,8,12,,BrowDe05
378,Jermaine Carter Jr.,CAR,25,MLB,16,7,0,0,0,0,1,0,0,1,19,0,0,46,21,25,2,0,,CartJe00
379,Frank Clark*,KAN,27,RDE,15,15,0,0,0,0,2,0,0,1,14,0,6,29,21,8,8,15,,ClarFr01
380,Jaylon Ferguson,BAL,25,DE,14,1,0,0,0,0,1,0,0,1,0,0,2,30,21,9,7,5,,FergJa02
381,Morgan Fox,LAR,26,DL,16,2,0,0,0,0,2,1,0,1,0,0,6,27,21,6,8,9,,FoxxMo00
382,Kamu Grugier-Hill,MIA,26,LB,15,1,,,0,,,0,0,1,0,0,1,28,21,7,1,2,,GrugKa00
383,Josh Jackson,GNB,24,RCB,12,5,0,0,0,0,2,,,,,0,0,26,21,5,1,0,,JackJo01
384,Sidney Jones,JAX,24,RCB,9,6,2,1,0,1,9,1,0,0,0,0,0,26,21,5,0,0,,JoneSi00
385,Steven Means,ATL,30,LDE,16,11,,,0,,,2,0,0,0,0,3,38,21,17,3,6,,MeanSt00
386,A.J. Moore,HOU,25,DB,11,5,0,0,0,0,1,1,0,0,0,0,1,35,21,14,1,2,,MoorA.00
387,Josh Norman,BUF,33,DB,9,3,1,16,1,16,4,1,0,2,7,0,0,24,21,3,2,0,,NormJo01
388,Will Redmond,GNB,27,DB,13,1,0,0,0,0,1,,,,,,0,28,21,7,0,2,,RedmWi00
389,Dawuane Smoot,JAX,25,LDE,16,7,,,0,,,2,0,0,0,0,5.5,25,21,4,5,17,,SmooDa00
390,Zach Allen,ARI,23,LDT,13,7,0,0,0,0,3,,,,,0,2,35,20,15,5,6,,AlleZa01
391,Denico Autry,IND,30,RDE,14,13,,,0,,,,,,,0,7.5,33,20,13,9,10,,AutrDe00
392,Chris Board,BAL,25,LB,16,2,0,0,0,0,1,1,0,0,0,0,2.5,31,20,11,2,5,,BoarCh00
393,Jack Crawford,TEN,32,DE,16,9,,,0,,,1,0,0,0,0,2,28,20,8,3,10,,CrawJa00
394,Maxx Crosby,LVR,23,RDE,16,16,0,0,0,0,1,0,0,1,0,0,7,39,20,19,14,13,,CrosMa00
395,Akeem Davis-Gaither,CIN,23,LB,16,2,1,0,0,0,3,,,,,0,0.5,31,20,11,0,2,,DaviAk01
396,Carlos Dunlap,2TM,31,DE/LOLB,15,10,0,0,0,0,4,,,,,0,6,32,20,12,8,18,,DunlCa99
397,Shelby Harris,DEN,29,LDE,11,11,0,0,0,0,7,1,0,0,0,0,2.5,32,20,12,4,11,,HarrSh00
398,Tanoh Kpassagnon,KAN,26,LDE,16,15,0,0,0,0,3,,,,,0,1,28,20,8,2,4,,KpasTa00
399,Greg Mabin,JAX,26,DB,5,4,0,0,0,0,3,,,,,,0,21,20,1,0,0,,MabiGr00
400,Uchenna Nwosu,LAC,24,LB,13,4,0,0,0,0,2,,,,,0,4.5,33,20,13,5,11,,NwosUc00
401,David Onyemata,NOR,28,LDT,15,15,1,3,0,3,2,,,,,0,6.5,44,20,24,10,16,,OnyeDa00
402,Jarran Reed,SEA,28,DT,16,16,0,0,0,0,1,1,0,0,0,0,6.5,38,20,18,5,14,,ReedJa02
403,Shamar Stephen,MIN,29,LDT,16,16,,,0,,,,,,,0,0.5,34,20,14,2,3,,StepSh00
404,Jaquiski Tartt,SFO,28,SS,7,7,1,16,0,16,4,,,,,0,0,30,20,10,1,0,,TartJa00
405,Jamar Taylor,SFO,30,DB,8,3,2,8,0,8,3,,,,,0,1,22,20,2,2,2,,TaylJa01
406,DeShawn Williams,DEN,28,NT,14,11,1,1,0,1,3,,,,,0,2,37,20,17,4,6,,WillDe04
407,Marcus Allen,PIT,24,DB,14,2,,,0,,,,,,,,0,30,19,11,2,2,,AlleMa03
408,Henry Anderson,NYJ,29,LDE,16,8,,,0,,,,,,,0,0.5,42,19,23,4,3,,AndeHe00
409,Tarell Basham,NYJ,26,LOLB,16,9,0,0,0,0,1,3,0,0,0,0,3.5,36,19,17,5,13,,BashTa00
410,Raekwon Davis,MIA,23,NT,16,12,,,0,,,,,,,,0,40,19,21,1,1,,DaviRa03
411,Rashan Gary,GNB,23,DE,15,4,0,0,0,0,1,0,0,1,1,0,5,35,19,16,5,11,,GaryRa00
412,Holton Hill,MIN,23,DB,4,2,0,0,0,0,3,,,,,0,1,24,19,5,0,0,,HillHo00
413,Justin Houston,IND,31,LDE,16,16,,,0,,,1,0,2,0,0,8,25,19,6,8,12,2,HousJu00
414,Jerry Hughes,BUF,32,LDE/RDE,15,15,1,-3,0,-3,3,2,0,2,21,1,4.5,29,19,10,4,11,,HughJe99
415,Justin Jones,LAC,24,LDT,13,12,,,0,,,,,,,0,1,34,19,15,5,4,,JoneJu03
416,Cre'von LeBlanc,PHI,26,DB,9,1,0,0,0,0,2,1,0,1,6,0,1,22,19,3,1,1,,LeBlCr01
417,Tyquan Lewis,IND,25,DE,16,4,0,0,0,0,2,,,,,0,4,24,19,5,8,6,,LewiTy00
418,Benson Mayowa,SEA,29,LOLB,13,9,0,0,0,0,3,2,0,1,13,0,6,24,19,5,7,9,,MayoBe00
419,Benardrick McKinney,HOU,28,LB,4,4,0,0,0,0,1,,,,,,0,37,19,18,1,0,,McKiBe00
420,Al-Quadin Muhammad,IND,25,DE,16,0,,,0,,,1,0,0,0,0,2,23,19,4,2,6,,MuhaAl00
421,Sharrod Neasman,ATL,29,DB,16,2,,,0,,,0,1,0,0,0,1,27,19,8,2,1,,NeasSh00
422,John Penisini,DET,23,RDT,16,12,,,0,,,0,0,1,0,0,1,35,19,16,4,0,,PeniJo00
423,Sheldrick Redwine,CLE,24,DB,15,3,1,8,0,8,1,,,,,0,0.5,27,19,8,0,1,,RedwSh00
424,Jerry Tillery,LAC,24,DE,16,11,0,0,0,0,2,2,0,1,0,0,3,30,19,11,3,14,,TillJe00
425,Brandon Williams,BAL,31,NT,13,13,0,0,0,0,2,,,,,,0,33,19,14,2,1,,WillBr02
426,Derek Wolfe,BAL,30,RDE,14,8,0,0,0,0,2,0,0,1,0,0,1,51,19,32,6,4,,WolfDe00
427,Ricardo Allen,ATL,29,SS,12,12,2,29,0,19,5,,,,,0,0,25,18,7,1,0,,AlleRi00
428,Adam Butler,NWE,26,DT,15,4,0,0,0,0,2,,,,,0,4,34,18,16,6,7,,ButlAd00
429,Calais Campbell*,BAL,34,LDE,12,12,0,0,0,0,6,,,,,0,4,28,18,10,5,10,,CampCa99
430,Samson Ebukam,LAR,25,LOLB,16,14,0,0,0,0,1,1,0,0,0,0,4.5,31,18,13,3,7,,EbukSa00
431,Clelin Ferrell,LVR,23,LDE,11,11,0,0,0,0,3,2,0,0,0,0,2,27,18,9,3,10,,FerrCl00
432,Phillip Gaines,HOU,29,DB,12,2,0,0,0,0,1,,,,,,0,24,18,6,0,0,,GainPh00
433,Adam Gotsis,JAX,28,RDE,16,14,0,0,0,0,3,1,,,,,0,37,18,19,4,3,,GotsAd00
434,Everson Griffen,2TM,33,DE,14,2,0,0,0,0,4,,,,,0,6,33,18,15,7,14,,GrifEv99
435,P.J. Hall,HOU,25,RDE,10,9,,,0,,,,,,,0,1,34,18,16,2,2,,HallP.00
436,Justin Hollins,LAR,24,LB,16,0,0,0,0,0,1,1,0,0,0,0,3,28,18,10,3,5,,HollJu00
437,Chris Jones,2TM,25,DB,9,3,,,0,,,,,,,,0,19,18,1,0,0,,JoneCh06
438,Carl Lawson,CIN,25,RDE,16,11,,,0,,,2,0,0,0,0,5.5,36,18,18,4,32,,LawsCa00
439,David Mayo,NYG,27,LB,11,2,,,0,,,1,,,,,0,29,18,11,2,0,,MayoDa00
440,Brennan Scarlett,HOU,27,ROLB,11,4,,,0,,,,,,,,0,28,18,10,0,1,,ScarBr00
441,M.J. Stewart,CLE,25,DB,16,0,2,51,0,30,3,,,,,0,1,22,18,4,2,1,,StewM.00
442,Deionte Thompson,ARI,23,FS,13,4,0,0,0,0,3,,,,,,0,27,18,9,0,1,,ThomDe06
