Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
138,D.J. Reed,SEA,24,RCB,10,8,2,21,0,20,7,0,1,2,0,0,0,62,46,16,2,0,,ReedD.00
139,Kyle Van Noy,MIA,29,ROLB/RIL,14,13,0,0,0,0,6,2,0,2,28,0,6,69,46,23,10,10,,VanNKy00
140,Damien Wilson,KAN,27,MLB,13,13,0,0,0,0,1,1,,,,,0,73,46,27,3,0,,WilsDa02
141,Jayon Brown,TEN,25,RILB,10,10,1,0,0,0,8,2,0,0,0,0,1,76,45,31,5,2,,BrowJa06
142,Cole Holcomb,WAS,24,LLB,11,10,1,0,0,0,1,,,,,0,2.5,72,45,27,6,4,,HolcCo00
143,Kevin King,GNB,25,RCB,11,11,0,0,0,0,5,1,0,1,48,0,0,57,45,12,0,1,,KingKe01
144,Devin McCourty,NWE,33,FS,16,16,2,62,1,43,6,,,,,0,0,68,45,23,2,0,,McCoDe99
145,Amani Oruwariye,DET,24,RCB,16,15,1,0,0,0,7,,,,,0,0,53,45,8,1,0,,OruwAm00
146,Jimmie Ward,SFO,29,FS,14,14,0,0,0,0,4,2,,,,,0,73,45,28,0,1,,WardJi01
147,Jarrod Wilson,JAX,26,FS,12,12,1,48,0,48,3,,,,,0,0,69,45,24,2,0,,WilsJa00
148,James Bradberry*,NYG,27,LCB,15,15,3,19,0,19,18,2,0,1,0,0,0,54,44,10,0,0,,BradJa00
149,Joe Haden,PIT,31,LCB,14,14,2,38,1,24,12,,,,,0,0,52,44,8,2,0,,HadeJo99
150,Erik Harris,LVR,30,FS,14,12,0,0,0,0,5,1,,,,,0,61,44,17,1,1,,HarrEr00
151,Anthony Hitchens,KAN,28,LLB,14,14,0,0,0,0,1,,,,,,0,78,44,34,2,4,,HitcAn00
152,Jackrabbit Jenkins,NOR,32,LCB,13,13,3,53,1,36,12,,,,,0,0,55,44,11,2,0,,JenkJa03
153,Micah Kiser,LAR,25,LILB,9,9,0,0,0,0,3,1,,,,,0,77,44,33,0,1,,KiseMi00
154,Tre'Davious White*,BUF,25,LCB/RCB,14,14,3,28,0,28,11,1,0,2,-1,0,1.5,57,44,13,2,3,,WhitTr01
155,Shaquil Barrett,TAM,28,ROLB,15,15,0,0,0,0,3,2,0,0,0,0,8,57,43,14,11,16,1,BarrSh00
156,Ronald Darby,WAS,26,RCB/LCB,16,16,0,0,0,0,16,0,0,1,0,0,0,55,43,12,1,0,,DarbRo00
157,Kyle Dugger,NWE,24,DB,14,7,,,0,,,,,,,0,0,64,43,21,1,0,,DuggKy00
158,Rodney McLeod,PHI,30,SS,13,13,1,21,0,21,7,0,0,2,50,1,0,66,43,23,3,0,,McLeRo00
159,Steven Nelson,PIT,27,RCB,15,15,2,3,0,3,9,0,0,1,0,0,0,48,43,5,2,0,,NelsSt01
160,Haason Reddick,ARI,26,LOLB,16,11,0,0,0,0,4,6,0,0,0,0,12.5,63,43,20,15,16,,ReddHa00
161,Isaiah Simmons,ARI,22,LB,16,7,1,12,0,12,2,1,0,1,0,0,2,54,43,11,4,3,,SimmIs00
162,T.J. Watt*+,PIT,26,LOLB,15,15,1,0,0,0,7,2,0,0,0,0,15,53,43,10,23,41,,WattT.00
163,Quandre Diggs*,SEA,27,FS,16,16,5,57,0,32,10,,,,,0,0,64,42,22,0,0,,DiggQu00
164,Jordan Fuller,LAR,22,SS,12,12,3,45,0,37,5,,,,,0,0,60,42,18,0,0,,FullJo01
165,Mike Hilton,PIT,26,DB,12,6,3,5,0,8,7,1,0,2,22,0,3,51,42,9,8,5,,HiltMi01
166,Brandon Jones,MIA,22,S,16,4,0,0,0,0,1,1,0,0,0,0,1,62,41,21,3,1,,JoneBr06
167,Jayron Kearse,DET,26,SS,11,7,0,0,0,0,2,1,,,,,0,59,41,18,0,1,,KearJa00
168,Jeff Okudah,DET,21,RCB,9,6,1,36,0,36,2,,,,,0,0,47,41,6,4,0,,OkudJe00
169,Sione Takitaki,CLE,25,RLB,15,12,1,50,1,50,1,,,,,0,1,67,41,26,2,2,,TakiSi00
170,Jaire Alexander*,GNB,23,LCB,15,15,1,-4,0,-4,13,1,0,0,0,0,1,51,40,11,2,1,1,AlexJa00
171,Xavien Howard*+,MIA,27,RCB,16,16,10,77,0,29,20,1,0,0,0,0,0,51,40,11,1,0,,HowaXa00
172,Desmond King,2TM,26,DB/RCB,15,8,0,0,0,0,2,0,0,1,63,1,2,55,40,15,2,2,,KingDe01
173,Jourdan Lewis,DAL,25,DB,15,13,0,0,0,0,2,0,0,1,0,0,2,59,40,19,7,1,,LewiJo01
174,Byron Murphy,ARI,22,RCB,15,7,0,0,0,0,8,0,0,2,3,0,2,51,40,11,3,2,,MurpBy00
175,Grover Stewart,IND,27,RDT,16,16,0,0,0,0,1,,,,,0,0.5,53,40,13,6,5,,StewGr00
176,Kwon Alexander,2TM,26,LLB,12,12,0,0,0,0,4,2,0,2,20,0,1,57,39,18,3,2,,AlexKw00
177,Pierre Desir,2TM,30,DB,12,8,3,58,1,35,8,1,0,0,0,0,0,49,39,10,2,0,,DesiPi00
178,Bobby McCain,MIA,27,SS,16,15,1,19,0,19,5,,,,,0,0,46,39,7,0,2,,McCaBo01
179,Robert Spillane,PIT,25,LILB,12,7,1,33,1,33,4,0,0,1,0,0,2,45,39,6,4,3,,SpilRo00
180,Marcus Williams,NOR,24,FS,14,14,3,37,0,20,7,,,,,0,0,59,39,20,0,0,,WillMa06
181,Kendall Fuller,WAS,25,LCB/RCB,14,14,4,0,0,0,11,,,,,0,0,50,38,12,1,0,,FullKe00
182,William Jackson III,CIN,28,RCB,14,14,1,30,0,30,11,,,,,0,0,45,38,7,1,0,,JackWi02
183,LeShaun Sims,CIN,27,LCB,13,10,1,0,0,0,4,,,,,0,0,52,38,14,0,0,,SimsLe00
184,Charvarius Ward,KAN,24,LCB,14,13,0,0,0,0,6,,,,,0,1,51,38,13,1,3,,WardCh01
185,Denzel Ward,CLE,23,LCB,12,12,2,0,0,0,18,1,0,0,0,0,0,46,38,8,1,1,,WardDe02
186,DeForest Buckner+,IND,26,LDT,15,14,0,0,0,0,3,2,0,1,0,0,9.5,58,37,21,10,26,1,BuckDe00
187,T.J. Edwards,PHI,24,MLB,12,12,1,13,0,13,1,2,0,0,0,0,2,70,37,33,5,2,,EdwaTJ02
188,Tre Flowers,SEA,25,RCB,12,7,0,0,0,0,2,1,,,,,0,47,37,10,1,0,,FlowTr01
189,Lawrence Guy,NWE,30,LDT,14,14,,,0,,,0,0,1,0,0,2,57,37,20,4,7,,GuyxLa00
190,Harvey Langi,NYJ,28,LILB,14,6,0,0,0,0,1,0,0,1,0,0,0,60,37,23,0,1,,LangHa00
191,Tarvarius Moore,SFO,24,SS,16,8,0,0,0,0,1,1,0,1,3,0,0,52,37,15,1,0,,MoorTa00
192,Nickell Robey-Coleman,PHI,28,LCB,15,7,0,0,0,0,1,1,0,1,0,0,0,44,37,7,2,0,,RobeNi00
193,Kendall Sheffield,ATL,24,LCB,13,9,0,0,0,0,3,1,,,,,0,51,37,14,0,0,,ShefKe00
194,Darious Williams,LAR,27,DB,16,10,4,21,0,19,14,,,,,0,0,44,37,7,1,0,,WillDa09
195,Jonathan Allen,WAS,25,RDT,16,16,,,0,,,0,0,1,0,0,2,63,36,27,3,14,1,AlleJo01
196,Bryce Callahan,DEN,29,RCB,10,10,2,0,0,0,5,0,0,1,0,0,0,42,36,6,1,0,,CallBr00
197,Cameron Dantzler,MIN,22,LCB,11,10,2,0,0,0,4,1,0,1,0,0,0,46,36,10,3,0,,DantCa00
198,Casey Hayward,LAC,31,RCB,14,13,1,9,0,9,8,,,,,0,0,41,36,5,0,0,,HaywCa00
199,Avonte Maddox,PHI,24,LCB,10,8,0,0,0,0,3,,,,,,0,40,36,4,1,0,,MaddAv00
200,Nik Needham,MIA,24,DB,16,6,2,1,0,1,7,,,,,0,1,58,36,22,1,1,,NeedNi00
201,Kevin Pierre-Louis,WAS,29,RLB,13,11,0,0,0,0,2,1,0,0,0,0,1,56,36,20,3,2,,PierKe00
202,Jalen Ramsey*+,LAR,26,RCB,15,15,1,2,0,2,9,,,,,0,0,44,36,8,2,1,,RamsJa00
203,J.J. Watt,HOU,31,LDE,16,16,1,19,1,19,7,2,0,1,0,0,5,52,36,16,14,17,,WattJ.00
204,Rock Ya-Sin,IND,24,LCB,13,8,1,0,0,0,7,1,0,0,0,0,0,45,36,9,0,0,,Ya-SRo00
205,Julian Blackmon,IND,22,FS,15,14,2,19,0,15,6,1,0,0,0,0,0,42,35,7,3,0,,BlacJu01
206,Jordyn Brooks,SEA,23,LB,14,6,0,0,0,0,2,,,,,,0,57,35,22,2,0,,BrooJo01
207,Brian Burns,CAR,22,LDE,15,14,0,0,0,0,4,3,0,0,0,0,9,58,35,23,8,21,,BurnBr00
208,Marcus Epps,PHI,24,DB,14,5,2,0,0,0,4,,,,,0,0,47,35,12,0,0,,EppsMa00
209,Brandon Graham*,PHI,32,RDE,16,16,,,0,,,2,0,1,0,0,8,46,35,11,13,16,,GrahBr99
210,Amani Hooker,TEN,22,DB,16,3,4,11,0,6,8,,,,,0,0,51,35,16,1,0,,HookAm00
211,Sebastian Joseph-Day,LAR,25,NT,16,16,0,0,0,0,3,1,0,0,0,0,1,55,35,20,1,4,,JoseSe00
212,Matt Milano,BUF,26,LLB,10,5,1,0,0,0,3,,,,,0,3.5,45,35,10,4,9,,MilaMa00
213,Xavier Rhodes,IND,30,RCB,16,16,2,44,1,44,12,,,,,0,0,42,35,7,0,0,,RhodXa00
214,Sheldon Richardson,CLE,30,LDT,16,16,0,0,0,0,3,1,0,0,0,0,4.5,64,35,29,5,10,,RichSh00
215,Za'Darius Smith*,GNB,28,ROLB,16,16,0,0,0,0,2,4,0,2,0,0,12.5,52,35,17,12,23,,SmitZa00
216,Andrew Wingard,JAX,24,DB,13,4,2,31,0,19,5,0,0,1,17,0,0,50,35,15,3,0,,WingAn01
217,Chris Banjo,ARI,30,FS,13,4,0,0,0,0,1,,,,,,0,48,34,14,1,1,,BanjCh00
218,Juston Burris,CAR,27,SS,13,12,1,0,0,0,4,,,,,0,0,53,34,19,3,1,,BurrJu00
219,Tae Crowder,NYG,23,RILB,11,6,0,0,0,0,1,0,0,1,43,1,1,57,34,23,3,3,,CrowTa00
